Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
472,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Monaco,25,1992,27,25,2153,23.9,2,4,2,0,0,4,0,0.08,0.17,0.25,0.08,0.25,0.8,0.8,3.2,4.1,0.03,0.14,0.17,0.03,0.17,Matches
473,Kolbeinn Sig_órsson\Kolbeinn-Sigthorsson,is ISL,FW,Nantes,27,1990,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.48,0,0.48,0.48,0.48,Matches
474,Gabriel Silva\Gabriel-Silva,br BRA,DF,Saint-Étienne,26,1991,25,23,2078,23.1,1,1,1,0,0,2,1,0.04,0.04,0.09,0.04,0.09,0.6,0.6,0.9,1.5,0.03,0.04,0.07,0.03,0.07,Matches
475,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,32,1984,25,24,2115,23.5,1,1,1,0,0,5,0,0.04,0.04,0.09,0.04,0.09,0.6,0.6,0.3,0.9,0.03,0.01,0.04,0.03,0.04,Matches
476,Giovanni Sio\Giovanni-Sio,ci CIV,FW,Montpellier,28,1989,33,27,2194,24.4,10,3,10,0,1,5,1,0.41,0.12,0.53,0.41,0.53,11.9,11.1,2.6,13.7,0.48,0.11,0.59,0.45,0.56,Matches
477,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Montpellier,22,1995,35,35,3048,33.9,4,0,4,0,0,8,0,0.12,0,0.12,0.12,0.12,1.8,1.8,1.4,3.2,0.05,0.04,0.09,0.05,0.09,Matches
478,Naïm Sliti\Naim-Sliti,tn TUN,FWMF,Dijon,25,1992,31,26,2291,25.5,7,6,5,2,2,2,0,0.27,0.24,0.51,0.2,0.43,5.5,4,5,9,0.22,0.2,0.41,0.16,0.35,Matches
479,Wesley Sneijder\Wesley-Sneijder,nl NED,MFFW,Nice,33,1984,5,4,399,4.4,0,1,0,0,0,0,0,0,0.23,0.23,0,0.23,0.6,0.6,0.6,1.2,0.14,0.14,0.28,0.14,0.28,Matches
480,Somália\Somalia,br BRA,MFFW,Toulouse,28,1988,27,23,2001,22.2,1,0,1,0,0,2,0,0.04,0,0.04,0.04,0.04,2.1,2.1,1.8,3.9,0.09,0.08,0.17,0.09,0.17,Matches
481,Jérémy Sorbon\Jeremy-Sorbon,fr FRA,DF,Guingamp,33,1983,29,29,2610,29,0,0,0,0,0,1,0,0,0,0,0,0,1.3,1.3,0.1,1.4,0.04,0,0.05,0.04,0.05,Matches
482,Rayan Souici\Rayan-Souici,fr FRA,FW,Saint-Étienne,19,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
483,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,25,1992,14,14,1192,13.2,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0.01,0,0.01,Matches
484,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,18,1999,14,3,512,5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.04,0.04,0,0.04,Matches
485,Arnaud Souquet\Arnaud-Souquet,fr FRA,DF,Nice,25,1992,29,27,2415,26.8,0,3,0,0,0,4,0,0,0.11,0.11,0,0.11,0.3,0.3,2,2.2,0.01,0.07,0.08,0.01,0.08,Matches
486,Bassem Srarfi\Bassem-Srarfi,tn TUN,FWMF,Nice,20,1997,26,10,870,9.7,3,1,3,0,0,1,0,0.31,0.1,0.41,0.31,0.41,2.8,2.8,0.7,3.5,0.3,0.07,0.37,0.3,0.37,Matches
487,Timo Stavitski\Timo-Stavitski,fi FIN,FW,Caen,18,1999,9,3,401,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.3,0.01,0.07,0.08,0.01,0.08,Matches
488,Mariusz St_pi_ski\Mariusz-Stepinski,pl POL,FW,Nantes,22,1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Matches
489,Danijel Suba_i_\Danijel-Subasic,hr CRO,GK,Monaco,32,1984,34,34,2939,32.7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches
490,Neven Suboti_\Neven-Subotic,rs SRB,DF,Saint-Étienne,28,1988,16,16,1440,16,2,3,2,0,0,1,0,0.12,0.19,0.31,0.12,0.31,0.9,0.9,0.4,1.3,0.06,0.02,0.08,0.06,0.08,Matches
491,Gilles Sunu\Gilles-Sunu,tg TOG,MFFW,Angers,26,1991,20,5,656,7.3,1,1,1,0,0,4,0,0.14,0.14,0.27,0.14,0.27,1.2,1.2,0.5,1.8,0.17,0.08,0.25,0.17,0.25,Matches
492,Seydou Sy\Seydou-Sy,sn SEN,GK,Monaco,21,1995,3,2,256,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
493,Issiaga Sylla\Issiaga-Sylla,gn GUI,DFMF,Toulouse,23,1994,25,17,1602,17.8,1,3,1,0,0,5,0,0.06,0.17,0.22,0.06,0.22,0.4,0.4,2.3,2.6,0.02,0.13,0.15,0.02,0.15,Matches
494,Moussa Sylla\Moussa-Sylla,fr FRA,FW,Monaco,17,1999,5,3,304,3.4,2,1,2,0,0,1,0,0.59,0.3,0.89,0.59,0.89,1.9,1.9,0.1,2,0.56,0.03,0.6,0.56,0.6,Matches
495,Alexander Søderlund\Alexander-Soderlund,no NOR,FWMF,Saint-Étienne,29,1987,12,2,364,4,0,0,0,0,0,0,1,0,0,0,0,0,1.2,1.2,0.2,1.4,0.31,0.06,0.37,0.31,0.37,Matches
496,Franck Tabanou\Franck-Tabanou,fr FRA,DF,Guingamp,28,1989,15,12,1048,11.6,0,2,0,0,0,5,0,0,0.17,0.17,0,0.17,0.1,0.1,1.2,1.2,0.01,0.1,0.11,0.01,0.11,Matches
497,Ervin Taha\Ervin-Taha,fr FRA,MFFW,Bordeaux,18,1999,2,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
498,Mehdi Tahrat\Mehdi-Tahrat,dz ALG,MF,Angers,27,1990,6,6,437,4.9,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,Matches
499,Flavien Tait\Flavien-Tait,fr FRA,MFFW,Angers,24,1993,32,26,2241,24.9,4,3,4,0,0,5,2,0.16,0.12,0.28,0.16,0.28,3.9,3.9,4,7.9,0.16,0.16,0.32,0.16,0.32,Matches
500,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Nice,23,1994,26,19,1683,18.7,0,1,0,0,0,3,0,0,0.05,0.05,0,0.05,0.3,0.3,0.8,1,0.01,0.04,0.05,0.01,0.05,Matches
501,Oussama Tannane\Oussama-Tannane,ma MAR,FWMF,Saint-Étienne,23,1994,6,2,208,2.3,0,1,0,0,0,1,0,0,0.43,0.43,0,0.43,1,1,0.5,1.5,0.42,0.23,0.65,0.42,0.65,Matches
502,Ciprian T_t_ru_anu\Ciprian-Tatarusanu,ro ROU,GK,Nantes,31,1986,37,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
503,Júlio Tavares\Julio-Tavares,cv CPV,FW,Dijon,28,1988,26,23,2055,22.8,12,2,9,3,3,3,0,0.53,0.09,0.61,0.39,0.48,9.6,7.3,2.2,9.5,0.42,0.1,0.51,0.32,0.42,Matches
504,Jordan Tell\Jordan-Tell,fr FRA,FWDF,Rennes,20,1997,6,0,115,1.3,1,0,1,0,0,0,0,0.78,0,0.78,0.78,0.78,1.2,1.2,0.2,1.4,1.02,0.16,1.18,1.02,1.18,Matches
505,Martin Terrier\Martin-Terrier,fr FRA,FWMF,Strasbourg,20,1997,25,19,1671,18.6,3,2,3,0,0,3,0,0.16,0.11,0.27,0.16,0.27,4.8,4.8,2.5,7.3,0.26,0.13,0.39,0.26,0.39,Matches
506,Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,21,1995,22,16,1608,17.9,1,3,1,0,0,3,0,0.06,0.17,0.22,0.06,0.22,0.6,0.6,2.9,3.5,0.03,0.17,0.2,0.03,0.2,Matches
507,Florian Thauvin\Florian-Thauvin,fr FRA,FWMF,Marseille,24,1993,35,35,2949,32.8,22,11,19,3,4,7,0,0.67,0.34,1.01,0.58,0.92,15,12,9.3,21.3,0.46,0.28,0.74,0.36,0.65,Matches
508,Kévin Théophile-Catherine\Kevin-Theophile-Catherine,fr FRA,DF,Saint-Étienne,27,1989,25,24,2165,24.1,0,0,0,0,0,6,0,0,0,0,0,0,0.5,0.5,0.3,0.9,0.02,0.01,0.04,0.02,0.04,Matches
509,Vincent Thill\Vincent-Thill,lu LUX,MFFW,Metz,17,2000,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
510,Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,29,1988,28,28,2470,27.4,2,0,2,0,0,5,0,0.07,0,0.07,0.07,0.07,1.8,1.8,0.2,2,0.06,0.01,0.07,0.06,0.07,Matches
511,Adrien Thomasson\Adrien-Thomasson,fr FRA,MFFW,Nantes,23,1993,36,29,2582,28.7,5,3,5,0,0,4,0,0.17,0.1,0.28,0.17,0.28,4.7,4.7,3.1,7.8,0.16,0.11,0.27,0.16,0.27,Matches
512,Marcus Thuram\Marcus-Thuram,fr FRA,FW,Guingamp,19,1997,32,20,1931,21.5,3,1,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19,7.2,7.2,2.4,9.6,0.34,0.11,0.45,0.34,0.45,Matches
513,Youri Tielemans\Youri-Tielemans,be BEL,MF,Monaco,20,1997,27,18,1568,17.4,0,1,0,0,0,1,0,0,0.06,0.06,0,0.06,1.8,1.8,1.6,3.3,0.1,0.09,0.19,0.1,0.19,Matches
514,Jonathan Tinhan\Jonathan-Tinhan,bj BEN,FWMF,Troyes,28,1989,5,0,72,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.26,0.04,0.3,0.26,0.3,Matches
515,Ola Toivonen\Ola-Toivonen,se SWE,FWMF,Toulouse,31,1986,23,8,798,8.9,0,1,0,0,0,2,0,0,0.11,0.11,0,0.11,2.2,2.2,0.4,2.7,0.25,0.05,0.3,0.25,0.3,Matches
516,Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FWMF,Angers,24,1992,37,33,3041,33.8,17,5,14,3,3,4,0,0.5,0.15,0.65,0.41,0.56,16.2,13.9,4.2,18.1,0.48,0.12,0.6,0.41,0.53,Matches
517,Jérémy Toulalan\Jeremy-Toulalan,fr FRA,DF,Bordeaux,33,1983,21,21,1890,21,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,Matches
518,Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,23,1994,36,31,2809,31.2,1,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,1.5,1.5,0.7,2.2,0.05,0.02,0.07,0.05,0.07,Matches
519,Almamy Touré\Almamy-Toure,ml MLI,DF,Monaco,21,1996,20,13,1248,13.9,1,0,1,0,0,3,0,0.07,0,0.07,0.07,0.07,0.4,0.4,2,2.4,0.03,0.14,0.17,0.03,0.17,Matches
520,Thomas Touré\Thomas-Toure,ci CIV,MF,Bordeaux,23,1993,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
521,Thomas Touré\Thomas-Toure,ci CIV,MF,Angers,23,1993,7,0,128,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.5,0.8,0.16,0.4,0.57,0.16,0.57,Matches
522,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Lyon,20,1997,37,37,3132,34.8,0,0,0,0,0,8,0,0,0,0,0,0,1.5,1.5,0.7,2.3,0.04,0.02,0.07,0.04,0.07,Matches
523,Adama Traoré\Adama-Traore,ml MLI,MFFW,Monaco,22,1995,3,2,189,2.1,3,0,3,0,0,1,0,1.43,0,1.43,1.43,1.43,0.9,0.9,0,1,0.44,0.02,0.45,0.44,0.45,Matches
524,Bertrand Traoré\Bertrand-Traore,bf BFA,FW,Lyon,21,1995,31,27,2285,25.4,13,4,13,0,0,3,0,0.51,0.16,0.67,0.51,0.67,9.5,9.5,2.7,12.2,0.37,0.11,0.48,0.37,0.48,Matches
525,Charles Traore\Charles-Traore,ml MLI,DF,Troyes,25,1992,34,33,2999,33.3,0,3,0,0,0,8,1,0,0.09,0.09,0,0.09,0.6,0.6,2.9,3.5,0.02,0.09,0.1,0.02,0.1,Matches
526,Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,25,1992,30,30,2637,29.3,0,2,0,0,0,10,0,0,0.07,0.07,0,0.07,0.4,0.4,2,2.3,0.01,0.07,0.08,0.01,0.08,Matches
527,Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,30,1986,32,32,2855,31.7,3,0,3,0,0,2,0,0.09,0,0.09,0.09,0.09,1.4,1.4,0.6,2,0.04,0.02,0.06,0.04,0.06,Matches
528,Lacina Traoré\Lacina-Traore,ci CIV,FW,Amiens,27,1990,18,8,779,8.7,0,2,0,0,0,1,0,0,0.23,0.23,0,0.23,1.8,1.8,0.7,2.5,0.21,0.08,0.3,0.21,0.3,Matches
529,Kevin Trapp\Kevin-Trapp,de GER,GK,Paris S-G,27,1990,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
530,Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,21,1996,6,3,356,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02,Matches
531,Valentín Vada\Valentin-Vada,ar ARG,MFFW,Bordeaux,21,1996,21,11,860,9.6,2,0,2,0,0,4,0,0.21,0,0.21,0.21,0.21,0.8,0.8,0.3,1,0.08,0.03,0.11,0.08,0.11,Matches
532,Cédric Varrault\Cedric-Varrault,fr FRA,DF,Dijon,37,1980,11,10,883,9.8,1,0,1,0,0,0,0,0.1,0,0.1,0.1,0.1,0.5,0.5,0,0.5,0.05,0,0.05,0.05,0.05,Matches
533,Rémy Vercoutre\Remy-Vercoutre,fr FRA,GK,Caen,37,1980,35,35,3104,34.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches
534,Olivier Verdon\Olivier-Verdon,bj BEN,DF,Bordeaux,21,1995,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
535,Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,24,1992,22,20,1718,19.1,0,4,0,0,0,9,2,0,0.21,0.21,0,0.21,0.4,0.4,1.9,2.3,0.02,0.1,0.12,0.02,0.12,Matches
536,Oswaldo Vizcarrondo\Oswaldo-Vizcarrondo,ve VEN,DF,Troyes,33,1984,20,18,1716,19.1,0,0,0,0,0,7,2,0,0,0,0,0,0.7,0.7,0.1,0.7,0.04,0,0.04,0.04,0.04,Matches
537,Anthony Walongwa\Anthony-Walongwa,cd COD,DF,Nantes,23,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
538,Rémi Walter\Remi-Walter,fr FRA,MFFW,Nice,22,1995,8,6,491,5.5,1,0,1,0,0,0,0,0.18,0,0.18,0.18,0.18,0.3,0.3,0.2,0.5,0.06,0.03,0.09,0.06,0.09,Matches
539,Rémi Walter\Remi-Walter,fr FRA,MF,Troyes,22,1995,12,12,997,11.1,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.1,0.4,0.03,0.01,0.04,0.03,0.04,Matches
540,Timothy Weah\Timothy-Weah,us USA,FW,Paris S-G,17,2000,3,1,124,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.3,0.9,0.41,0.24,0.65,0.41,0.65,Matches
541,Xeka\Xeka,pt POR,MF,Dijon,22,1994,17,15,1393,15.5,2,3,2,0,0,4,0,0.13,0.19,0.32,0.13,0.32,2.7,2.7,1.2,3.9,0.17,0.08,0.25,0.17,0.25,Matches
542,Xeka\Xeka,pt POR,MF,Lille,22,1994,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
543,Steeve Yago\Steeve-Yago,bf BFA,DF,Toulouse,24,1992,21,16,1577,17.5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.3,0.4,0,0.02,0.02,0,0.02,Matches
544,Cédric Yamberé\Cedric-Yambere,cf CTA,DF,Dijon,26,1990,32,31,2831,31.5,3,0,3,0,0,7,2,0.1,0,0.1,0.1,0.1,1.4,1.4,0.3,1.8,0.05,0.01,0.06,0.05,0.06,Matches
545,Mapou Yanga-Mbiwa\Mapou-Yanga-Mbiwa,fr FRA,DF,Lyon,28,1989,2,1,128,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
546,Zaydou Youssouf\Zaydou-Youssouf,fr FRA,FW,Bordeaux,18,1999,6,1,131,1.5,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.09,0.04,0.13,0.09,0.13,Matches
547,Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa,cm CMR,MF,Marseille,21,1995,37,26,2440,27.1,0,0,0,0,0,5,0,0,0,0,0,0,1.5,1.5,2,3.5,0.06,0.07,0.13,0.06,0.13,Matches
548,Mehdi Zeffane\Mehdi-Zeffane,dz ALG,DFFW,Rennes,25,1992,15,11,989,11,0,1,0,0,0,0,0,0,0.09,0.09,0,0.09,0.6,0.6,0.7,1.3,0.05,0.07,0.12,0.05,0.12,Matches
549,Erwin Zelazny\Erwin-Zelazny,fr FRA,GK,Troyes,25,1991,17,17,1530,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
550,Kévin Zohi\Kevin-Zohi,ml MLI,MF,Strasbourg,20,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Matches
551,Bongani Zungu\Bongani-Zungu,za RSA,MF,Amiens,24,1992,26,24,2084,23.2,1,0,1,0,0,5,0,0.04,0,0.04,0.04,0.04,0.3,0.3,1,1.4,0.01,0.04,0.06,0.01,0.06,Matches
