Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-173,1990,24,24,2115,23.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-361,1995,22,11,1103,12.3,7,0,4,3,3,1,0,0.57,0,0.57,0.33,0.33,Matches
Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-215,1989,10,9,809,9,0,0,0,0,0,1,1,0,0,0,0,0,Matches
Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,21-092,2000,6,1,143,1.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-322,2001,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-211,1986,15,8,721,8,4,0,4,0,0,1,0,0.5,0,0.5,0.5,0.5,Matches
Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-104,1998,25,23,2145,23.8,0,1,0,0,0,4,0,0,0.04,0.04,0,0.04,Matches
André Gomes\Andre-Gomes,pt POR,MF,Everton,27-273,1993,24,16,1459,16.2,0,1,0,0,0,3,0,0,0.06,0.06,0,0.06,Matches
Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-341,1997,7,6,590,6.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,20-064,2001,3,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,23-223,1997,18,14,1104,12.3,1,0,1,0,0,1,0,0.08,0,0.08,0.08,0.08,Matches
Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-305,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-231,1995,22,22,1977,22,6,10,6,0,0,6,0,0.27,0.46,0.73,0.27,0.73,Matches
Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-210,2001,27,18,1583,17.6,5,2,5,0,0,2,0,0.28,0.11,0.4,0.28,0.4,Matches
Pascal Groß\Pascal-Gross,de GER,MFDF,Brighton,29-318,1991,29,22,2034,22.6,2,6,0,2,3,2,0,0.09,0.27,0.35,0,0.27,Matches
Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-325,1988,3,2,148,1.6,0,1,0,0,0,0,0,0,0.61,0.61,0,0.61,Matches
Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-109,1987,32,32,2880,32,0,0,0,0,0,2,0,0,0,0,0,0,Matches
?lkay Gündo?an\Ilkay-Gundogan,de GER,MF,Manchester City,30-187,1990,25,21,1864,20.7,12,1,11,1,2,1,0,0.58,0.05,0.63,0.53,0.58,Matches
Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,17-040,2004,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-311,1994,16,10,937,10.4,3,0,3,0,0,0,0,0.29,0,0.29,0.29,0.29,Matches
Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,21-052,2000,2,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-160,1996,31,29,2397,26.6,7,6,7,0,0,2,0,0.26,0.23,0.49,0.26,0.49,Matches
Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-287,1995,4,4,360,4,1,0,1,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches
Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-322,1999,24,16,1341,14.9,2,3,2,0,0,2,0,0.13,0.2,0.34,0.13,0.34,Matches
Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,26-038,1995,24,22,1942,21.6,0,0,0,0,0,8,0,0,0,0,0,0,Matches
Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-284,1992,4,3,263,2.9,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,30-094,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,24-048,1997,10,9,855,9.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-316,1990,21,20,1704,18.9,1,1,1,0,0,0,0,0.05,0.05,0.11,0.05,0.11,Matches
Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,29-088,1992,20,17,1408,15.6,2,1,2,0,0,3,1,0.13,0.06,0.19,0.13,0.19,Matches
Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,36-018,1985,14,2,346,3.8,0,2,0,0,0,1,0,0,0.52,0.52,0,0.52,Matches
Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-295,1992,32,31,2665,29.6,15,9,14,1,1,0,0,0.51,0.3,0.81,0.47,0.78,Matches
Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,19-101,2002,10,3,397,4.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-221,1995,26,24,2198,24.4,0,1,0,0,0,2,0,0,0.04,0.04,0,0.04,Matches
Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-189,1996,22,22,1942,21.6,1,0,1,0,0,8,0,0.05,0,0.05,0.05,0.05,Matches
Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,30-086,1991,4,3,225,2.5,1,1,1,0,0,0,0,0.4,0.4,0.8,0.4,0.8,Matches
Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,Chelsea,20-173,2000,21,10,999,11.1,2,3,2,0,0,0,0,0.18,0.27,0.45,0.18,0.45,Matches
Niall Huggins\Niall-Huggins,wal WAL,DF,Leeds United,20-132,2000,1,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-267,1995,33,33,2970,33,1,3,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12,Matches
Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-317,1989,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,Leicester City,24-208,1996,20,12,1068,11.9,10,1,10,0,1,0,0,0.84,0.08,0.93,0.84,0.93,Matches
Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-280,1992,25,23,1913,21.3,10,4,8,2,2,1,0,0.47,0.19,0.66,0.38,0.56,Matches
Branislav Ivanovi?\Branislav-Ivanovic,rs SRB,DF,West Brom,37-066,1984,13,8,767,8.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-361,1996,27,16,1417,15.7,1,2,1,0,0,0,0,0.06,0.13,0.19,0.06,0.19,Matches
José Izquierdo\Jose-Izquierdo,co COL,DFMF,Brighton,28-296,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,38-255,1982,9,6,518,5.8,0,0,0,0,0,1,1,0,0,0,0,0,Matches
Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWDF,Brighton,27-261,1993,16,2,296,3.3,0,1,0,0,0,2,0,0,0.3,0.3,0,0.3,Matches
Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-170,1997,14,10,821,9.1,3,0,3,0,0,3,0,0.33,0,0.33,0.33,0.33,Matches
Reece James\Reece-James,eng ENG,DF,Chelsea,21-142,1999,27,20,1923,21.4,1,2,1,0,0,3,0,0.05,0.09,0.14,0.05,0.14,Matches
Alexandre Jankewitz\Alexandre-Jankewitz,ch SUI,MF,Southampton,19-125,2001,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,24-026,1997,24,18,1706,19,8,3,8,0,0,1,0,0.42,0.16,0.58,0.42,0.58,Matches
Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,29-359,1991,10,10,823,9.1,4,0,4,0,0,0,0,0.44,0,0.44,0.44,0.44,Matches
Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,24-258,1996,27,21,1830,20.3,3,2,3,0,0,3,0,0.15,0.1,0.25,0.15,0.25,Matches
Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,21-095,2000,14,5,523,5.8,1,0,1,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,28-035,1993,32,32,2880,32,0,1,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,20-089,2001,21,12,1103,12.3,1,1,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,Matches
Jorginho\Jorginho,it ITA,MF,Chelsea,29-130,1991,24,20,1748,19.4,6,1,0,6,8,1,0,0.31,0.05,0.36,0,0.05,Matches
Willian José\Willian-Jose,br BRA,FW,Wolves,29-157,1991,13,12,973,10.8,1,0,1,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches
Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,24-146,1996,16,10,960,10.7,8,0,8,0,0,2,0,0.75,0,0.75,0.75,0.75,Matches
James Justin\James-Justin,eng ENG,DF,Leicester City,23-065,1998,23,23,2070,23,2,1,2,0,0,4,0,0.09,0.04,0.13,0.09,0.13,Matches
Ozan Kabak\Ozan-Kabak,tr TUR,DF,Liverpool,21-035,2000,9,9,801,8.9,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Aboubakar Kamara\Aboubakar-Kamara,mr MTN,FWDF,Fulham,26-053,1995,11,2,315,3.5,0,0,0,0,0,1,1,0,0,0,0,0,Matches
Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,27-275,1993,30,30,2632,29.2,21,13,17,4,4,1,0,0.72,0.44,1.16,0.58,1.03,Matches
N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,30-031,1991,27,22,2023,22.5,0,2,0,0,0,7,0,0,0.09,0.09,0,0.09,Matches
Moise Kean\Moise-Kean,it ITA,FW,Everton,21-060,2000,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Michael Keane\Michael-Keane,eng ENG,DF,Everton,28-108,1993,30,28,2541,28.2,3,1,3,0,0,4,0,0.11,0.04,0.14,0.11,0.14,Matches
Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,29-050,1992,5,1,119,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,26-078,1995,10,7,520,5.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Caoimhín Kelleher\Caoimhin-Kelleher,ie IRL,GK,Liverpool,22-157,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,24-045,1997,4,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Reda Khadra\Reda-Khadra,de GER,FW,Brighton,19-299,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Max Kilman\Max-Kilman,eng ENG,DF,Wolves,23-341,1997,15,12,1121,12.5,0,1,0,0,0,3,0,0,0.08,0.08,0,0.08,Matches
Joshua King\Joshua-King,no NOR,MFFW,Everton,29-104,1992,9,0,132,1.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,30-320,1990,32,25,2139,23.8,3,5,1,2,2,6,0,0.13,0.21,0.34,0.04,0.25,Matches
Robin Koch\Robin-Koch,de GER,DF,Leeds United,24-286,1996,15,11,952,10.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,27-313,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Terence Kongolo\Terence-Kongolo,nl NED,DF,Fulham,27-074,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,23-188,1997,30,29,2656,29.5,2,0,2,0,0,3,0,0.07,0,0.07,0.07,0.07,Matches
Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,31-129,1989,30,29,2583,28.7,1,0,1,0,0,1,0,0.03,0,0.03,0.03,0.03,Matches
Mateo Kova?i?\Mateo-Kovacic,hr CRO,MF,Chelsea,26-358,1994,25,20,1691,18.8,0,1,0,0,0,3,0,0,0.05,0.05,0,0.05,Matches
Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,26-270,1994,12,10,946,10.5,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Filip Krovinovi?\Filip-Krovinovic,hr CRO,MF,West Brom,25-243,1995,11,5,546,6.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,29-336,1991,28,22,1868,20.8,13,2,10,3,3,3,0,0.63,0.1,0.72,0.48,0.58,Matches
Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,32-354,1988,27,16,1485,16.5,1,1,1,0,0,0,0,0.06,0.06,0.12,0.06,0.12,Matches
Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,29-056,1992,21,5,680,7.6,1,0,1,0,0,6,1,0.13,0,0.13,0.13,0.13,Matches
Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,20-211,2000,11,11,886,9.8,1,1,1,0,0,4,1,0.1,0.1,0.2,0.1,0.2,Matches
Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,28-073,1993,15,3,434,4.8,1,1,1,0,0,1,0,0.21,0.21,0.41,0.21,0.41,Matches
Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,26-337,1994,14,12,1164,12.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,27-169,1993,19,19,1625,18.1,2,0,2,0,0,4,0,0.11,0,0.11,0.11,0.11,Matches
Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,31-200,1989,2,1,123,1.4,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,27-240,1993,25,16,1446,16.1,1,0,1,0,0,3,0,0.06,0,0.06,0.06,0.06,Matches
Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,29-056,1992,31,31,2771,30.8,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Khanya Leshabela\Khanya-Leshabela,za RSA,MF,Leicester City,21-223,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,23-094,1998,23,20,1830,20.3,0,1,0,0,0,4,0,0,0.05,0.05,0,0.05,Matches
Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,26-286,1994,26,26,2315,25.7,1,1,1,0,0,0,0,0.04,0.04,0.08,0.04,0.08,Matches
Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,West Ham,28-135,1992,11,11,971,10.8,9,3,8,1,2,2,0,0.83,0.28,1.11,0.74,1.02,Matches
Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,31-166,1989,17,15,1226,13.6,0,0,0,0,0,2,1,0,0,0,0,0,Matches
Diego Llorente\Diego-Llorente,es ESP,DF,Leeds United,27-256,1993,11,10,901,10,1,0,1,0,0,1,0,0.1,0,0.1,0.1,0.1,Matches
Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,34-124,1986,33,33,2970,33,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Tottenham,25-020,1996,15,8,729,8.1,1,1,1,0,0,5,0,0.12,0.12,0.25,0.12,0.25,Matches
Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Fulham,25-096,1996,27,21,1819,20.2,1,0,1,0,0,3,0,0.05,0,0.05,0.05,0.05,Matches
Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Chelsea,25-096,1996,1,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kevin Long\Kevin-Long,ie IRL,DF,Burnley,30-254,1990,8,7,637,7.1,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Shane Long\Shane-Long,ie IRL,FWMF,Southampton,34-097,1987,11,1,210,2.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,21-039,2000,5,4,377,4.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,23-181,1997,17,13,1191,13.2,0,1,0,0,0,2,0,0,0.08,0.08,0,0.08,Matches
Ademola Lookman\Ademola-Lookman,eng ENG,FWMF,Fulham,23-191,1997,29,27,2388,26.5,4,4,4,0,1,4,0,0.15,0.15,0.3,0.15,0.3,Matches
Max Lowe\Max-Lowe,eng ENG,DF,Sheffield Utd,23-353,1997,8,7,550,6.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,31-324,1989,29,29,2610,29,1,1,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07,Matches
David Luiz\David-Luiz,br BRA,DF,Arsenal,34-007,1987,19,16,1344,14.9,1,0,1,0,0,1,1,0.07,0,0.07,0.07,0.07,Matches
Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,22-355,1998,28,28,2429,27,0,2,0,0,0,9,1,0,0.07,0.07,0,0.07,Matches
John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,27-070,1994,27,23,2021,22.5,0,2,0,0,1,8,1,0,0.09,0.09,0,0.09,Matches
Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,22-126,1998,17,11,926,10.3,1,1,1,0,0,1,0,0.1,0.1,0.19,0.1,0.19,Matches
James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,24-157,1996,26,20,1787,19.9,8,5,8,0,0,4,0,0.4,0.25,0.65,0.4,0.65,Matches
Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,28-055,1993,33,33,2970,33,2,1,2,0,0,10,0,0.06,0.03,0.09,0.06,0.09,Matches
Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,30-067,1991,25,21,1795,19.9,9,4,9,0,0,0,0,0.45,0.2,0.65,0.45,0.65,Matches
Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,23-243,1997,11,5,490,5.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,MF,West Brom,23-243,1997,11,11,985,10.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Josh Maja\Josh-Maja,ng NGA,FW,Fulham,22-123,1998,11,8,651,7.2,3,0,2,1,1,0,0,0.41,0,0.41,0.28,0.28,Matches
Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,29-019,1992,30,27,2435,27.1,8,5,8,0,0,3,0,0.3,0.18,0.48,0.3,0.48,Matches
Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,26-359,1994,13,10,825,9.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,32-069,1989,12,7,615,6.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Solly March\Solly-March,eng ENG,DF,Brighton,26-283,1994,21,19,1672,18.6,2,1,2,0,0,0,0,0.11,0.05,0.16,0.11,0.16,Matches
Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,27-241,1993,9,9,810,9,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,25-145,1995,22,17,1480,16.4,4,3,4,0,0,0,1,0.24,0.18,0.43,0.24,0.43,Matches
Martinelli\Martinelli,br BRA,FW,Arsenal,19-315,2001,10,5,422,4.7,1,0,1,0,0,0,0,0.21,0,0.21,0.21,0.21,Matches
Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Aston Villa,28-239,1992,32,32,2880,32,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Arthur Masuaku\Arthur-Masuaku,cd COD,DFFW,West Ham,27-173,1993,12,12,1006,11.2,0,2,0,0,0,2,0,0,0.18,0.18,0,0.18,Matches
Juan Mata\Juan-Mata,es ESP,FW,Manchester Utd,33-001,1988,7,4,338,3.8,0,2,0,0,0,0,0,0,0.53,0.53,0,0.53,Matches
Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Crystal Palace,23-305,1997,5,2,184,2,1,0,1,0,0,0,0,0.49,0,0.49,0.49,0.49,Matches
Nemanja Mati?\Nemanja-Matic,rs SRB,MF,Manchester Utd,32-271,1988,16,10,916,10.2,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,29-264,1991,10,9,691,7.7,1,2,1,0,0,2,0,0.13,0.26,0.39,0.13,0.39,Matches
Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,24-258,1996,31,27,2333,25.9,8,2,5,3,4,1,0,0.31,0.08,0.39,0.19,0.27,Matches
James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,33-204,1987,18,17,1466,16.3,0,2,0,0,0,3,0,0,0.12,0.12,0,0.12,Matches
Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,24-329,1996,23,12,1324,14.7,1,0,1,0,0,2,0,0.07,0,0.07,0.07,0.07,Matches
Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,31-147,1989,26,26,2340,26,0,0,0,0,0,2,0,0,0,0,0,0,Matches
James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,30-168,1990,13,7,581,6.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
John McGinn\John-McGinn,sco SCO,MF,Aston Villa,26-193,1994,31,31,2790,31,2,5,2,0,0,7,0,0.06,0.16,0.23,0.06,0.23,Matches
David McGoldrick\David-McGoldrick,ie IRL,FWMF,Sheffield Utd,33-151,1987,30,23,1955,21.7,7,1,7,0,0,7,0,0.32,0.05,0.37,0.32,0.37,Matches
Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,21-158,1999,31,29,2677,29.7,2,5,2,0,0,1,0,0.07,0.17,0.24,0.07,0.24,Matches
Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,24-142,1996,29,21,1888,21,4,1,4,0,0,2,0,0.19,0.05,0.24,0.19,0.24,Matches
Ben Mee\Ben-Mee,eng ENG,DF,Burnley,31-218,1989,26,26,2333,25.9,2,0,2,0,0,2,0,0.08,0,0.08,0.08,0.08,Matches
Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,26-286,1994,10,9,767,8.5,2,0,2,0,0,2,0,0.23,0,0.23,0.23,0.23,Matches
Edouard Mendy\Edouard-Mendy,sn SEN,GK,Chelsea,29-059,1992,27,27,2430,27,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Nampalys Mendy\Nampalys-Mendy,sn SEN,MF,Leicester City,28-310,1992,21,15,1375,15.3,0,1,0,0,0,5,0,0,0.07,0.07,0,0.07,Matches
Illan Meslier\Illan-Meslier,fr FRA,GK,Leeds United,21-058,2000,32,32,2880,32,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Luka Milivojevi?\Luka-Milivojevic,rs SRB,MF,Crystal Palace,30-022,1991,28,24,2115,23.5,1,1,0,1,1,7,1,0.04,0.04,0.09,0,0.04,Matches
James Milner\James-Milner,eng ENG,MFDF,Liverpool,35-115,1986,24,11,1053,11.7,0,1,0,0,0,2,0,0,0.09,0.09,0,0.09,Matches
Yerry Mina\Yerry-Mina,co COL,DF,Everton,26-218,1994,22,21,1786,19.8,2,0,2,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches
Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Southampton,26-103,1995,6,5,410,4.6,2,0,2,0,0,0,0,0.44,0,0.44,0.44,0.44,Matches
Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Liverpool,26-103,1995,9,2,293,3.3,1,0,1,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches
Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,28-047,1993,31,31,2744,30.5,2,2,2,0,0,6,1,0.07,0.07,0.13,0.07,0.13,Matches
Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,21-240,1999,13,13,1170,13,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Aleksandar Mitrovi?\Aleksandar-Mitrovic,rs SRB,FW,Fulham,26-225,1994,25,12,1302,14.5,3,3,2,1,2,3,0,0.21,0.21,0.41,0.14,0.35,Matches
Jakub Moder\Jakub-Moder,pl POL,DF,Brighton,22-022,1999,7,4,343,3.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jayson Molumby\Jayson-Molumby,ie IRL,MF,Brighton,21-266,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wesley Moraes\Wesley-Moraes,br BRA,FW,Aston Villa,24-154,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,37-098,1984,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,22-109,1999,32,28,2545,28.3,6,4,5,1,1,2,0,0.21,0.14,0.35,0.18,0.32,Matches
Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,28-259,1992,28,14,1364,15.2,3,4,3,0,0,0,0,0.2,0.26,0.46,0.2,0.46,Matches
Lys Mousset\Lys-Mousset,fr FRA,FWMF,Sheffield Utd,25-080,1996,10,2,288,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,34-233,1986,29,24,2179,24.2,1,1,1,0,0,5,1,0.04,0.04,0.08,0.04,0.08,Matches
Joel Mumbongo\Joel-Mumbongo,se SWE,FW,Burnley,22-110,1999,4,0,40,0.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Jacob Murphy\Jacob-Murphy,eng ENG,DFMF,Newcastle Utd,26-064,1995,21,12,1176,13.1,2,2,2,0,0,3,0,0.15,0.15,0.31,0.15,0.31,Matches
