Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
463,Diafra Sakho\Diafra-Sakho,sn SEN,FW,Rennes,28,1989,2,2,144,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.2,0,0.2,0.2,0.2,Matches
464,Emiliano Sala\Emiliano-Sala,ar ARG,FW,Nantes,27,1990,19,16,1369,15.2,12,2,10,2,2,0,0,0.79,0.13,0.92,0.66,0.79,6.5,5,1.6,6.5,0.43,0.1,0.53,0.33,0.43,Matches
465,William Saliba\William-Saliba,fr FRA,DF,Saint-Étienne,17,2001,16,13,1277,14.2,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.2,0.7,0.03,0.02,0.05,0.03,0.05,Matches
466,Yannis Salibur\Yannis-Salibur,fr FRA,FW,Guingamp,27,1991,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches
467,Yannis Salibur\Yannis-Salibur,fr FRA,FWMF,Saint-Étienne,27,1991,21,9,885,9.8,1,3,1,0,0,2,1,0.1,0.31,0.41,0.1,0.41,1.9,1.9,1.8,3.7,0.19,0.19,0.38,0.19,0.38,Matches
468,Brice Samba\Brice-Samba,cg CGO,GK,Caen,24,1994,38,38,3420,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
469,Junior Sambia\Junior-Sambia,fr FRA,MFFW,Montpellier,21,1996,30,7,926,10.3,0,1,0,0,0,3,0,0,0.1,0.1,0,0.1,2.1,2.1,1.5,3.6,0.21,0.14,0.35,0.21,0.35,Matches
470,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,32,1986,14,6,538,6,0,0,0,0,0,3,1,0,0,0,0,0,0.6,0.6,0.6,1.3,0.11,0.11,0.21,0.11,0.21,Matches
471,Ibrahim Sangaré\Ibrahim-Sangare,ci CIV,MF,Toulouse,20,1997,28,27,2467,27.4,1,3,1,0,0,7,0,0.04,0.11,0.15,0.04,0.15,1.4,1.4,1.6,3,0.05,0.06,0.11,0.05,0.11,Matches
472,Younousse Sankharé\Younousse-Sankhare,sn SEN,MF,Bordeaux,28,1989,22,17,1476,16.4,1,3,1,0,0,6,0,0.06,0.18,0.24,0.06,0.24,2.2,2.2,1.2,3.4,0.14,0.07,0.21,0.14,0.21,Matches
473,Baissama Sankoh\Baissama-Sankoh,gn GUI,MFFW,Caen,26,1992,15,6,651,7.2,0,0,0,0,0,2,1,0,0,0,0,0,0.8,0.8,0,0.9,0.11,0.01,0.12,0.11,0.12,Matches
474,Yaya Sanogo\Yaya-Sanogo,fr FRA,FW,Toulouse,25,1993,21,13,1243,13.8,3,0,2,1,1,3,0,0.22,0,0.22,0.14,0.14,6.4,5.6,0.8,6.4,0.46,0.06,0.52,0.41,0.46,Matches
475,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,23,1994,33,27,2403,26.7,5,3,5,0,0,9,0,0.19,0.11,0.3,0.19,0.3,2.6,2.6,2.7,5.3,0.1,0.1,0.2,0.1,0.2,Matches
476,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,23,1995,38,37,3245,36.1,1,0,1,0,0,2,0,0.03,0,0.03,0.03,0.03,1.1,1.1,0.7,1.8,0.03,0.02,0.05,0.03,0.05,Matches
477,Bouna Sarr\Bouna-Sarr,gn GUI,DFFW,Marseille,26,1992,29,25,2242,24.9,1,1,1,0,0,3,1,0.04,0.04,0.08,0.04,0.08,1.7,1.7,2.1,3.8,0.07,0.08,0.15,0.07,0.15,Matches
478,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Rennes,20,1998,35,32,2788,31,8,6,7,1,1,6,0,0.26,0.19,0.45,0.23,0.42,6.6,5.8,6.8,12.7,0.21,0.22,0.43,0.19,0.41,Matches
479,Malang Sarr\Malang-Sarr,fr FRA,DF,Nice,19,1999,35,34,2994,33.3,1,1,1,0,0,1,0,0.03,0.03,0.06,0.03,0.06,1.2,1.2,0.3,1.6,0.04,0.01,0.05,0.04,0.05,Matches
480,Téji Savanier\Teji-Savanier,fr FRA,MF,Nîmes,26,1991,32,32,2864,31.8,6,14,2,4,4,6,1,0.19,0.44,0.63,0.06,0.5,5.4,2.4,8.8,11.2,0.17,0.27,0.45,0.08,0.35,Matches
481,Stanley Segarel\Stanley-Segarel,fr FRA,FWMF,Amiens,24,1994,3,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
482,Ole Selnæs\Ole-Selnaes,no NOR,MF,Saint-Étienne,24,1994,20,19,1669,18.5,0,5,0,0,0,6,0,0,0.27,0.27,0,0.27,0.6,0.6,2.1,2.6,0.03,0.11,0.14,0.03,0.14,Matches
483,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,26,1992,37,37,3330,37,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
484,Julien Serrano\Julien-Serrano,fr FRA,MFDF,Monaco,20,1998,3,1,119,1.3,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.2,0.4,0.2,0.12,0.32,0.2,0.32,Matches
485,Grégory Sertic\Gregory-Sertic,fr FRA,MF,Marseille,28,1989,4,1,108,1.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
486,Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,25,1992,18,18,1620,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.9,1,0,0.05,0.05,0,0.05,Matches
487,Djibril Sidibé\Djibril-Sidibe,fr FRA,DFMF,Monaco,26,1992,26,22,2076,23.1,0,2,0,0,0,5,0,0,0.09,0.09,0,0.09,1.4,1.4,3.8,5.2,0.06,0.16,0.23,0.06,0.23,Matches
488,Kalidou Sidibé\Kalidou-Sidibe,fr FRA,MF,Toulouse,19,1999,20,18,1259,14,1,0,1,0,0,8,0,0.07,0,0.07,0.07,0.07,0.3,0.3,0.2,0.5,0.02,0.01,0.03,0.02,0.03,Matches
489,Jordan Siebatcheu\Jordan-Siebatcheu,us USA,FW,Rennes,22,1996,15,7,608,6.8,3,1,3,0,0,0,0,0.44,0.15,0.59,0.44,0.59,3.8,3.8,0.1,3.9,0.56,0.02,0.57,0.56,0.57,Matches
490,Adrien Silva\Adrien-Silva,pt POR,MF,Monaco,29,1989,15,13,1184,13.2,0,0,0,0,0,6,0,0,0,0,0,0,0.2,0.2,0.5,0.7,0.02,0.04,0.06,0.02,0.06,Matches
491,Gabriel Silva\Gabriel-Silva,br BRA,DFMF,Saint-Étienne,27,1991,19,16,1429,15.9,0,2,0,0,0,1,0,0,0.13,0.13,0,0.13,0.6,0.6,1.4,2.1,0.04,0.09,0.13,0.04,0.13,Matches
492,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,33,1984,25,24,2077,23.1,0,1,0,0,0,4,0,0,0.04,0.04,0,0.04,0.9,0.9,0.6,1.5,0.04,0.03,0.06,0.04,0.06,Matches
493,Giovanni Sio\Giovanni-Sio,ci CIV,FW,Montpellier,29,1989,1,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
494,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,20,1997,32,30,2665,29.6,3,2,3,0,0,9,0,0.1,0.07,0.17,0.1,0.17,1.5,1.5,2.7,4.2,0.05,0.09,0.14,0.05,0.14,Matches
495,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Montpellier,23,1995,37,35,3090,34.3,3,2,3,0,0,5,0,0.09,0.06,0.15,0.09,0.15,1.2,1.2,1.5,2.7,0.03,0.04,0.08,0.03,0.08,Matches
496,Petar Škuleti?\Petar-Skuletic,rs SRB,FWMF,Montpellier,28,1990,28,4,603,6.7,1,1,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3,3.3,3.3,0.8,4.1,0.49,0.12,0.61,0.49,0.61,Matches
497,Naïm Sliti\Naim-Sliti,tn TUN,MFFW,Dijon,26,1992,35,25,2286,25.4,3,4,2,1,1,2,0,0.12,0.16,0.28,0.08,0.24,5.4,4.6,6.3,11,0.21,0.25,0.46,0.18,0.43,Matches
498,Oumar Solet\Oumar-Solet,fr FRA,DF,Lyon,18,2000,1,1,59,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
499,Jérémy Sorbon\Jeremy-Sorbon,fr FRA,DF,Guingamp,34,1983,33,29,2647,29.4,1,0,1,0,0,2,0,0.03,0,0.03,0.03,0.03,1.5,1.5,0.4,1.9,0.05,0.01,0.06,0.05,0.06,Matches
500,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,26,1992,20,20,1723,19.1,0,1,0,0,0,6,1,0,0.05,0.05,0,0.05,0.5,0.5,0.6,1.1,0.03,0.03,0.06,0.03,0.06,Matches
501,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,19,1999,18,5,564,6.3,1,1,1,0,0,2,0,0.16,0.16,0.32,0.16,0.32,1,1,0.7,1.7,0.15,0.11,0.26,0.15,0.26,Matches
502,Bassem Srarfi\Bassem-Srarfi,tn TUN,FWMF,Nice,21,1997,22,8,817,9.1,1,0,1,0,0,2,0,0.11,0,0.11,0.11,0.11,1.5,1.5,1,2.5,0.16,0.11,0.27,0.16,0.27,Matches
503,Timo Stavitski\Timo-Stavitski,fi FIN,FW,Caen,19,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
504,Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,28,1990,28,21,1942,21.6,1,5,1,0,0,7,0,0.05,0.23,0.28,0.05,0.28,1.5,1.5,1.3,2.8,0.07,0.06,0.13,0.07,0.13,Matches
505,Mathías Suárez\Mathias-Suarez,uy URU,DF,Montpellier,22,1996,10,7,550,6.1,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.4,0.4,0.01,0.06,0.07,0.01,0.07,Matches
506,Danijel Subaši?\Danijel-Subasic,hr CRO,GK,Monaco,33,1984,14,14,1136,12.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
507,Neven Suboti?\Neven-Subotic,rs SRB,DF,Saint-Étienne,29,1988,26,26,2149,23.9,1,0,1,0,0,2,1,0.04,0,0.04,0.04,0.04,1.6,1.6,0.3,1.8,0.07,0.01,0.08,0.07,0.08,Matches
508,Sanasi Sy\Sanasi-Sy,fr FRA,MF,Amiens,19,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
509,Seydou Sy\Seydou-Sy,sn SEN,GK,Monaco,22,1995,3,2,226,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
510,Issiaga Sylla\Issiaga-Sylla,gn GUI,DFMF,Toulouse,24,1994,24,23,1994,22.2,2,0,2,0,0,5,0,0.09,0,0.09,0.09,0.09,2,2,1.2,3.2,0.09,0.06,0.14,0.09,0.14,Matches
511,Moussa Sylla\Moussa-Sylla,fr FRA,FWMF,Monaco,18,1999,18,7,769,8.5,0,0,0,0,0,1,0,0,0,0,0,0,2.4,2.4,1.7,4.1,0.28,0.2,0.48,0.28,0.48,Matches
512,Eddy Sylvestre\Eddy-Sylvestre,fr FRA,FW,Nice,18,1999,5,3,266,3,0,1,0,0,0,0,0,0,0.34,0.34,0,0.34,0.5,0.5,0.1,0.6,0.15,0.04,0.19,0.15,0.19,Matches
513,Franck Tabanou\Franck-Tabanou,fr FRA,DF,Guingamp,29,1989,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
514,Flavien Tait\Flavien-Tait,fr FRA,MFFW,Angers,25,1993,36,34,2985,33.2,5,7,5,0,1,2,0,0.15,0.21,0.36,0.15,0.36,6.7,5.8,7.1,12.9,0.2,0.21,0.42,0.17,0.39,Matches
515,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Nice,24,1994,37,34,2942,32.7,0,3,0,0,0,7,0,0,0.09,0.09,0,0.09,1,0.8,1.7,2.5,0.03,0.05,0.08,0.02,0.08,Matches
516,Ciprian T?t?ru?anu\Ciprian-Tatarusanu,ro ROU,GK,Nantes,32,1986,27,27,2390,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.01,0.01,0,0.01,Matches
517,Júlio Tavares\Julio-Tavares,cv CPV,FW,Dijon,29,1988,36,31,2805,31.2,5,4,4,1,1,4,0,0.16,0.13,0.29,0.13,0.26,9.5,8.8,2.3,11,0.31,0.07,0.38,0.28,0.35,Matches
518,Malik Tchokounté\Malik-Tchokounte,fr FRA,FWMF,Caen,29,1988,29,16,1473,16.4,0,2,0,0,0,3,0,0,0.12,0.12,0,0.12,2.4,2.4,0.5,2.9,0.14,0.03,0.17,0.14,0.17,Matches
519,Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Bordeaux,18,2000,10,8,704,7.8,0,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.5,0.9,0.05,0.06,0.11,0.05,0.11,Matches
520,Martin Terrier\Martin-Terrier,fr FRA,FW,Lyon,21,1997,32,16,1486,16.5,9,0,9,0,0,2,0,0.55,0,0.55,0.55,0.55,4.1,4.1,3.4,7.5,0.25,0.21,0.45,0.25,0.45,Matches
521,Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,22,1995,13,12,1048,11.6,0,3,0,0,0,1,0,0,0.26,0.26,0,0.26,0.8,0.8,1.9,2.7,0.07,0.16,0.23,0.07,0.23,Matches
522,Florian Thauvin\Florian-Thauvin,fr FRA,FWMF,Marseille,25,1993,33,30,2613,29,16,8,14,2,2,5,1,0.55,0.28,0.83,0.48,0.76,11.4,9.9,4.8,14.7,0.39,0.17,0.56,0.34,0.51,Matches
523,Sada Thioub\Sada-Thioub,sn SEN,FWMF,Nîmes,23,1995,38,27,2476,27.5,3,5,3,0,0,3,0,0.11,0.18,0.29,0.11,0.29,3.5,3.5,3.5,6.9,0.13,0.13,0.25,0.13,0.25,Matches
524,Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,30,1988,28,27,2394,26.6,2,1,2,0,0,4,0,0.08,0.04,0.11,0.08,0.11,1.6,1.6,0.2,1.8,0.06,0.01,0.07,0.06,0.07,Matches
525,Adrien Thomasson\Adrien-Thomasson,fr FRA,MFFW,Strasbourg,24,1993,34,28,2479,27.5,5,8,5,0,0,5,1,0.18,0.29,0.47,0.18,0.47,4.6,4.5,3.4,7.9,0.17,0.12,0.29,0.16,0.29,Matches
526,Marcus Thuram\Marcus-Thuram,fr FRA,FWMF,Guingamp,20,1997,32,32,2571,28.6,9,1,5,4,5,4,2,0.32,0.04,0.35,0.18,0.21,10,6.1,3.2,9.4,0.35,0.11,0.46,0.22,0.33,Matches
527,Youri Tielemans\Youri-Tielemans,be BEL,MF,Monaco,21,1997,20,20,1680,18.7,5,1,4,1,1,5,0,0.27,0.05,0.32,0.21,0.27,3.1,2.3,1.6,4,0.17,0.09,0.25,0.13,0.21,Matches
528,Cheick Timite\Cheick-Timite,ci CIV,FWMF,Amiens,20,1997,27,15,1456,16.2,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,2.6,2.6,1.1,3.8,0.16,0.07,0.23,0.16,0.23,Matches
529,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Toulouse,18,1999,10,10,834,9.3,1,0,1,0,0,3,1,0.11,0,0.11,0.11,0.11,0.3,0.3,0,0.3,0.04,0,0.04,0.04,0.04,Matches
530,Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,24,1994,34,30,2749,30.5,3,1,3,0,0,4,1,0.1,0.03,0.13,0.1,0.13,2.2,2.2,1.5,3.8,0.07,0.05,0.12,0.07,0.12,Matches
531,Almamy Touré\Almamy-Toure,ml MLI,DF,Monaco,22,1996,4,4,346,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,Matches
532,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Lyon,21,1997,30,20,1727,19.2,0,0,0,0,0,3,2,0,0,0,0,0,1,1,0.6,1.5,0.05,0.03,0.08,0.05,0.08,Matches
533,Adama Traoré\Adama-Traore,ml MLI,MFFW,Monaco,23,1995,6,3,240,2.7,0,1,0,0,0,0,0,0,0.37,0.37,0,0.37,0.3,0.3,0.2,0.5,0.13,0.07,0.2,0.13,0.2,Matches
534,Bertrand Traoré\Bertrand-Traore,bf BFA,FW,Lyon,22,1995,34,24,2117,23.5,7,2,7,0,0,5,0,0.3,0.09,0.38,0.3,0.38,6.2,6.2,3,9.2,0.26,0.13,0.39,0.26,0.39,Matches
535,Charles Traore\Charles-Traore,ml MLI,DF,Nantes,26,1992,13,13,1163,12.9,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.8,1,0.01,0.06,0.08,0.01,0.08,Matches
536,Cheick Traoré\Cheick-Traore,ml MLI,DF,Guingamp,23,1995,20,16,1508,16.8,0,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,1,1.4,0.02,0.06,0.08,0.02,0.08,Matches
537,Gaoussou Traoré\Gaoussou-Traore,fr FRA,MF,Amiens,18,1999,3,1,107,1.2,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.08,0.04,0.12,0.08,0.12,Matches
538,Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,26,1992,34,33,2972,33,0,2,0,0,0,7,0,0,0.06,0.06,0,0.06,2.4,2.4,2.6,5,0.07,0.08,0.15,0.07,0.15,Matches
539,Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,31,1986,30,29,2636,29.3,3,1,3,0,0,2,1,0.1,0.03,0.14,0.1,0.14,3.4,3.4,0.7,4.1,0.11,0.02,0.14,0.11,0.14,Matches
540,Driss Trichard\Driss-Trichard,fr FRA,DF,Bordeaux,23,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
541,Valentín Vada\Valentin-Vada,ar ARG,MF,Saint-Étienne,22,1996,12,3,404,4.5,1,1,1,0,0,1,0,0.22,0.22,0.45,0.22,0.45,0.5,0.5,0.8,1.3,0.1,0.18,0.28,0.1,0.28,Matches
542,Valentín Vada\Valentin-Vada,ar ARG,MF,Bordeaux,22,1996,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
543,William Vainqueur\William-Vainqueur,fr FRA,MF,Monaco,29,1988,3,1,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
544,Pierrick Valdivia\Pierrick-Valdivia,fr FRA,MF,Nîmes,30,1988,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
545,Theo Valls\Theo-Valls,fr FRA,MF,Nîmes,22,1995,31,20,1770,19.7,0,0,0,0,0,2,0,0,0,0,0,0,0.9,0.9,1,1.8,0.04,0.05,0.09,0.04,0.09,Matches
546,Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,25,1992,26,23,1879,20.9,0,2,0,0,0,7,0,0,0.1,0.1,0,0.1,0.1,0.1,4.3,4.3,0,0.2,0.21,0,0.21,Matches
547,Carlos Vinícius\Carlos-Vinicius,br BRA,FWMF,Monaco,23,1995,16,3,523,5.8,2,1,2,0,0,3,0,0.34,0.17,0.52,0.34,0.52,2.2,2.2,0.7,2.9,0.38,0.11,0.49,0.38,0.49,Matches
548,Paul Wade\Paul-Wade,fr FRA,FW,Nice,18,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
549,Anthony Walongwa\Anthony-Walongwa,cd COD,DF,Nantes,24,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.11,0,0.11,0.11,0.11,Matches
550,Rémi Walter\Remi-Walter,fr FRA,MFFW,Nice,23,1995,19,8,833,9.3,2,0,0,2,3,1,0,0.22,0,0.22,0,0,2.5,0.2,0.4,0.6,0.27,0.04,0.31,0.02,0.06,Matches
551,Timothy Weah\Timothy-Weah,us USA,FW,Paris S-G,18,2000,2,1,54,0.6,1,0,1,0,0,1,0,1.67,0,1.67,1.67,1.67,0.8,0.8,0.1,0.9,1.33,0.13,1.46,1.33,1.46,Matches
552,Xeka\Xeka,pt POR,MF,Lille,23,1994,27,26,2260,25.1,2,0,2,0,0,10,0,0.08,0,0.08,0.08,0.08,1.5,1.5,0.7,2.2,0.06,0.03,0.09,0.06,0.09,Matches
553,Cédric Yamberé\Cedric-Yambere,cf CTA,DF,Dijon,27,1990,33,30,2805,31.2,0,0,0,0,0,4,0,0,0,0,0,0,1.9,1.9,0,1.9,0.06,0,0.06,0.06,0.06,Matches
554,Elie Youan\Elie-Youan,fr FRA,FW,Nantes,19,1999,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
555,Zaydou Youssouf\Zaydou-Youssouf,fr FRA,FWMF,Bordeaux,19,1999,11,7,422,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.09,0.03,0.12,0.09,0.12,Matches
556,Younn Zahary\Younn-Zahary,km COM,DF,Caen,19,1998,12,7,736,8.2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
557,Mehdi Zeffane\Mehdi-Zeffane,dz ALG,DF,Rennes,26,1992,20,14,1214,13.5,1,0,1,0,0,4,0,0.07,0,0.07,0.07,0.07,0.2,0.2,1.5,1.7,0.02,0.11,0.13,0.02,0.13,Matches
558,Arton Zekaj\Arton-Zekaj,xk KVX,FW,Lille,18,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
559,Mootaz Zemzemi\Mootaz-Zemzemi,tn TUN,FWMF,Strasbourg,18,1999,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
560,Arber Zeneli\Arber-Zeneli,xk KVX,FWMF,Reims,23,1995,15,8,810,9,3,3,1,2,2,0,0,0.33,0.33,0.67,0.11,0.44,3.5,2,2.5,4.4,0.39,0.27,0.66,0.22,0.49,Matches
561,Kévin Zohi\Kevin-Zohi,ml MLI,FWMF,Strasbourg,21,1996,20,6,627,7,1,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,1.5,1.5,0.5,2,0.22,0.07,0.28,0.22,0.28,Matches
562,Bongani Zungu\Bongani-Zungu,za RSA,MF,Amiens,25,1992,5,3,230,2.6,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.07,0.02,0.09,0.07,0.09,Matches
