Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
225,Vitorino Hilton\Vitorino-Hilton,br BRA,DF,Montpellier,40,1977,36,36,3232,35.9,0,2,0,0,0,5,1,0,0.06,0.06,0,0.06,1.4,1.4,0.9,2.3,0.04,0.02,0.06,0.04,0.06,Matches
226,Tomáš Hubo?an\Tomas-Hubocan,sk SVK,DF,Marseille,32,1985,2,0,69,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
227,Adrien Hunou\Adrien-Hunou,fr FRA,FWMF,Rennes,24,1994,19,14,1240,13.8,8,1,8,0,0,1,0,0.58,0.07,0.65,0.58,0.65,6.9,6.9,0.6,7.5,0.5,0.05,0.55,0.5,0.55,Matches
228,Suk Hyun-jun\Suk-Hyun-jun,kr KOR,FW,Reims,27,1991,22,7,793,8.8,3,0,3,0,0,3,0,0.34,0,0.34,0.34,0.34,3.7,3.7,0.5,4.3,0.42,0.06,0.48,0.42,0.48,Matches
229,Didier Ibrahim Ndong\Didier-Ibrahim-Ndong,ga GAB,MF,Guingamp,24,1994,11,8,744,8.3,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.01,0.02,0.04,0.01,0.04,Matches
230,Edgar Ié\Edgar-Ie,pt POR,DF,Lille,24,1994,7,1,239,2.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
231,Edgar Ié\Edgar-Ie,pt POR,DF,Nantes,24,1994,9,9,776,8.6,0,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.04,0.01,0.04,0.04,0.04,Matches
232,Jordan Ikoko\Jordan-Ikoko,cd COD,DF,Guingamp,24,1994,20,19,1707,19,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,1.1,1.3,0.01,0.06,0.07,0.01,0.07,Matches
233,Jonathan Ikone\Jonathan-Ikone,fr FRA,MFFW,Lille,20,1998,38,34,2796,31.1,3,9,3,0,0,3,0,0.1,0.29,0.39,0.1,0.39,5.5,5.5,5.9,11.4,0.18,0.19,0.37,0.18,0.37,Matches
234,Emmanuel Imorou\Emmanuel-Imorou,bj BEN,DF,Caen,29,1988,16,12,1119,12.4,0,1,0,0,0,2,0,0,0.08,0.08,0,0.08,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02,Matches
235,Wilson Isidor\Wilson-Isidor,fr FRA,FW,Monaco,17,2000,1,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.17,0.09,0.26,0.17,0.26,Matches
236,Christophe Jallet\Christophe-Jallet,fr FRA,DFMF,Nice,34,1983,14,11,885,9.8,1,0,1,0,0,3,0,0.1,0,0.1,0.1,0.1,0.5,0.5,0.4,0.9,0.05,0.04,0.09,0.05,0.09,Matches
237,Nicolas Janvier\Nicolas-Janvier,fr FRA,MF,Rennes,19,1998,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
238,Assil Jaziri\Assil-Jaziri,tn TUN,FWMF,Nice,18,1999,3,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.31,0.18,0.48,0.31,0.48,Matches
239,Corentin Jean\Corentin-Jean,fr FRA,FWMF,Toulouse,23,1995,19,6,629,7,0,0,0,0,0,1,0,0,0,0,0,0,1.7,1.7,0.9,2.6,0.24,0.13,0.38,0.24,0.38,Matches
240,Benjamin Jeannot\Benjamin-Jeannot,fr FRA,FW,Dijon,26,1992,21,19,1436,16,2,0,2,0,0,3,0,0.13,0,0.13,0.13,0.13,3.8,3.8,0.4,4.2,0.24,0.03,0.26,0.24,0.26,Matches
241,Jemerson\Jemerson,br BRA,DFMF,Monaco,25,1992,25,25,2224,24.7,0,1,0,0,0,9,1,0,0.04,0.04,0,0.04,0.6,0.6,0.6,1.2,0.02,0.03,0.05,0.02,0.05,Matches
242,Jakob Johansson\Jakob-Johansson,se SWE,MF,Rennes,28,1990,16,7,712,7.9,1,0,1,0,0,0,0,0.13,0,0.13,0.13,0.13,0.1,0.1,0.4,0.5,0.02,0.05,0.07,0.02,0.07,Matches
243,Karl-Johan Johnsson\Karl-Johan-Johnsson,se SWE,GK,Guingamp,28,1990,17,17,1530,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
244,Evens Joseph\Evens-Joseph,fr FRA,FWMF,Caen,19,1999,12,2,327,3.6,0,0,-1,1,1,0,0,0,0,0,-0.28,-0.28,1,0.2,0.1,0.3,0.26,0.03,0.29,0.05,0.08,Matches
245,Vukašin Jovanovi?\Vukasin-Jovanovic,rs SRB,DF,Bordeaux,22,1996,16,15,1377,15.3,0,0,0,0,0,7,1,0,0,0,0,0,0.2,0.2,0,0.2,0.01,0,0.01,0.01,0.01,Matches
246,Stevan Joveti?\Stevan-Jovetic,me MNE,MFFW,Monaco,28,1989,8,4,399,4.4,2,0,2,0,0,1,0,0.45,0,0.45,0.45,0.45,1.9,1.9,0.3,2.2,0.43,0.06,0.49,0.43,0.49,Matches
247,Nathaël Julan\Nathael-Julan,fr FRA,FWMF,Guingamp,22,1996,10,3,434,4.8,0,0,0,0,0,1,0,0,0,0,0,0,1.7,1.7,0.5,2.2,0.35,0.1,0.45,0.35,0.45,Matches
248,Christopher Jullien\Christopher-Jullien,fr FRA,DF,Toulouse,25,1993,34,34,3015,33.5,1,0,1,0,0,8,0,0.03,0,0.03,0.03,0.03,2.6,2.6,0.4,3,0.08,0.01,0.09,0.08,0.09,Matches
249,Sory Kaba\Sory-Kaba,gn GUI,FWMF,Dijon,23,1995,9,2,232,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.01,0.11,0.12,0.01,0.12,Matches
250,Samuel Kalu\Samuel-Kalu,ng NGA,FW,Bordeaux,20,1997,21,14,1281,14.2,3,2,3,0,1,3,1,0.21,0.14,0.35,0.21,0.35,3.5,2.8,3.8,6.6,0.25,0.27,0.52,0.19,0.46,Matches
251,François Kamano\Francois-Kamano,gn GUI,FWMF,Bordeaux,22,1996,37,29,2561,28.5,10,1,6,4,4,6,0,0.35,0.04,0.39,0.21,0.25,9.5,6.3,3,9.3,0.33,0.11,0.44,0.22,0.33,Matches
252,Boubacar Kamara\Boubacar-Kamara,fr FRA,DF,Marseille,18,1999,31,27,2411,26.8,1,0,1,0,0,6,0,0.04,0,0.04,0.04,0.04,0.6,0.6,0.8,1.4,0.02,0.03,0.05,0.02,0.05,Matches
253,Hassane Kamara\Hassane-Kamara,fr FRA,DFFW,Reims,23,1994,16,9,926,10.3,0,0,0,0,0,1,0,0,0,0,0,0,0.9,0.9,0.3,1.2,0.09,0.03,0.12,0.09,0.12,Matches
254,Wilfried Kanga\Wilfried-Kanga,fr FRA,FW,Angers,20,1998,18,4,493,5.5,2,0,2,0,0,3,0,0.37,0,0.37,0.37,0.37,2.7,2.7,0.3,3,0.5,0.05,0.55,0.5,0.55,Matches
255,Yann Karamoh\Yann-Karamoh,fr FRA,FWMF,Bordeaux,20,1998,22,13,1224,13.6,3,1,3,0,0,2,0,0.22,0.07,0.29,0.22,0.29,4.3,4.3,2.4,6.7,0.32,0.17,0.49,0.32,0.49,Matches
256,Eiji Kawashima\Eiji-Kawashima,jp JPN,GK,Strasbourg,35,1983,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
257,Thilo Kehrer\Thilo-Kehrer,de GER,DF,Paris S-G,21,1996,27,19,1902,21.1,1,2,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,1.7,1.7,0.3,2,0.08,0.01,0.1,0.08,0.1,Matches
258,Jules Keita\Jules-Keita,gn GUI,FWMF,Dijon,20,1998,17,2,456,5.1,2,1,2,0,0,3,0,0.39,0.2,0.59,0.39,0.59,2,2,0.6,2.6,0.4,0.11,0.51,0.4,0.51,Matches
259,Christophe Kerbrat\Christophe-Kerbrat,fr FRA,DF,Guingamp,31,1986,25,25,2095,23.3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0.3,0.3,0,0.01,0.02,0,0.02,Matches
260,Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,MFFW,Caen,23,1995,25,17,1353,15,3,1,3,0,0,0,0,0.2,0.07,0.27,0.2,0.27,1.6,1.6,0.9,2.6,0.11,0.06,0.17,0.11,0.17,Matches
261,Wahbi Khazri\Wahbi-Khazri,tn TUN,FWMF,Saint-Étienne,27,1991,32,32,2817,31.3,13,6,9,4,4,10,1,0.42,0.19,0.61,0.29,0.48,12.5,9.5,6,15.5,0.4,0.19,0.59,0.3,0.49,Matches
262,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,22,1995,24,23,2005,22.3,0,1,0,0,0,4,1,0,0.04,0.04,0,0.04,0.3,0.3,0.8,1.1,0.01,0.03,0.05,0.01,0.05,Matches
263,Djégui Koita\Djegui-Koita,fr FRA,DF,Guingamp,18,1999,2,1,173,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.04,0.04,0,0.04,Matches
264,Randal Kolo Muani\Randal-Kolo-Muani,fr FRA,FWMF,Nantes,19,1998,6,1,122,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3,0.2,0,0.2,0.2,0.2,Matches
265,Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Saint-Étienne,26,1991,36,35,3184,35.4,3,3,3,0,0,7,0,0.08,0.08,0.17,0.08,0.17,2.2,2.2,0.7,2.9,0.06,0.02,0.08,0.06,0.08,Matches
266,Ghislain Konan\Ghislain-Konan,ci CIV,DF,Reims,22,1995,20,20,1800,20,0,1,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,1.4,1.4,0,0.07,0.07,0,0.07,Matches
267,Moussa Konaté\Moussa-Konate,sn SEN,FW,Amiens,25,1993,27,21,1876,20.8,7,2,5,2,3,2,0,0.34,0.1,0.43,0.24,0.34,7.7,5.4,2.4,7.8,0.37,0.12,0.48,0.26,0.38,Matches
268,Kouadio Koné\Kouadio-Kone,fr FRA,MF,Toulouse,17,2001,1,1,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
269,Lamine Koné\Lamine-Kone,ci CIV,DF,Strasbourg,29,1989,27,23,2152,23.9,1,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,0.6,0.6,0.5,1.1,0.03,0.02,0.05,0.03,0.05,Matches
270,Youssouf Koné\Youssouf-Kone,ml MLI,DF,Lille,23,1995,20,19,1709,19,0,1,0,0,0,3,0,0,0.05,0.05,0,0.05,0.1,0.1,1.3,1.4,0,0.07,0.07,0,0.07,Matches
271,Christian Kouakou\Christian-Kouakou,ci CIV,FW,Caen,27,1991,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Matches
272,Tomáš Koubek\Tomas-Koubek,cz CZE,GK,Rennes,25,1992,33,32,2925,32.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
273,Jules Koundé\Jules-Kounde,fr FRA,DF,Bordeaux,19,1998,37,37,3330,37,0,1,0,0,0,4,0,0,0.03,0.03,0,0.03,0.7,0.7,0.7,1.4,0.02,0.02,0.04,0.02,0.04,Matches
274,Emil Krafth\Emil-Krafth,se SWE,DF,Amiens,23,1994,35,33,2974,33,1,1,1,0,0,2,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,2.5,3.1,0.02,0.07,0.09,0.02,0.09,Matches
275,Rene Krhin\Rene-Krhin,si SVN,MF,Nantes,28,1990,16,12,1057,11.7,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.04,0.01,0.05,0.04,0.05,Matches
276,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DFMF,Paris S-G,25,1992,19,11,1010,11.2,1,2,1,0,0,4,0,0.09,0.18,0.27,0.09,0.27,1.5,1.5,2.4,3.9,0.14,0.21,0.35,0.14,0.35,Matches
277,Rafa? Kurzawa\Rafal-Kurzawa,pl POL,FWMF,Amiens,25,1993,11,2,239,2.7,1,0,1,0,0,0,0,0.38,0,0.38,0.38,0.38,0.3,0.3,0.1,0.4,0.13,0.02,0.15,0.13,0.15,Matches
278,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Nantes,21,1997,30,22,2040,22.7,0,1,0,0,0,4,0,0,0.04,0.04,0,0.04,0.5,0.5,1.6,2.1,0.02,0.07,0.09,0.02,0.09,Matches
279,Grejohn Kyei\Grejohn-Kyei,fr FRA,FW,Reims,22,1995,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
280,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,24,1994,36,35,2895,32.2,11,4,11,0,0,1,1,0.34,0.12,0.47,0.34,0.47,8.8,8.8,5.5,14.3,0.27,0.17,0.44,0.27,0.44,Matches
281,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Bordeaux,24,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.05,0.07,0.12,0.05,0.12,Matches
282,Kenny Lala\Kenny-Lala,fr FRA,DFMF,Strasbourg,26,1991,34,34,3060,34,5,9,4,1,2,4,0,0.15,0.26,0.41,0.12,0.38,3.1,1.2,4.3,5.5,0.09,0.13,0.22,0.04,0.16,Matches
283,Mohamed Lamine Diaby\Mohamed-Lamine-Diaby,fr FRA,FW,Nice,17,2001,6,2,162,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,0.06,0.02,0.08,0.06,0.08,Matches
284,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,26,1992,22,19,1591,17.7,3,0,3,0,0,6,1,0.17,0,0.17,0.17,0.17,1.1,1.1,0,1.1,0.06,0,0.06,0.06,0.06,Matches
285,Johan Larsson\Johan-Larsson,se SWE,DF,Guingamp,28,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
286,Paul Lasne\Paul-Lasne,fr FRA,MFDF,Montpellier,29,1989,35,18,1789,19.9,2,0,2,0,0,5,0,0.1,0,0.1,0.1,0.1,1.2,1.2,1.4,2.6,0.06,0.07,0.13,0.06,0.13,Matches
287,Alexandre Lauray\Alexandre-Lauray,fr FRA,DF,Bordeaux,21,1997,3,3,257,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
288,Armand Lauriente\Armand-Lauriente,fr FRA,FW,Rennes,19,1998,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
289,Wesley Lautoa\Wesley-Lautoa,nc NCL,DFMF,Dijon,30,1987,34,34,3024,33.6,0,0,0,0,0,12,1,0,0,0,0,0,0.6,0.6,0.3,0.9,0.02,0.01,0.03,0.02,0.03,Matches
290,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FW,Nice,28,1990,5,2,204,2.3,1,0,0,1,1,2,0,0.44,0,0.44,0,0,1.4,0.6,0,0.7,0.6,0.02,0.62,0.27,0.29,Matches
291,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MF,Montpellier,28,1990,36,31,2805,31.2,3,0,3,0,0,3,0,0.1,0,0.1,0.1,0.1,3.2,3.2,1.2,4.4,0.1,0.04,0.14,0.1,0.14,Matches
292,James Lea Siliki\James-Lea-Siliki,fr FRA,MFFW,Rennes,22,1996,24,14,1220,13.6,0,3,0,0,0,2,0,0,0.22,0.22,0,0.22,0.9,0.9,2.3,3.2,0.07,0.17,0.24,0.07,0.24,Matches
293,Rafael Leão\Rafael-Leao,pt POR,FW,Lille,19,1999,24,16,1287,14.3,8,3,8,0,0,3,0,0.56,0.21,0.77,0.56,0.77,5.2,5.2,1.6,6.8,0.37,0.11,0.48,0.37,0.48,Matches
294,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Montpellier,27,1991,37,37,3330,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,Matches
295,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,25,1993,30,26,2394,26.6,2,1,2,0,0,5,1,0.08,0.04,0.11,0.08,0.11,4,4,2.4,6.4,0.15,0.09,0.24,0.15,0.24,Matches
296,Jordan Lefort\Jordan-Lefort,fr FRA,DFMF,Amiens,24,1993,23,21,1802,20,0,1,0,0,0,4,1,0,0.05,0.05,0,0.05,0.3,0.3,0.3,0.6,0.02,0.02,0.03,0.02,0.03,Matches
297,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Bordeaux,25,1993,18,15,1298,14.4,0,1,0,0,0,4,0,0,0.07,0.07,0,0.07,0.9,0.9,0.3,1.3,0.07,0.02,0.09,0.07,0.09,Matches
298,Igor Lewczuk\Igor-Lewczuk,pl POL,DF,Bordeaux,33,1985,6,3,449,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
299,Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Toulouse,20,1997,28,15,1444,16,4,0,4,0,0,2,1,0.25,0,0.25,0.25,0.25,4.2,4.2,0.7,4.9,0.26,0.04,0.31,0.26,0.31,Matches
300,Dimitri Liénard\Dimitri-Lienard,fr FRA,MFDF,Strasbourg,30,1988,22,15,1291,14.3,0,2,0,0,0,1,0,0,0.14,0.14,0,0.14,1.1,1.1,1,2.2,0.08,0.07,0.15,0.08,0.15,Matches
301,Lucas Lima\Lucas-Lima,br BRA,DFFW,Nantes,26,1991,31,28,2496,27.7,0,4,0,0,0,6,0,0,0.14,0.14,0,0.14,0.9,0.9,4.2,5.1,0.03,0.15,0.18,0.03,0.18,Matches
302,Anthony Limbombe\Anthony-Limbombe,be BEL,FW,Nantes,24,1994,29,12,1237,13.7,1,1,1,0,0,2,0,0.07,0.07,0.15,0.07,0.15,3.2,3.2,2.6,5.8,0.23,0.19,0.42,0.23,0.42,Matches
303,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Paris S-G,22,1996,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
304,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,17,2000,12,10,850,9.4,0,1,0,0,0,4,1,0,0.11,0.11,0,0.11,0.1,0.1,0.3,0.4,0.02,0.03,0.04,0.02,0.04,Matches
305,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,27,1990,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
306,Rony Lopes\Rony-Lopes,pt POR,FWMF,Monaco,22,1995,24,22,1849,20.5,2,2,2,0,0,1,0,0.1,0.1,0.19,0.1,0.19,5,5,4.1,9.1,0.24,0.2,0.44,0.24,0.44,Matches
307,Cristian López\Cristian-Lopez,es ESP,FW,Angers,29,1989,19,2,372,4.1,2,0,2,0,1,2,0,0.48,0,0.48,0.48,0.48,2.3,1.5,0.1,1.6,0.56,0.02,0.58,0.37,0.4,Matches
308,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Marseille,20,1997,32,25,2180,24.2,1,3,1,0,0,4,0,0.04,0.12,0.17,0.04,0.17,0.5,0.5,3,3.5,0.02,0.13,0.14,0.02,0.14,Matches
309,Albert Lottin\Albert-Lottin,fr FRA,MFFW,Bordeaux,16,2001,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
310,Imran Louza\Imran-Louza,fr FRA,MF,Nantes,19,1999,1,1,88,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.08,0,0.08,0.08,0.08,Matches
311,Hervé Lybohy\Herve-Lybohy,ne NIG,DF,Nîmes,35,1983,17,15,1480,16.4,2,0,2,0,0,3,0,0.12,0,0.12,0.12,0.12,0.6,0.6,0,0.6,0.04,0,0.04,0.04,0.04,Matches
312,Yann M'Vila\Yann-MVila,fr FRA,MF,Saint-Étienne,28,1990,37,37,3258,36.2,0,1,0,0,0,5,1,0,0.03,0.03,0,0.03,0.7,0.7,1.1,1.7,0.02,0.03,0.05,0.02,0.05,Matches
313,Thiago Maia\Thiago-Maia,br BRA,MF,Lille,21,1997,24,10,1021,11.3,0,1,0,0,0,4,0,0,0.09,0.09,0,0.09,0.7,0.3,0.5,0.9,0.06,0.05,0.11,0.03,0.08,Matches
314,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,22,1995,38,38,3420,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,Matches
315,Josh Maja\Josh-Maja,ng NGA,FWMF,Bordeaux,19,1998,7,3,198,2.2,1,0,1,0,0,1,0,0.45,0,0.45,0.45,0.45,0.6,0.6,0,0.6,0.27,0.02,0.29,0.27,0.29,Matches
316,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FW,Nantes,26,1991,33,25,2246,25,5,3,4,1,1,3,0,0.2,0.12,0.32,0.16,0.28,5.6,4.8,2.4,7.3,0.22,0.1,0.32,0.19,0.29,Matches
317,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,FWMF,Nice,20,1998,25,11,1029,11.4,1,0,1,0,0,3,0,0.09,0,0.09,0.09,0.09,1.3,1.3,0.8,2.1,0.11,0.07,0.18,0.11,0.18,Matches
318,Antonio Mance\Antonio-Mance,hr CRO,FWMF,Nantes,22,1995,5,0,50,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
319,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,29,1989,31,31,2790,31,1,1,1,0,0,2,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,1.3,2,0.02,0.04,0.06,0.02,0.06,Matches
320,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,33,1985,31,31,2735,30.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
321,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,24,1994,3,1,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.27,0.27,0,0.27,Matches
322,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,31,1987,29,18,1598,17.8,3,0,0,3,4,2,1,0.17,0,0.17,0,0,4,0.9,3,3.9,0.22,0.17,0.39,0.05,0.22,Matches
323,Harrison Manzala\Harrison-Manzala,cd COD,MFFW,Angers,24,1994,8,0,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,0.73,0,0.73,0.73,0.73,Matches
324,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,19,1999,14,10,952,10.6,0,3,0,0,0,2,0,0,0.28,0.28,0,0.28,1.8,1.8,2.1,3.9,0.17,0.2,0.37,0.17,0.37,Matches
325,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Nîmes,20,1998,27,25,2137,23.7,0,1,0,0,0,2,1,0,0.04,0.04,0,0.04,0.5,0.5,0.9,1.4,0.02,0.04,0.06,0.02,0.06,Matches
326,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,29,1989,12,12,878,9.8,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0.02,0.04,0.06,0.02,0.06,Matches
327,Marcelo\Marcelo,br BRA,DF,Lyon,31,1987,33,33,2878,32,0,1,0,0,0,6,0,0,0.03,0.03,0,0.03,1.8,1.8,1.8,3.6,0.06,0.06,0.11,0.06,0.11,Matches
328,Mariano\Mariano,do DOM,FW,Lyon,24,1993,3,2,143,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.3,0.15,0.03,0.18,0.15,0.18,Matches
329,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,26,1991,26,20,1803,20,1,1,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,1,1,0.5,1.5,0.05,0.03,0.08,0.05,0.08,Matches
330,Marquinhos\Marquinhos,br BRA,DFMF,Paris S-G,24,1994,30,30,2693,29.9,3,2,3,0,0,2,1,0.1,0.07,0.17,0.1,0.17,1.2,1.2,1.9,3.1,0.04,0.06,0.11,0.04,0.11,Matches
331,Jonas Martin\Jonas-Martin,fr FRA,MF,Strasbourg,28,1990,23,23,2059,22.9,3,1,1,2,3,9,0,0.13,0.04,0.17,0.04,0.09,4,1.7,1.9,3.6,0.17,0.08,0.26,0.07,0.16,Matches
332,Marvin Martin\Marvin-Martin,fr FRA,MFFW,Reims,30,1988,13,8,623,6.9,0,1,0,0,0,1,0,0,0.14,0.14,0,0.14,0.3,0.3,1.1,1.4,0.05,0.15,0.2,0.05,0.2,Matches
333,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Strasbourg,29,1989,32,32,2815,31.3,3,1,3,0,0,7,0,0.1,0.03,0.13,0.1,0.13,1.3,1.3,0.2,1.5,0.04,0.01,0.05,0.04,0.05,Matches
334,Gelson Martins\Gelson-Martins,pt POR,FWMF,Monaco,23,1995,16,16,1389,15.4,4,2,4,0,0,1,0,0.26,0.13,0.39,0.26,0.39,3.4,3.4,1.8,5.2,0.22,0.12,0.34,0.22,0.34,Matches
335,Han-Noah Massengo\Han-Noah-Massengo,fr FRA,FWMF,Monaco,17,2001,3,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
336,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Paris S-G,29,1989,22,8,802,8.9,3,0,3,0,0,0,0,0.34,0,0.34,0.34,0.34,4.7,4.7,0.4,5.1,0.52,0.04,0.57,0.52,0.57,Matches
337,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,19,1998,29,24,2343,26,33,7,32,1,2,5,1,1.27,0.27,1.54,1.23,1.5,27.2,25.7,5.5,31.2,1.05,0.21,1.26,0.99,1.2,Matches
338,Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,Paris S-G,17,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.17,0,0.17,0.17,0.17,Matches
339,Nolan Mbemba\Nolan-Mbemba,cg CGO,MFDF,Reims,23,1995,8,4,357,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0.01,0.04,0.03,0.04,Matches
340,Adama Mbengue\Adama-Mbengue,sn SEN,DF,Caen,24,1993,11,8,739,8.2,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.3,0.6,0.03,0.04,0.07,0.03,0.07,Matches
341,Stéphane Mbia\Stephane-Mbia,cm CMR,DFMF,Toulouse,32,1986,5,5,446,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.01,0,0.01,0.01,0.01,Matches
342,Kara Mbodji\Kara-Mbodji,sn SEN,DF,Nantes,28,1989,6,6,506,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.03,0,0.03,0.03,0.03,Matches
343,Jordi Mboula\Jordi-Mboula,es ESP,FW,Monaco,19,1999,7,3,276,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0.9,0.9,0.1,1.1,0.31,0.05,0.36,0.31,0.36,Matches
