Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Patrick Bamford\Patrick-Bamford,eng ENG,FWMF,Crystal Palace,21,1993,1.4,0,0,,2,,,,,,,,,Matches
Patrick Bamford\Patrick-Bamford,eng ENG,FW,Norwich City,21,1993,2.6,0,0,,6,,,,,,,,,Matches
Phil Bardsley\Phil-Bardsley,sco SCO,DF,Stoke City,30,1985,9.1,1,0,,12,,,,,,,,,Matches
Ross Barkley\Ross-Barkley,eng ENG,MF,Everton,21,1993,34.2,4,0,,29,,,,,,,,,Matches
Modou Barrow\Modou-Barrow,gm GAM,MFFW,Swansea City,22,1992,8.8,0,0,,3,,,,,,,,,Matches
Gareth Barry\Gareth-Barry,eng ENG,MF,Everton,34,1981,31.5,6,1,,42,,,,,,,,,Matches
Kyle Bartley\Kyle-Bartley,eng ENG,DF,Swansea City,24,1991,3.2,2,0,,4,,,,,,,,,Matches
Sébastien Bassong\Sebastien-Bassong,cm CMR,DF,Norwich City,29,1986,31,4,0,,24,,,,,,,,,Matches
Asmir Begovi?\Asmir-Begovic,ba BIH,GK,Chelsea,28,1987,15.5,0,0,,0,,,,,,,,,Matches
Valon Behrami\Valon-Behrami,ch SUI,MF,Watford,30,1985,14.2,3,1,,33,,,,,,,,,Matches
Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,20,1995,36,3,0,,19,,,,,,,,,Matches
Yohan Benalouane\Yohan-Benalouane,tn TUN,DF,Leicester City,28,1987,0.8,1,0,,3,,,,,,,,,Matches
Ryan Bennett\Ryan-Bennett,eng ENG,DF,Norwich City,25,1990,20.4,7,0,,14,,,,,,,,,Matches
Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Tottenham,20,1994,1.9,1,0,,3,,,,,,,,,Matches
Christian Benteke\Christian-Benteke,be BEL,FW,Liverpool,24,1990,17,2,0,,29,,,,,,,,,Matches
Saido Berahino\Saido-Berahino,bi BDI,FWMF,West Brom,21,1993,19.4,0,0,,18,,,,,,,,,Matches
Steven Berghuis\Steven-Berghuis,nl NED,FWMF,Watford,23,1991,2.6,2,0,,7,,,,,,,,,Matches
Ryan Bertrand\Ryan-Bertrand,eng ENG,DFMF,Southampton,25,1989,32,6,0,,30,,,,,,,,,Matches
Muhamed Beši?\Muhamed-Besic,ba BIH,MFDF,Everton,22,1992,6.2,1,0,,4,,,,,,,,,Matches
Mame Biram Diouf\Mame-Biram-Diouf,sn SEN,FWMF,Stoke City,27,1987,14.2,3,0,,22,,,,,,,,,Matches
Daley Blind\Daley-Blind,nl NED,DF,Manchester Utd,25,1990,34.6,2,0,,27,,,,,,,,,Matches
Hiram Boateng\Hiram-Boateng,eng ENG,MF,Crystal Palace,19,1996,0.2,0,0,,2,,,,,,,,,Matches
Ádám Bogdán\Adam-Bogdan,hu HUN,GK,Liverpool,27,1987,2,0,0,,0,,,,,,,,,Matches
Yannick Bolasie\Yannick-Bolasie,cd COD,MFFW,Crystal Palace,26,1989,23.1,2,0,,25,,,,,,,,,Matches
Wilfried Bony\Wilfried-Bony,ci CIV,FW,Manchester City,26,1988,13.6,1,0,,17,,,,,,,,,Matches
Fabio Borini\Fabio-Borini,it ITA,MFFW,Sunderland,24,1991,21,6,0,,31,,,,,,,,,Matches
Cameron Borthwick-Jackson\Cameron-Borthwick-Jackson,eng ENG,DF,Manchester Utd,18,1997,7.7,0,0,,8,,,,,,,,,Matches
Artur Boruc\Artur-Boruc,pl POL,GK,Bournemouth,35,1980,32,2,0,,0,,,,,,,,,Matches
Robbie Brady\Robbie-Brady,ie IRL,MFDF,Norwich City,23,1992,33.2,3,0,,41,,,,,,,,,Matches
Cameron Brannagan\Cameron-Brannagan,eng ENG,MF,Liverpool,19,1996,1.3,0,0,,0,,,,,,,,,Matches
Miguel Britos\Miguel-Britos,uy URU,DF,Watford,30,1985,23,7,0,,19,,,,,,,,,Matches
Leon Britton\Leon-Britton,eng ENG,MF,Swansea City,32,1982,16.9,4,0,,14,,,,,,,,,Matches
Wes Brown\Wes-Brown,eng ENG,DF,Sunderland,35,1979,6,1,0,,5,,,,,,,,,Matches
Tyias Browning\Tyias-Browning,eng ENG,DF,Everton,21,1994,3.3,1,0,,4,,,,,,,,,Matches
Chris Brunt\Chris-Brunt,nir NIR,DFMF,West Brom,30,1984,20,7,0,,18,,,,,,,,,Matches
Mark Bunn\Mark-Bunn,eng ENG,GK,Aston Villa,30,1984,10,2,0,,0,,,,,,,,,Matches
Jack Butland\Jack-Butland,eng ENG,GK,Stoke City,22,1993,31,0,0,,0,,,,,,,,,Matches
Sam Byram\Sam-Byram,eng ENG,DF,West Ham,21,1993,3.2,3,0,,7,,,,,,,,,Matches
Willy Caballero\Willy-Caballero,ar ARG,GK,Manchester City,33,1981,3.5,0,0,,0,,,,,,,,,Matches
Yohan Cabaye\Yohan-Cabaye,fr FRA,MF,Crystal Palace,29,1986,29.9,7,0,,38,,,,,,,,,Matches
Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,29,1985,21.7,2,0,,17,,,,,,,,,Matches
Geoff Cameron\Geoff-Cameron,us USA,DFMF,Stoke City,30,1985,26.2,0,1,,27,,,,,,,,,Matches
Fraizer Campbell\Fraizer-Campbell,eng ENG,FW,Crystal Palace,27,1987,4,1,0,,8,,,,,,,,,Matches
Joel Campbell\Joel-Campbell,cr CRC,MF,Arsenal,23,1992,9.8,0,0,,9,,,,,,,,,Matches
Emre Can\Emre-Can,de GER,MFDF,Liverpool,21,1994,27.7,9,0,,36,,,,,,,,,Matches
Sergi Canós\Sergi-Canos,es ESP,FWMF,Liverpool,18,1997,0.1,0,0,,1,,,,,,,,,Matches
Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,27,1988,31.3,7,0,,53,,,,,,,,,Matches
Juan Carlos Paredes\Juan-Carlos-Paredes,ec ECU,DFMF,Watford,28,1987,8.6,1,0,,10,,,,,,,,,Matches
João Carlos Teixeira\Joao-Carlos-Teixeira,pt POR,MF,Liverpool,22,1993,0,0,0,,0,,,,,,,,,Matches
Michael Carrick\Michael-Carrick,eng ENG,MF,Manchester Utd,34,1981,21.9,4,0,,11,,,,,,,,,Matches
Andy Carroll\Andy-Carroll,eng ENG,FW,West Ham,26,1989,16,2,0,,38,,,,,,,,,Matches
Tom Carroll\Tom-Carroll,eng ENG,MF,Tottenham,23,1992,5.7,3,0,,8,,,,,,,,,Matches
Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,26,1989,33.7,3,0,,9,,,,,,,,,Matches
Lee Cattermole\Lee-Cattermole,eng ENG,MF,Sunderland,27,1988,24.6,8,0,,40,,,,,,,,,Matches
Steven Caulker\Steven-Caulker,eng ENG,DF,Liverpool,23,1991,0.1,0,0,,0,,,,,,,,,Matches
Steven Caulker\Steven-Caulker,eng ENG,DF,Southampton,23,1991,1.6,0,0,,0,,,,,,,,,Matches
Santi Cazorla\Santi-Cazorla,es ESP,MF,Arsenal,30,1984,14.3,3,1,,13,,,,,,,,,Matches
Petr ?ech\Petr-Cech,cz CZE,GK,Arsenal,33,1982,34,0,0,,0,,,,,,,,,Matches
Bersant Celina\Bersant-Celina,xk KVX,FWMF,Manchester City,18,1996,0.2,0,0,,0,,,,,,,,,Matches
Nacer Chadli\Nacer-Chadli,be BEL,MF,Tottenham,25,1989,10.5,1,0,,16,,,,,,,,,Matches
Marouane Chamakh\Marouane-Chamakh,ma MAR,FW,Crystal Palace,31,1984,2.9,1,0,,7,,,,,,,,,Matches
Calum Chambers\Calum-Chambers,eng ENG,MFDF,Arsenal,20,1995,3.6,2,0,,6,,,,,,,,,Matches
James Chester\James-Chester,wal WAL,DF,West Brom,26,1989,10.7,4,0,,11,,,,,,,,,Matches
Pedro Chirivella\Pedro-Chirivella,es ESP,MF,Liverpool,18,1997,0.5,0,0,,0,,,,,,,,,Matches
Lee Chung-yong\Lee-Chung-yong,kr KOR,MF,Crystal Palace,27,1988,4.3,0,0,,4,,,,,,,,,Matches
Papiss Cissé\Papiss-Cisse,sn SEN,FW,Newcastle Utd,30,1985,11.9,1,0,,14,,,,,,,,,Matches
Aly Cissokho\Aly-Cissokho,fr FRA,DF,Aston Villa,27,1987,17.8,3,1,,13,,,,,,,,,Matches
Ciaran Clark\Ciaran-Clark,ie IRL,DF,Aston Villa,25,1989,16,6,0,,14,,,,,,,,,Matches
Jake Clarke-Salter\Jake-Clarke-Salter,eng ENG,DF,Chelsea,17,1997,0.2,0,0,,0,,,,,,,,,Matches
Jordy Clasie\Jordy-Clasie,nl NED,MF,Southampton,24,1991,17.1,5,0,,18,,,,,,,,,Matches
Tom Cleverley\Tom-Cleverley,eng ENG,MF,Everton,25,1989,17.9,1,0,,11,,,,,,,,,Matches
Gaël Clichy\Gael-Clichy,fr FRA,DF,Manchester City,30,1985,12.1,0,0,,10,,,,,,,,,Matches
Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Liverpool,24,1991,33,6,0,,19,,,,,,,,,Matches
Sebastián Coates\Sebastian-Coates,uy URU,DF,Sunderland,24,1990,13.7,4,0,,102,,,,,,,,,Matches
Jack Colback\Jack-Colback,eng ENG,MF,Newcastle Utd,25,1989,26.5,11,0,,49,,,,,,,,,Matches
Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,26,1988,26.5,4,0,,20,,,,,,,,,Matches
James Collins\James-Collins,wal WAL,DF,West Ham,31,1983,16,3,1,,12,,,,,,,,,Matches
Fabricio Coloccini\Fabricio-Coloccini,ar ARG,DF,Newcastle Utd,33,1982,25.5,1,1,,9,,,,,,,,,Matches
Callum Connolly\Callum-Connolly,eng ENG,DFMF,Everton,17,1997,0.4,0,0,,0,,,,,,,,,Matches
Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,24,1991,35.5,5,0,,16,,,,,,,,,Matches
Francis Coquelin\Francis-Coquelin,fr FRA,MF,Arsenal,24,1991,18.3,6,1,,24,,,,,,,,,Matches
Jack Cork\Jack-Cork,eng ENG,MF,Swansea City,26,1989,28.3,3,0,,29,,,,,,,,,Matches
Diego Costa\Diego-Costa,es ESP,FW,Chelsea,26,1988,26.4,8,0,,43,,,,,,,,,Matches
Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Chelsea,23,1992,22.4,1,2,,0,,,,,,,,,Matches
Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Liverpool,23,1992,22.2,3,1,,10,,,,,,,,,Matches
Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,25,1989,36.8,1,0,,22,,,,,,,,,Matches
Peter Crouch\Peter-Crouch,eng ENG,FW,Stoke City,34,1981,5.1,0,0,,13,,,,,,,,,Matches
Juan Cuadrado\Juan-Cuadrado,co COL,DFFW,Chelsea,27,1988,0.3,0,0,,0,,,,,,,,,Matches
Josh Cullen\Josh-Cullen,ie IRL,DFMF,West Ham,19,1996,0,0,0,,0,,,,,,,,,Matches
Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,28,1986,36.5,2,0,,10,,,,,,,,,Matches
Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,28,1987,35,7,0,,20,,,,,,,,,Matches
Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,24,1990,9,0,0,,0,,,,,,,,,Matches
Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,25,1989,21.4,8,0,,27,,,,,,,,,Matches
Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,22,1993,14.3,3,0,,16,,,,,,,,,Matches
Tom Davies\Tom-Davies,eng ENG,FW,Everton,17,1998,1.1,0,0,,2,,,,,,,,,Matches
Kelvin Davis\Kelvin-Davis,eng ENG,GK,Southampton,38,1976,1,0,0,,0,,,,,,,,,Matches
Steven Davis\Steven-Davis,nir NIR,MF,Southampton,30,1985,28.9,4,0,,18,,,,,,,,,Matches
Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,25,1990,37.6,3,0,,28,,,,,,,,,Matches
Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,24,1991,22.2,2,0,,16,,,,,,,,,Matches
Ritchie De Laet\Ritchie-De-Laet,be BEL,DF,Leicester City,26,1988,7.3,1,0,,6,,,,,,,,,Matches
Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Arsenal,30,1985,1.6,0,0,,1,,,,,,,,,Matches
Troy Deeney\Troy-Deeney,eng ENG,FWMF,Watford,27,1988,36.6,6,0,,50,,,,,,,,,Matches
Jermain Defoe\Jermain-Defoe,eng ENG,FW,Sunderland,32,1982,28.3,3,0,,17,,,,,,,,,Matches
Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,34,1981,32,2,0,,18,,,,,,,,,Matches
Fabian Delph\Fabian-Delph,eng ENG,MF,Manchester City,25,1989,8.4,0,0,,7,,,,,,,,,Matches
Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,28,1987,25.2,3,0,,48,,,,,,,,,Matches
Martín Demichelis\Martin-Demichelis,ar ARG,DF,Manchester City,34,1980,11.3,3,0,,12,,,,,,,,,Matches
Memphis Depay\Memphis-Depay,nl NED,MF,Manchester Utd,21,1994,16.5,2,0,,20,,,,,,,,,Matches
Gerard Deulofeu\Gerard-Deulofeu,es ESP,MFFW,Everton,21,1994,15.4,2,0,,3,,,,,,,,,Matches
Alessandro Diamanti\Alessandro-Diamanti,it ITA,FWMF,Watford,32,1983,0.7,0,0,,1,,,,,,,,,Matches
Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,21,1994,36.3,10,0,,52,,,,,,,,,Matches
Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,24,1991,34,2,0,,28,,,,,,,,,Matches
Sylvain Distin\Sylvain-Distin,fr FRA,DF,Bournemouth,37,1977,9.4,0,0,,3,,,,,,,,,Matches
Joe Dodoo\Joe-Dodoo,eng ENG,FW,Leicester City,20,1995,0.2,0,0,,2,,,,,,,,,Matches
Graham Dorrans\Graham-Dorrans,sco SCO,MF,Norwich City,28,1987,14.3,2,0,,15,,,,,,,,,Matches
Seydou Doumbia\Seydou-Doumbia,ci CIV,FW,Newcastle Utd,27,1987,0.4,0,0,,0,,,,,,,,,Matches
Kieran Dowell\Kieran-Dowell,eng ENG,MF,Everton,17,1997,0.8,0,0,,1,,,,,,,,,Matches
Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Leicester City,25,1990,33.7,4,1,,54,,,,,,,,,Matches
Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,23,1991,21,3,0,,13,,,,,,,,,Matches
Nathan Dyer\Nathan-Dyer,eng ENG,FWMF,Leicester City,27,1987,2.4,1,0,,8,,,,,,,,,Matches
Nathan Dyer\Nathan-Dyer,eng ENG,FWMF,Swansea City,27,1987,0.2,0,0,,1,,,,,,,,,Matches
Éder\Eder,pt POR,FW,Swansea City,27,1987,3.1,0,0,,9,,,,,,,,,Matches
Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,29,1986,21,1,0,,0,,,,,,,,,Matches
Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,23,1992,8.8,3,0,,9,,,,,,,,,Matches
Tommy Elphick\Tommy-Elphick,eng ENG,DF,Bournemouth,27,1987,11.3,1,0,,10,,,,,,,,,Matches
Emmanuel Emenike\Emmanuel-Emenike,ng NGA,FWMF,West Ham,28,1987,5.7,0,0,,5,,,,,,,,,Matches
Marvin Emnes\Marvin-Emnes,nl NED,MF,Swansea City,27,1988,0.7,0,0,,0,,,,,,,,,Matches
Christian Eriksen\Christian-Eriksen,dk DEN,MF,Tottenham,23,1992,32.6,2,0,,13,,,,,,,,,Matches
Jonny Evans\Jonny-Evans,nir NIR,DFMF,West Brom,27,1988,28.8,4,0,,23,,,,,,,,,Matches
?ukasz Fabia?ski\Lukasz-Fabianski,pl POL,GK,Swansea City,30,1985,37,1,0,,0,,,,,,,,,Matches
Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,28,1987,32.2,5,0,,38,,,,,,,,,Matches
Radamel Falcao\Radamel-Falcao,co COL,FW,Chelsea,29,1986,2.6,1,0,,7,,,,,,,,,Matches
Adam Federici\Adam-Federici,au AUS,GK,Bournemouth,30,1985,5.5,0,0,,0,,,,,,,,,Matches
Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,27,1987,11.9,2,0,,33,,,,,,,,,Matches
Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,25,1990,8.4,2,0,,14,,,,,,,,,Matches
Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,26,1989,32,3,0,,31,,,,,,,,,Matches
Fernandinho\Fernandinho,br BRA,MF,Manchester City,30,1985,30.3,8,0,,55,,,,,,,,,Matches
Fernando\Fernando,br BRA,MF,Manchester City,28,1987,19.1,4,0,,26,,,,,,,,,Matches
Sam Field\Sam-Field,eng ENG,MF,West Brom,17,1998,0.1,0,0,,0,,,,,,,,,Matches
Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,23,1991,21.9,1,0,,29,,,,,,,,,Matches
Mathieu Flamini\Mathieu-Flamini,fr FRA,MF,Arsenal,31,1984,12.1,3,0,,18,,,,,,,,,Matches
Jon Flanagan\Jon-Flanagan,eng ENG,DF,Liverpool,22,1993,4.7,1,0,,7,,,,,,,,,Matches
Darren Fletcher\Darren-Fletcher,sco SCO,MF,West Brom,31,1984,37.5,3,0,,18,,,,,,,,,Matches
Steven Fletcher\Steven-Fletcher,sco SCO,FW,Sunderland,28,1987,11.2,0,0,,18,,,,,,,,,Matches
José Fonte\Jose-Fonte,pt POR,DF,Southampton,31,1983,35.2,4,1,,21,,,,,,,,,Matches
Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,27,1988,18,0,0,,0,,,,,,,,,Matches
Ben Foster\Ben-Foster,eng ENG,GK,West Brom,32,1983,15,1,0,,0,,,,,,,,,Matches
Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,17,1998,2.9,1,0,,2,,,,,,,,,Matches
Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,30,1985,37.6,5,1,,35,,,,,,,,,Matches
Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,29,1986,30.1,4,0,,33,,,,,,,,,Matches
Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,21,1994,0.2,0,0,,1,,,,,,,,,Matches
Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DF,Everton,24,1991,24.4,4,1,,8,,,,,,,,,Matches
Brendan Galloway\Brendan-Galloway,eng ENG,DF,Everton,19,1996,13.6,2,0,,9,,,,,,,,,Matches
Cristian Gamboa\Cristian-Gamboa,cr CRC,DFMF,West Brom,25,1989,0.3,1,0,,1,,,,,,,,,Matches
Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Aston Villa,25,1989,34.1,10,0,,68,,,,,,,,,Matches
Manu García\Manu-Garcia,es ESP,FWMF,Manchester City,17,1998,0.1,0,0,,0,,,,,,,,,Matches
Craig Gardner\Craig-Gardner,eng ENG,MF,West Brom,28,1986,22.6,5,0,,38,,,,,,,,,Matches
Dwight Gayle\Dwight-Gayle,eng ENG,FW,Crystal Palace,24,1990,8.6,2,1,,20,,,,,,,,,Matches
Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Southampton,23,1992,2,0,0,,0,,,,,,,,,Matches
David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,24,1990,34,0,0,,0,,,,,,,,,Matches
Rudy Gestede\Rudy-Gestede,bj BEN,FW,Aston Villa,26,1988,18.5,2,0,,24,,,,,,,,,Matches
Kieran Gibbs\Kieran-Gibbs,eng ENG,DFMF,Arsenal,25,1989,4.3,0,0,,3,,,,,,,,,Matches
Darron Gibson\Darron-Gibson,ie IRL,MF,Everton,27,1987,2.7,3,0,,4,,,,,,,,,Matches
Carles Gil\Carles-Gil,es ESP,FWMF,Aston Villa,22,1992,15.9,3,0,,3,,,,,,,,,Matches
Marco van Ginkel\Marco-van-Ginkel,nl NED,MF,Stoke City,22,1992,8.4,0,0,,15,,,,,,,,,Matches
Olivier Giroud\Olivier-Giroud,fr FRA,FW,Arsenal,28,1986,27,2,0,,40,,,,,,,,,Matches
Shay Given\Shay-Given,ie IRL,GK,Stoke City,39,1976,2.5,1,0,,0,,,,,,,,,Matches
Serge Gnabry\Serge-Gnabry,de GER,FWMF,West Brom,20,1995,0.1,0,0,,2,,,,,,,,,Matches
Heurelho Gomes\Heurelho-Gomes,br BRA,GK,Watford,34,1981,37.7,4,0,,0,,,,,,,,,Matches
Joe Gomez\Joe-Gomez,eng ENG,DFMF,Liverpool,18,1997,4.9,3,0,,9,,,,,,,,,Matches
Jordi Gómez\Jordi-Gomez,es ESP,MF,Sunderland,30,1985,3.9,0,0,,4,,,,,,,,,Matches
Bafétimbi Gomis\Bafetimbi-Gomis,fr FRA,FW,Swansea City,29,1985,18.9,0,0,,17,,,,,,,,,Matches
Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,25,1990,27.2,6,0,,31,,,,,,,,,Matches
Yoan Gouffran\Yoan-Gouffran,fr FRA,MF,Newcastle Utd,29,1986,2.5,0,0,,3,,,,,,,,,Matches
Lewis Grabban\Lewis-Grabban,eng ENG,FW,Norwich City,27,1988,2.8,0,0,,1,,,,,,,,,Matches
Lewis Grabban\Lewis-Grabban,eng ENG,FW,Bournemouth,27,1988,6.4,2,0,,8,,,,,,,,,Matches
Max Gradel\Max-Gradel,ci CIV,MF,Bournemouth,27,1987,9.9,1,0,,11,,,,,,,,,Matches
Danny Graham\Danny-Graham,eng ENG,FW,Sunderland,29,1985,4,0,0,,8,,,,,,,,,Matches
Demarai Gray\Demarai-Gray,eng ENG,MF,Leicester City,19,1996,2.1,0,0,,3,,,,,,,,,Matches
Jack Grealish\Jack-Grealish,eng ENG,MFFW,Aston Villa,19,1995,9.3,1,0,,6,,,,,,,,,Matches
André Green\Andre-Green,eng ENG,FWMF,Aston Villa,17,1998,0.7,0,0,,0,,,,,,,,,Matches
Rees Greenwood\Rees-Greenwood,eng ENG,MF,Sunderland,18,1996,0.6,0,0,,1,,,,,,,,,Matches
Matt Grimes\Matt-Grimes,eng ENG,DF,Swansea City,20,1995,1,0,0,,3,,,,,,,,,Matches
Adlène Guedioura\Adlene-Guedioura,dz ALG,MF,Watford,29,1985,4.8,2,0,,13,,,,,,,,,Matches
Brad Guzan\Brad-Guzan,us USA,GK,Aston Villa,30,1984,28,2,0,,0,,,,,,,,,Matches
Massadio Haïdara\Massadio-Haidara,ml MLI,DF,Newcastle Utd,22,1992,6.2,1,0,,9,,,,,,,,,Matches
Brede Hangeland\Brede-Hangeland,no NOR,DF,Crystal Palace,34,1981,7,2,0,,13,,,,,,,,,Matches
Joe Hart\Joe-Hart,eng ENG,GK,Manchester City,28,1987,34.5,0,0,,0,,,,,,,,,Matches
Jakob Haugaard\Jakob-Haugaard,dk DEN,GK,Stoke City,23,1992,4.5,0,0,,0,,,,,,,,,Matches
