Player,Nation,Pos,Squad,Age,Born,MP,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Ismael Aaneba\Ismael-Aaneba,fr FRA,FWDF,Strasbourg,21-336,1999,2,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Yunis Abdelhamid\Yunis-Abdelhamid,ma MAR,DF,Reims,33-214,1987,30,2700,30,3,0,3,0,0,4,0,0.1,0,0.1,0.1,0.1,Matches
Mehdi Abeid\Mehdi-Abeid,dz ALG,MF,Nantes,28-267,1992,18,1320,14.7,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Laurent Abergel\Laurent-Abergel,fr FRA,MF,Lorient,28-088,1993,34,2603,28.9,3,1,3,0,0,5,0,0.1,0.03,0.14,0.1,0.14,Matches
Charles Abi\Charles-Abi,fr FRA,FWMF,Saint-Étienne,21-018,2000,21,813,9,3,2,3,0,0,1,0,0.33,0.22,0.55,0.33,0.55,Matches
Matthis Abline\Matthis-Abline,fr FRA,FW,Rennes,18-033,2003,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Pape Abou Cisse\Pape-Abou-Cisse,sn SEN,DF,Saint-Étienne,25-228,1995,12,1080,12,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Yacine Adli\Yacine-Adli,fr FRA,MF,Bordeaux,20-275,2000,31,2074,23,1,5,1,0,0,6,0,0.04,0.22,0.26,0.04,0.26,Matches
Nayef Aguerd\Nayef-Aguerd,ma MAR,DF,Rennes,25-031,1996,31,2790,31,3,1,3,0,0,4,0,0.1,0.03,0.13,0.1,0.13,Matches
Ruben Aguilar\Ruben-Aguilar,fr FRA,DF,Monaco,28-004,1993,30,2048,22.8,1,3,1,0,0,6,0,0.04,0.13,0.18,0.04,0.18,Matches
Matteo Ahlinvi\Matteo-Ahlinvi,bj BEN,MF,Nîmes,21-302,1999,16,811,9,2,0,2,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches
Cheikh Ahmadou Dieng\Cheikh-Ahmadou-Dieng,sn SEN,FW,Marseille,21-038,2000,3,119,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jean-Eudes Aholou\Jean-Eudes-Aholou,ci CIV,MF,Monaco,27-041,1994,2,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jean-Eudes Aholou\Jean-Eudes-Aholou,ci CIV,MF,Strasbourg,27-041,1994,24,1899,21.1,2,2,2,0,0,8,0,0.09,0.09,0.19,0.09,0.19,Matches
Rayan Aït Nouri\Rayan-Ait-Nouri,fr FRA,DF,Angers,19-328,2001,3,187,2.1,0,1,0,0,0,0,0,0,0.48,0.48,0,0.48,Matches
Ludovic Ajorque\Ludovic-Ajorque,re REU,FW,Strasbourg,27-064,1994,31,2607,29,13,4,9,4,5,5,0,0.45,0.14,0.59,0.31,0.45,Matches
Marley Aké\Marley-Ake,fr FRA,FW,Marseille,20-115,2001,9,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sofiane Alakouch\Sofiane-Alakouch,fr FRA,DF,Nîmes,22-275,1998,21,1460,16.2,0,2,0,0,0,4,0,0,0.12,0.12,0,0.12,Matches
Mohamed Ali Cho\Mohamed-Ali-Cho,fr FRA,FWMF,Angers,17-101,2004,17,299,3.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rachid Alioui\Rachid-Alioui,ma MAR,FW,Angers,28-316,1992,1,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Saturnin Allagbé\Saturnin-Allagbe,bj BEN,GK,Dijon,27-159,1993,8,720,8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Ibrahim Amadou\Ibrahim-Amadou,fr FRA,MF,Angers,28-024,1993,23,1491,16.6,0,0,0,0,0,6,0,0,0,0,0,0,Matches
Romain Amalfitano\Romain-Amalfitano,fr FRA,FWDF,Dijon,31-246,1989,2,116,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jordan Amavi\Jordan-Amavi,fr FRA,DF,Marseille,27-052,1994,11,740,8.2,1,0,1,0,0,3,1,0.12,0,0.12,0.12,0.12,Matches
Thierry Ambrose\Thierry-Ambrose,fr FRA,FW,Metz,24-033,1997,19,562,6.2,0,1,0,0,0,2,0,0,0.16,0.16,0,0.16,Matches
Joachim Andersen\Joachim-Andersen,dk DEN,DF,Lyon,24-334,1996,3,192,2.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Benjamin André\Benjamin-Andre,fr FRA,MF,Lille,30-270,1990,32,2643,29.4,0,1,0,0,0,9,0,0,0.03,0.03,0,0.03,Matches
Victorien Angban\Victorien-Angban,ci CIV,MF,Metz,24-213,1996,25,1649,18.3,0,1,0,0,0,5,0,0,0.05,0.05,0,0.05,Matches
Houssem Aouar\Houssem-Aouar,fr FRA,MF,Lyon,22-304,1998,26,1577,17.5,5,3,3,2,2,2,1,0.29,0.17,0.46,0.17,0.34,Matches
Adil Aouchiche\Adil-Aouchiche,fr FRA,MFFW,Saint-Étienne,18-289,2002,30,1574,17.5,2,5,2,0,0,2,0,0.11,0.29,0.4,0.11,0.4,Matches
Dennis Appiah\Dennis-Appiah,fr FRA,DF,Nantes,28-325,1992,18,1203,13.4,0,2,0,0,0,3,0,0,0.15,0.15,0,0.15,Matches
Luiz Araújo\Luiz-Araujo,br BRA,MF,Lille,24-332,1996,24,1285,14.3,4,2,4,0,0,4,0,0.28,0.14,0.42,0.28,0.42,Matches
Karim Aribi\Karim-Aribi,dz ALG,FW,Nîmes,26-310,1994,13,294,3.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Roger Assalé\Roger-Assale,ci CIV,FWMF,Dijon,27-168,1993,17,828,9.2,1,1,1,0,0,0,1,0.11,0.11,0.22,0.11,0.22,Matches
Youcef Attal\Youcef-Attal,dz ALG,DFMF,Nice,24-348,1996,14,663,7.4,1,0,1,0,0,1,0,0.14,0,0.14,0.14,0.14,Matches
Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,Nantes,23-318,1997,3,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ludovic Baal\Ludovic-Baal,gf GUF,DF,Brest,34-341,1986,6,288,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Loïc Bade\Loic-Bade,fr FRA,DF,Lens,21-019,2000,28,2340,26,0,0,0,0,0,10,1,0,0,0,0,0,Matches
Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,28-337,1992,26,1425,15.8,6,1,6,0,1,4,0,0.38,0.06,0.44,0.38,0.44,Matches
Stefan Bajic\Stefan-Bajic,fr FRA,GK,Saint-Étienne,19-128,2001,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mitchel Bakker\Mitchel-Bakker,nl NED,DF,Paris S-G,20-314,2000,25,1604,17.8,0,2,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches
Dilane Bakwa\Dilane-Bakwa,fr FRA,FWMF,Bordeaux,18-247,2002,7,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DFMF,Marseille,22-094,1999,17,1363,15.1,2,0,2,0,0,5,1,0.13,0,0.13,0.13,0.13,Matches
Fodé Ballo-Touré\Fode-Ballo-Toure,sn SEN,DF,Monaco,24-117,1997,21,632,7,0,3,0,0,0,2,0,0,0.43,0.43,0,0.43,Matches
Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,31-005,1990,16,1347,15,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Jonathan Bamba\Jonathan-Bamba,fr FRA,MF,Lille,25-035,1996,34,2719,30.2,6,9,6,0,0,2,0,0.2,0.3,0.5,0.2,0.5,Matches
Robson Bambu\Robson-Bambu,br BRA,DF,Nice,23-169,1997,15,1046,11.6,0,0,0,0,0,3,1,0,0,0,0,0,Matches
Simon Banza\Simon-Banza,fr FRA,FW,Lens,24-260,1996,31,1289,14.3,5,2,4,1,1,6,1,0.35,0.14,0.49,0.28,0.42,Matches
Danilo Barbosa\Danilo-Barbosa,br BRA,DF,Nice,25-061,1996,4,250,2.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Melvin Bard\Melvin-Bard,fr FRA,DF,Lyon,20-175,2000,14,432,4.8,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Toma Baši?\Toma-Basic,hr CRO,MF,Bordeaux,24-156,1996,31,2341,26,4,0,4,0,0,6,0,0.15,0,0.15,0.15,0.15,Matches
Cristian Battocchio\Cristian-Battocchio,it ITA,MFFW,Brest,29-079,1992,15,355,3.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Paul Baysse\Paul-Baysse,fr FRA,DF,Bordeaux,32-347,1988,29,2492,27.7,2,2,2,0,0,5,1,0.07,0.07,0.14,0.07,0.14,Matches
Haris Belkebla\Haris-Belkebla,dz ALG,MF,Brest,27-092,1994,31,2425,26.9,0,0,0,0,0,6,1,0,0,0,0,0,Matches
Jean-Ricner Bellegarde\Jean-Ricner-Bellegarde,fr FRA,MFFW,Strasbourg,22-307,1998,32,1802,20,1,1,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1,Matches
Sami Ben Amar\Sami-Ben-Amar,ma MAR,MF,Nîmes,23-059,1998,1,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Hatem Ben Arfa\Hatem-Ben-Arfa,fr FRA,MFFW,Bordeaux,34-054,1987,23,1671,18.6,2,4,2,0,0,2,0,0.11,0.22,0.32,0.11,0.32,Matches
Salim Ben Seghir\Salim-Ben-Seghir,fr FRA,DF,Nice,18-065,2003,1,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Monaco,30-261,1990,33,2266,25.2,18,5,9,9,11,3,0,0.71,0.2,0.91,0.36,0.56,Matches
Samy Benchama\Samy-Benchama,fr FRA,MF,Montpellier,20-309,2000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Darío Benedetto\Dario-Benedetto,ar ARG,FW,Marseille,30-348,1990,28,1489,16.5,4,3,3,1,1,3,2,0.24,0.18,0.42,0.18,0.36,Matches
Walter Benítez\Walter-Benitez,ar ARG,GK,Nice,28-042,1993,34,3060,34,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Loris Benito\Loris-Benito,ch SUI,DF,Bordeaux,29-113,1992,28,2381,26.5,0,0,0,0,0,5,1,0,0,0,0,0,Matches
Bilal Benkhedim\Bilal-Benkhedim,fr FRA,FW,Saint-Étienne,20-010,2001,3,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Djamel Benlamri\Djamel-Benlamri,dz ALG,DF,Lyon,31-126,1989,6,149,1.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Yassine Benrahou\Yassine-Benrahou,fr FRA,MF,Nîmes,22-096,1999,22,1176,13.1,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Yassine Benzia\Yassine-Benzia,dz ALG,MFFW,Dijon,26-234,1994,7,407,4.5,2,1,0,2,2,1,0,0.44,0.22,0.66,0,0.22,Matches
Valon Berisha\Valon-Berisha,xk KVX,MF,Reims,28-082,1993,24,1645,18.3,0,3,0,0,0,2,0,0,0.16,0.16,0,0.16,Matches
Paul Bernardoni\Paul-Bernardoni,fr FRA,GK,Angers,24-012,1997,34,3060,34,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Juan Bernat\Juan-Bernat,es ESP,DF,Paris S-G,28-060,1993,3,194,2.2,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Dimitry Bertaud\Dimitry-Bertaud,fr FRA,GK,Montpellier,22-328,1998,6,475,5.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Giulian Biancone\Giulian-Biancone,fr FRA,DFMF,Monaco,21-030,2000,2,92,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
El Bilal Touré\El-Bilal-Toure,ml MLI,FWMF,Reims,19-209,2001,30,1141,12.7,3,1,3,0,0,4,0,0.24,0.08,0.32,0.24,0.32,Matches
Ludovic Blas\Ludovic-Blas,fr FRA,MFFW,Nantes,23-120,1997,32,2437,27.1,8,2,8,0,0,4,0,0.3,0.07,0.37,0.3,0.37,Matches
Antonin Bobichon\Antonin-Bobichon,fr FRA,MFFW,Angers,25-228,1995,19,667,7.4,0,1,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
Sacha Boey\Sacha-Boey,fr FRA,DF,Dijon,20-229,2000,24,1863,20.7,0,1,0,0,0,1,0,0,0.05,0.05,0,0.05,Matches
Sacha Boey\Sacha-Boey,fr FRA,DF,Rennes,20-229,2000,2,124,1.4,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Quentin Boisgard\Quentin-Boisgard,fr FRA,MFFW,Lorient,24-044,1997,24,1314,14.6,2,2,2,0,0,5,0,0.14,0.14,0.27,0.14,0.27,Matches
Sven Botman\Sven-Botman,nl NED,DF,Lille,21-108,2000,33,2949,32.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Denis Bouanga\Denis-Bouanga,ga GAB,MFFW,Saint-Étienne,26-170,1994,32,2387,26.5,7,3,4,3,4,7,0,0.26,0.11,0.38,0.15,0.26,Matches
