Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Matches
Nils Petersen\Nils-Petersen,de GER,FW,Freiburg,32-144,1988,12.1,0,0,0,14,4,4,3,3,8,0,0,0,44,Matches
Maximilian Philipp\Maximilian-Philipp,de GER,MF,Wolfsburg,27-059,1994,9.6,2,0,0,11,11,6,6,6,4,0,0,0,51,Matches
Krzysztof Pi?tek\Krzysztof-Piatek,pl POL,FW,Hertha BSC,25-302,1995,15.9,4,0,0,43,19,14,4,5,3,0,0,0,65,Matches
Amos Pieper\Amos-Pieper,de GER,DF,Arminia,23-102,1998,26.8,6,0,0,19,21,1,2,33,37,0,3,0,263,Matches
?ukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,35-330,1985,3.2,0,0,0,1,2,0,5,5,7,0,0,0,24,Matches
Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,29-093,1992,9.4,1,0,0,7,7,0,39,3,12,0,0,0,56,Matches
Alassane Pléa\Alassane-Plea,fr FRA,FW,M'Gladbach,28-050,1993,18.7,2,0,0,15,29,20,33,6,7,0,0,0,79,Matches
Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,MF,Leverkusen,26-228,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,FW,Union Berlin,26-228,1994,8.1,0,0,0,7,8,11,1,1,2,0,0,0,31,Matches
Marin Pongra?i?\Marin-Pongracic,hr CRO,DF,Wolfsburg,23-230,1997,6.4,2,1,1,11,3,0,0,22,9,0,0,0,64,Matches
Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,23-350,1997,20.5,11,1,1,35,12,1,17,26,25,0,0,0,205,Matches
Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,26-318,1994,13.6,1,0,0,19,26,9,9,6,2,1,0,0,74,Matches
Manuel Prietl\Manuel-Prietl,at AUT,MF,Arminia,29-269,1991,25,2,0,0,36,9,0,4,36,42,0,0,0,254,Matches
Grischa Prömel\Grischa-Promel,de GER,MF,Union Berlin,26-110,1995,20.2,7,0,0,30,52,6,5,30,27,1,0,0,222,Matches
Robin Quaison\Robin-Quaison,se SWE,FWMF,Mainz 05,27-202,1993,14.4,1,0,0,19,9,2,5,6,9,0,0,0,80,Matches
Nemanja Radonji?\Nemanja-Radonjic,rs SRB,FWDF,Hertha BSC,25-073,1996,2.2,0,0,0,2,2,2,9,0,1,0,0,0,19,Matches
Benito Raman\Benito-Raman,be BEL,FWMF,Schalke 04,26-173,1994,13.5,2,0,0,15,11,5,15,9,10,0,0,0,102,Matches
Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,24-305,1996,15.2,0,0,0,14,20,4,33,8,10,0,0,0,83,Matches
Daishawn Redan\Daishawn-Redan,nl NED,MFFW,Hertha BSC,20-086,2001,0.8,0,0,0,2,0,0,3,0,0,0,0,0,3,Matches
Reinier\Reinier,br BRA,MFFW,Dortmund,19-100,2002,1.9,0,0,0,2,1,1,1,2,6,0,0,0,13,Matches
Rocco Reitz\Rocco-Reitz,de GER,MF,M'Gladbach,18-335,2002,0.7,1,0,0,2,1,0,0,1,1,0,0,0,15,Matches
Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,31-333,1989,22.7,1,0,0,27,29,9,50,10,28,3,0,0,138,Matches
Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MFFW,Köln,23-179,1997,19.6,4,0,0,21,47,1,27,20,30,0,0,0,154,Matches
Gio Reyna\Gio-Reyna,us USA,FWMF,Dortmund,18-167,2002,20.1,1,0,0,24,46,4,29,10,23,1,0,0,127,Matches
Chris Richards\Chris-Richards,us USA,DF,Hoffenheim,21-032,2000,10.5,1,0,0,6,5,0,0,13,13,0,0,0,113,Matches
Chris Richards\Chris-Richards,us USA,DF,Bayern Munich,21-032,2000,1,0,0,0,0,0,0,4,0,1,0,0,0,4,Matches
Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,23-156,1997,13.4,3,1,1,16,32,6,30,7,7,0,0,0,103,Matches
Marc Roca\Marc-Roca,es ESP,MF,Bayern Munich,24-154,1996,1.6,1,0,0,3,2,0,2,1,4,0,0,0,18,Matches
Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,30-200,1990,17.5,10,0,0,30,21,0,7,41,28,0,0,0,204,Matches
Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,28-113,1993,13.5,0,0,0,9,15,0,44,12,14,0,0,0,113,Matches
Sebastian Rudy\Sebastian-Rudy,de GER,DF,Schalke 04,31-060,1990,2,0,0,0,1,0,0,3,0,1,0,0,0,26,Matches
Sebastian Rudy\Sebastian-Rudy,de GER,MFDF,Hoffenheim,31-060,1990,18.3,4,0,0,30,14,0,41,7,30,0,0,0,179,Matches
Georginio Rutter\Georginio-Rutter,fr FRA,FWMF,Hoffenheim,19-009,2002,2.3,0,0,0,3,7,2,3,0,1,0,0,0,15,Matches
Julian Ryerson\Julian-Ryerson,no NOR,DF,Union Berlin,23-163,1997,10.8,2,0,0,9,10,1,15,13,8,0,0,0,92,Matches
Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Schalke 04,28-268,1992,10.5,0,0,0,0,1,0,0,0,0,0,0,1,65,Matches
João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,FW,Wolfsburg,27-033,1994,4.8,0,0,0,8,6,4,3,6,8,0,0,0,46,Matches
Marcel Sabitzer\Marcel-Sabitzer,at AUT,MF,RB Leipzig,27-043,1994,19.5,6,0,0,17,29,7,18,34,25,0,0,0,248,Matches
Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,23-342,1997,16.2,3,0,0,44,42,10,37,7,10,2,0,0,83,Matches
Lazar Samardzic\Lazar-Samardzic,de GER,MFFW,RB Leipzig,19-064,2002,2.2,0,0,0,6,3,0,0,5,6,0,0,0,14,Matches
Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,25-108,1996,25.9,3,0,0,41,42,0,7,57,42,0,0,0,348,Matches
Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,21-035,2000,20.7,0,0,0,0,19,8,46,11,10,0,0,0,142,Matches
Leroy Sané\Leroy-Sane,de GER,FWMF,Bayern Munich,25-108,1996,18.6,2,0,0,13,21,6,49,11,19,1,0,0,146,Matches
Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,30-247,1990,8.9,5,0,0,12,13,1,3,13,5,0,1,0,136,Matches
Mohamed Sankoh\Mohamed-Sankoh,nl NED,FW,Stuttgart,17-195,2003,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Freiburg,26-051,1995,22.2,5,0,0,31,27,2,22,47,41,0,0,1,261,Matches
Josh Sargent\Josh-Sargent,us USA,FWMF,Werder Bremen,21-068,2000,25.2,6,0,0,31,40,6,11,19,27,0,0,1,143,Matches
Bouna Sarr\Bouna-Sarr,gn GUI,DF,Bayern Munich,29-088,1992,4.8,1,0,0,11,6,1,10,4,8,0,0,0,53,Matches
Patrik Schick\Patrik-Schick,cz CZE,FW,Leverkusen,25-095,1996,18.5,3,0,0,24,16,6,3,2,8,0,0,0,62,Matches
Sven Schipplock\Sven-Schipplock,de GER,FWMF,Arminia,32-172,1988,8,4,0,0,34,26,3,10,3,7,0,0,0,55,Matches
Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,23-213,1997,26.3,6,0,0,40,29,0,10,38,55,1,0,0,351,Matches
Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,24-001,1997,17.8,3,0,0,20,28,0,1,28,10,0,0,1,166,Matches
Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Union Berlin,21-149,1999,11.5,3,1,1,17,23,0,3,23,14,0,1,1,113,Matches
Jonathan Schmid\Jonathan-Schmid,fr FRA,DFMF,Freiburg,30-307,1990,23.9,4,0,0,15,17,0,73,15,25,0,0,0,207,Matches
Romano Schmid\Romano-Schmid,at AUT,FWMF,Werder Bremen,21-092,2000,12.1,2,0,0,17,19,6,11,15,18,1,0,0,123,Matches
Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,26-163,1994,2.8,0,0,0,6,3,0,3,7,5,0,0,0,22,Matches
Alessandro Schöpf\Alessandro-Schopf,at AUT,FWMF,Schalke 04,27-081,1994,9.7,0,0,0,12,13,4,6,5,12,0,0,0,75,Matches
Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,28-028,1993,5.7,1,0,0,8,4,0,14,12,6,0,0,1,55,Matches
Alexander Schwolow\Alexander-Schwolow,de GER,GK,Hertha BSC,28-331,1992,20,0,0,0,0,2,0,0,0,0,0,0,0,87,Matches
Christopher Scott\Christopher-Scott,de GER,FWMF,Bayern Munich,18-326,2002,0.4,0,0,0,0,0,0,0,0,1,0,0,0,1,Matches
Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,26-099,1995,6.7,4,0,0,18,21,5,5,2,2,0,0,0,37,Matches
Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,24-018,1997,21,2,0,0,27,47,1,7,23,34,1,0,1,196,Matches
Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Hoffenheim,20-346,2000,15.1,4,0,0,30,5,7,42,19,23,0,0,0,131,Matches
Nils Seufert\Nils-Seufert,de GER,MFFW,Arminia,24-085,1997,3.8,1,0,0,8,7,0,2,2,8,0,0,0,32,Matches
André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,25-174,1995,27.7,1,0,0,17,33,25,17,4,4,3,0,0,125,Matches
Jóan Símun Edmundsson\Joan-Simun-Edmundsson,fo FRO,MFFW,Arminia,29-277,1991,0.6,0,0,0,3,2,0,0,0,1,0,0,0,1,Matches
Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,25-299,1995,16.9,3,0,0,15,22,1,19,21,23,0,1,0,199,Matches
Tobias Sippel\Tobias-Sippel,de GER,GK,M'Gladbach,33-038,1988,3.8,0,0,0,0,0,0,0,0,0,0,0,0,16,Matches
Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,25-354,1995,29.1,4,0,0,40,17,3,4,79,46,0,0,0,344,Matches
Robert Skov\Robert-Skov,dk DEN,FWDF,Hoffenheim,24-344,1996,11.1,0,1,0,8,13,5,35,11,14,0,0,0,76,Matches
Steven Skrzybski\Steven-Skrzybski,de GER,FW,Schalke 04,28-162,1992,4.1,2,0,0,4,12,2,4,5,5,0,0,0,30,Matches
Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,32-133,1988,27.1,1,1,0,1,1,0,0,0,0,0,0,0,123,Matches
Borna Sosa\Borna-Sosa,hr CRO,DF,Stuttgart,23-098,1998,20,2,0,0,16,13,2,130,22,11,0,1,0,142,Matches
Cebio Soukou\Cebio-Soukou,bj BEN,FWMF,Arminia,28-209,1992,4.9,2,0,0,8,6,1,2,1,6,0,0,0,37,Matches
Djibril Sow\Djibril-Sow,ch SUI,MF,Eint Frankfurt,24-082,1997,22.8,6,0,0,39,34,1,3,55,43,0,0,0,242,Matches
Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,24-192,1996,28,4,0,0,37,23,1,11,40,37,0,0,1,266,Matches
Benjamin Stambouli\Benjamin-Stambouli,fr FRA,MFDF,Schalke 04,30-259,1990,21.7,5,0,0,21,17,2,7,61,44,0,0,0,255,Matches
Josip Staniši?\Josip-Stanisic,de GER,DF,Bayern Munich,21-027,2000,1,0,0,0,1,0,0,0,1,1,0,0,0,12,Matches
Niklas Stark\Niklas-Stark,de GER,DFMF,Hertha BSC,26-015,1995,27.9,2,0,0,38,26,3,5,37,33,0,1,0,249,Matches
Renato Steffen\Renato-Steffen,ch SUI,FWMF,Wolfsburg,29-177,1991,17.4,3,0,0,31,18,4,36,13,15,0,0,0,142,Matches
Pascal Stenzel\Pascal-Stenzel,de GER,DF,Stuttgart,25-040,1996,12.5,3,1,1,19,4,0,6,14,16,0,1,0,173,Matches
Lars Stindl\Lars-Stindl,de GER,MFFW,M'Gladbach,32-246,1988,19.7,6,0,0,39,28,5,7,5,22,0,0,0,141,Matches
Kevin Stöger\Kevin-Stoger,at AUT,MFFW,Mainz 05,27-245,1993,5.8,3,0,0,12,18,1,15,10,9,0,0,0,72,Matches
Tobias Strobl\Tobias-Strobl,de GER,MF,Augsburg,30-352,1990,20.5,4,0,0,17,27,0,7,28,14,0,0,0,218,Matches
Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,33-031,1988,2.9,1,0,0,4,3,0,1,1,3,0,0,0,18,Matches
Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,25-238,1995,15.9,1,0,0,8,3,0,6,21,17,0,0,0,174,Matches
Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,33-141,1987,6.9,1,0,0,17,11,3,7,3,6,0,0,0,47,Matches
Frederik Sørensen\Frederik-Sorensen,dk DEN,DF,Köln,29-015,1992,1.1,2,0,0,5,1,0,0,0,2,0,0,0,14,Matches
Alexander Sørloth\Alexander-Sorloth,no NOR,FW,RB Leipzig,25-145,1995,16,2,0,0,28,8,7,23,5,7,1,0,0,66,Matches
Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,25-077,1996,21.7,3,0,0,27,9,1,2,45,16,0,0,0,286,Matches
Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,22-086,1999,27.5,4,0,0,43,9,6,1,44,32,0,0,1,372,Matches
Niklas Tauer\Niklas-Tauer,de GER,MFDF,Mainz 05,20-071,2001,0.8,0,0,0,0,1,0,1,0,0,0,0,0,10,Matches
Lino Tempelmann\Lino-Tempelmann,de GER,MFDF,Freiburg,22-086,1999,3,2,0,0,4,7,0,3,0,3,0,0,0,50,Matches
Cedric Teuchert\Cedric-Teuchert,de GER,FWMF,Union Berlin,24-105,1997,8.1,2,0,0,15,13,2,4,11,6,0,0,0,49,Matches
Malick Thiaw\Malick-Thiaw,de GER,DF,Schalke 04,19-264,2001,16.1,5,1,1,26,8,2,1,32,20,0,0,1,125,Matches
Jan Thielmann\Jan-Thielmann,de GER,FWMF,Köln,18-338,2002,10.5,0,0,0,11,6,2,15,7,10,0,0,0,87,Matches
Erik Thommy\Erik-Thommy,de GER,FWDF,Stuttgart,26-252,1994,2.5,0,0,0,4,5,0,7,5,0,0,0,0,12,Matches
Marcus Thuram\Marcus-Thuram,fr FRA,FW,M'Gladbach,23-266,1997,16.9,3,1,0,36,32,14,15,19,14,5,0,0,102,Matches
Steffen Tigges\Steffen-Tigges,de GER,FW,Dortmund,22-272,1998,0.6,0,0,0,4,0,0,1,0,3,0,0,0,6,Matches
Guus Til\Guus-Til,nl NED,FW,Freiburg,23-128,1997,1.3,1,0,0,5,1,1,1,1,1,0,0,0,6,Matches
Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,26-269,1994,8.1,1,1,0,11,14,2,5,3,12,0,0,0,81,Matches
Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,31-282,1989,20.1,1,0,0,14,25,2,0,50,11,0,0,0,212,Matches
Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,23-265,1997,8.6,3,0,0,10,1,0,1,16,5,0,0,0,68,Matches
Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,25-001,1996,7.7,2,0,0,13,1,6,34,11,13,0,1,0,63,Matches
Lucas Tousart\Lucas-Tousart,fr FRA,MF,Hertha BSC,24-000,1997,20.8,5,0,0,29,21,1,9,36,33,1,0,0,237,Matches
Ibrahima Traoré\Ibrahima-Traore,gn GUI,FWDF,M'Gladbach,33-008,1988,1.1,0,0,0,0,1,1,4,0,1,0,0,0,8,Matches
Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,30-295,1990,31,0,0,0,0,3,0,0,1,0,0,0,0,168,Matches
Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,34-064,1987,26,8,0,0,30,11,2,80,54,33,1,0,0,237,Matches
Tuta\Tuta,br BRA,DF,Eint Frankfurt,21-299,1999,14.4,5,0,0,25,12,0,3,28,14,0,1,1,169,Matches
Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,22-184,1998,23.6,6,0,0,34,7,0,3,31,29,0,1,0,343,Matches
Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,29-248,1991,15.2,4,0,0,25,25,9,20,14,17,0,0,0,72,Matches
Ruben Vargas\Ruben-Vargas,ch SUI,MFFW,Augsburg,22-267,1998,17,2,0,0,25,30,9,15,27,13,0,0,0,134,Matches
Miloš Veljkovi?\Milos-Veljkovic,rs SRB,DF,Werder Bremen,25-215,1995,18.1,1,0,0,8,8,0,1,30,16,0,0,0,127,Matches
Michel Vlap\Michel-Vlap,nl NED,MFFW,Arminia,23-331,1997,4.1,0,0,0,3,6,0,4,4,1,0,0,0,27,Matches
Andreas Voglsammer\Andreas-Voglsammer,de GER,FWMF,Arminia,29-110,1992,8.4,1,0,0,11,10,3,13,2,6,0,0,0,44,Matches
Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,29-218,1991,19.2,6,0,0,22,13,0,2,10,15,0,2,0,218,Matches
Silas Wamangituka\Silas-Wamangituka,cd COD,DFFW,Stuttgart,21-205,1999,21.3,6,0,0,34,41,13,41,23,30,1,0,0,161,Matches
Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,28-265,1992,29.7,3,0,0,31,21,32,8,6,11,0,0,0,140,Matches
Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,27-008,1994,2.5,0,0,0,2,3,0,4,2,2,0,0,0,26,Matches
Wendell\Wendell,br BRA,DF,Leverkusen,27-283,1993,13.7,3,0,0,26,13,0,13,37,24,0,0,0,161,Matches
Oscar Wendt\Oscar-Wendt,se SWE,DF,M'Gladbach,35-187,1985,13.5,3,0,0,17,4,2,22,15,5,0,0,0,114,Matches
William\William,br BRA,FW,Wolfsburg,26-026,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
William\William,br BRA,DFFW,Schalke 04,26-026,1995,5.3,2,0,0,5,6,0,7,14,9,0,0,0,38,Matches
Florian Wirtz\Florian-Wirtz,de GER,MF,Leverkusen,17-361,2003,22,1,0,0,20,13,5,13,19,16,0,0,0,177,Matches
Axel Witsel\Axel-Witsel,be BEL,MF,Dortmund,32-107,1989,12.6,4,0,0,15,20,0,1,15,15,0,0,0,149,Matches
Hannes Wolf\Hannes-Wolf,at AUT,FWMF,M'Gladbach,22-013,1999,13.8,0,0,0,31,25,2,5,8,17,0,0,0,127,Matches
Marius Wolf\Marius-Wolf,de GER,DFMF,Köln,25-337,1995,26.5,3,0,0,26,51,5,50,32,18,1,2,0,214,Matches
Nick Woltemade\Nick-Woltemade,de GER,MFFW,Werder Bremen,19-074,2002,1.6,1,0,0,2,2,0,1,1,1,0,0,0,12,Matches
Jeong Woo-yeong\Jeong-Woo-yeong,kr KOR,FWMF,Freiburg,21-221,1999,8.6,0,0,0,10,11,0,9,10,4,0,0,0,56,Matches
Joscha Wosz\Joscha-Wosz,de GER,DFFW,RB Leipzig,18-283,2002,0.4,0,0,0,1,0,0,0,0,1,0,0,0,2,Matches
Reinhold Yabo\Reinhold-Yabo,de GER,MFFW,Arminia,29-078,1992,7.2,1,0,0,6,6,5,3,7,7,0,0,0,40,Matches
Amin Younes\Amin-Younes,de GER,MFFW,Eint Frankfurt,27-266,1993,14.4,5,0,0,37,23,6,25,14,18,0,0,0,86,Matches
Dan-Axel Zagadou\Dan-Axel-Zagadou,fr FRA,DF,Dortmund,21-330,1999,3.1,0,0,0,0,1,0,0,9,1,0,0,0,41,Matches
Denis Zakaria\Denis-Zakaria,ch SUI,MFDF,M'Gladbach,24-160,1996,13.6,3,0,0,19,11,0,3,24,19,0,0,0,107,Matches
Deyovaisio Zeefuik\Deyovaisio-Zeefuik,nl NED,DFMF,Hertha BSC,23-049,1998,8.6,4,1,1,18,17,1,20,7,12,0,1,0,80,Matches
Robin Zentner\Robin-Zentner,de GER,GK,Mainz 05,26-183,1994,29,2,0,0,0,5,0,0,0,0,0,0,0,176,Matches
Ron-Robert Zieler\Ron-Robert-Zieler,de GER,GK,Köln,32-076,1989,0.6,0,0,0,0,0,0,0,0,0,0,0,0,5,Matches
Joshua Zirkzee\Joshua-Zirkzee,nl NED,FW,Bayern Munich,19-342,2001,1,0,0,0,2,1,1,0,0,0,0,0,0,6,Matches
Steven Zuber\Steven-Zuber,ch SUI,DF,Eint Frankfurt,29-255,1991,5.5,1,0,0,14,9,1,13,2,14,0,0,0,54,Matches
