Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Miguel Ángel Guerrero\Miguel-Angel-Guerrero,es ESP,FW,Leganés,27,1990,16.1,3,0,0,35,23,14,1,5,3,0,0,0,70,22,26,45.8,Matches
Miguel Ángel Moyá\Miguel-Angel-Moya,es ESP,GK,Real Sociedad,33,1984,8.5,0,0,0,0,1,0,0,0,0,0,1,0,43,0,0,,Matches
Miguel Ángel Rubio\Miguel-Angel-Rubio,es ESP,DF,Getafe,19,1998,0.3,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,100,Matches
José Ángel\Jose-Angel,es ESP,DF,Eibar,27,1989,26.9,4,0,0,18,18,1,117,30,31,0,0,0,358,22,15,59.5,Matches
Vitorino Antunes\Vitorino-Antunes,pt POR,DF,Getafe,30,1987,31.1,14,0,0,49,36,1,83,44,21,0,0,0,306,13,11,54.2,Matches
Alberto Aquilani\Alberto-Aquilani,it ITA,MF,Las Palmas,33,1984,14.4,4,0,0,21,14,1,5,19,19,0,0,0,119,4,5,44.4,Matches
Mauro Arambarri\Mauro-Arambarri,uy URU,MF,Getafe,21,1995,23.6,9,2,1,51,43,0,6,22,34,0,0,0,290,11,21,34.4,Matches
Guilherme Arana\Guilherme-Arana,br BRA,DF,Sevilla,20,1997,2.1,0,0,0,2,2,0,2,2,0,0,0,1,26,0,1,0,Matches
Sergio Araujo\Sergio-Araujo,ar ARG,FWMF,Las Palmas,25,1992,0.4,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,,Matches
Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Eibar,30,1987,26.8,8,0,0,25,12,0,9,51,15,0,2,1,465,26,24,52,Matches
José Arnaiz\Jose-Arnaiz,es ESP,MF,Barcelona,22,1995,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Alejandro Arribas\Alejandro-Arribas,es ESP,DF,La Coruña,28,1989,3,0,0,0,5,2,0,0,3,3,0,1,1,31,1,0,100,Matches
Sergio Arribas\Sergio-Arribas,es ESP,FW,Leganés,22,1995,0.3,0,0,,0,,,,,,,,,,,,,Matches
Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Athletic Club,22,1994,30,4,0,0,0,7,0,0,0,0,0,1,0,131,0,0,,Matches
Aythami Artiles\Aythami-Artiles,es ESP,DF,Las Palmas,31,1986,2.1,0,0,0,0,1,0,0,1,2,0,0,0,13,5,0,100,Matches
Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,28,1989,23,3,0,0,3,3,0,0,0,0,0,1,0,119,0,0,,Matches
Marco Asensio\Marco-Asensio,es ESP,FWMF,Real Madrid,21,1996,20.5,2,0,0,7,27,3,76,9,16,0,0,0,98,0,0,,Matches
Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,29,1987,32.6,9,0,0,21,62,12,52,14,19,1,0,0,175,8,21,27.6,Matches
Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,30,1986,27.5,9,0,0,24,22,41,27,5,5,0,0,0,74,11,27,28.9,Matches
Cédric Bakambu\Cedric-Bakambu,cd COD,FW,Villarreal,26,1991,14,5,0,0,41,19,11,18,5,5,0,0,0,44,9,32,22,Matches
Zakaria Bakkali\Zakaria-Bakkali,be BEL,FWMF,La Coruña,21,1996,10.2,5,0,0,15,20,4,24,8,6,0,0,0,68,2,8,20,Matches
Gareth Bale\Gareth-Bale,wal WAL,FWMF,Real Madrid,28,1989,19.9,5,0,0,25,16,13,58,7,7,2,0,0,67,23,19,54.8,Matches
Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,29,1988,17.2,1,0,0,22,17,0,39,13,25,0,0,0,170,7,6,53.8,Matches
Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,29,1988,26.7,9,1,0,39,53,2,43,14,39,0,0,0,299,5,8,38.5,Matches
Léo Baptistão\Leo-Baptistao,br BRA,FWMF,Espanyol,24,1992,29.7,4,0,0,49,50,16,37,15,33,0,0,0,150,28,40,41.2,Matches
Mariano Barbosa\Mariano-Barbosa,ar ARG,GK,Villarreal,33,1984,12.5,0,0,0,0,3,0,0,0,0,0,0,0,46,0,0,,Matches
Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,22,1995,17.6,9,0,0,37,25,3,24,22,22,0,0,0,131,3,12,20,Matches
Antonio Barragán\Antonio-Barragan,es ESP,DFMF,Betis,30,1987,26.3,7,0,0,51,19,4,79,15,22,0,0,0,217,30,15,66.7,Matches
Barri\Barri,es ESP,MFFW,Getafe,21,1995,1.3,0,0,0,3,0,0,0,1,0,0,0,0,8,2,1,66.7,Matches
Marc Bartra\Marc-Bartra,es ESP,DF,Betis,26,1991,15.8,6,0,0,19,17,0,3,25,27,0,0,0,208,19,8,70.4,Matches
Borja Bastón\Borja-Baston,es ESP,FW,Málaga,24,1992,11,2,0,0,14,7,9,2,3,3,1,0,0,39,23,21,52.3,Matches
Jon Bautista\Jon-Bautista,es ESP,FWMF,Real Sociedad,22,1995,2.1,0,0,0,4,1,1,0,0,0,0,0,0,9,6,5,54.5,Matches
Paul Baysse\Paul-Baysse,fr FRA,DF,Málaga,29,1988,13.8,1,0,0,17,9,3,2,12,10,0,0,0,173,26,12,68.4,Matches
Claudio Beauvue\Claudio-Beauvue,GPE,FW,Leganés,29,1988,18.6,4,0,0,28,26,18,11,1,2,0,0,0,41,47,61,43.5,Matches
Bebé\Bebe,pt POR,MFFW,Eibar,27,1990,4.1,0,0,0,5,4,3,25,1,5,0,0,0,30,2,2,50,Matches
Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Sevilla,26,1990,18.9,2,2,1,15,21,21,12,6,3,0,0,0,77,7,34,17.1,Matches
Karim Benzema\Karim-Benzema,fr FRA,FW,Real Madrid,29,1987,23.9,0,0,0,19,13,17,18,6,6,1,0,0,81,3,16,15.8,Matches
Markel Bergara\Markel-Bergara,es ESP,MF,Getafe,31,1986,16.2,5,0,0,33,18,2,6,17,16,0,0,0,175,23,13,63.9,Matches
Pedro Bigas\Pedro-Bigas,es ESP,DF,Las Palmas,26,1990,9.9,3,0,0,12,6,1,0,16,12,0,0,0,100,6,3,66.7,Matches
Rubén Blanco\Ruben-Blanco,es ESP,GK,Celta Vigo,22,1995,21.6,3,1,0,4,0,0,0,0,0,0,0,0,69,0,0,,Matches
Emmanuel Boateng\Emmanuel-Boateng,gh GHA,FW,Levante,21,1996,14.2,5,0,0,41,38,9,6,5,2,1,1,0,54,44,37,54.3,Matches
Daniele Bonera\Daniele-Bonera,it ITA,DF,Villarreal,36,1981,13.2,4,1,0,11,11,0,0,10,10,0,1,0,116,8,3,72.7,Matches
Celso Borges\Celso-Borges,cr CRC,MF,La Coruña,29,1988,25.5,4,2,1,31,14,5,17,27,33,0,0,0,291,84,63,57.1,Matches
Ryad Boudebouz\Ryad-Boudebouz,dz ALG,MFFW,Betis,27,1990,15.2,2,0,0,20,18,1,29,9,18,0,0,0,96,7,10,41.2,Matches
Yassine Bounou\Yassine-Bounou,ma MAR,GK,Girona,26,1991,29.5,2,0,0,2,1,0,0,0,0,0,1,0,155,0,0,,Matches
Eneko Bóveda\Eneko-Boveda,es ESP,DF,La Coruña,28,1988,7.4,2,0,0,10,4,0,1,9,9,0,0,1,80,9,15,37.5,Matches
Eneko Bóveda\Eneko-Boveda,es ESP,DF,Athletic Club,28,1988,5.8,1,0,0,12,1,1,16,9,5,0,0,0,65,6,6,50,Matches
Lucas Boyé\Lucas-Boye,ar ARG,FWMF,Celta Vigo,21,1996,3.2,2,0,0,11,1,0,8,8,3,0,0,0,32,1,4,20,Matches
Darko Brašanac\Darko-Brasanac,rs SRB,MFFW,Leganés,25,1992,13.4,3,0,0,19,20,3,11,12,15,0,0,0,128,13,11,54.2,Matches
Alberto Bueno\Alberto-Bueno,es ESP,FWMF,Málaga,29,1988,2.6,0,0,0,3,7,1,3,0,2,0,0,0,24,1,12,7.7,Matches
Burgui\Burgui,es ESP,FWMF,Alavés,23,1993,11.5,1,0,0,10,19,5,18,4,7,1,0,0,56,1,11,8.3,Matches
Sergio Busquets\Sergio-Busquets,es ESP,MF,Barcelona,29,1988,28.8,8,0,0,31,58,0,3,35,44,1,0,0,319,35,17,67.3,Matches
Unai Bustinza\Unai-Bustinza,es ESP,DF,Leganés,25,1992,18.2,5,0,0,27,19,2,11,35,20,0,1,0,216,25,18,58.1,Matches
Erick Cabaco\Erick-Cabaco,uy URU,DF,Levante,22,1995,11.5,4,0,0,13,13,0,0,11,13,1,0,0,99,12,6,66.7,Matches
Gustavo Cabral\Gustavo-Cabral,ar ARG,DF,Celta Vigo,31,1985,20.8,5,0,0,15,4,2,0,20,21,0,1,0,256,34,16,68,Matches
Leandro Cabrera\Leandro-Cabrera,uy URU,DF,Getafe,26,1991,8,3,0,0,14,3,1,14,19,10,0,0,0,108,10,5,66.7,Matches
Cala\Cala,es ESP,DF,Getafe,27,1989,20,9,0,0,28,23,2,0,21,14,0,1,0,273,38,21,64.4,Matches
Carlos Calderón\Carlos-Calderon,es ESP,FW,Getafe,22,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Matches
Jonathan Calleri\Jonathan-Calleri,ar ARG,FW,Las Palmas,23,1993,34.5,7,0,0,70,77,39,30,9,17,1,1,0,124,67,78,46.2,Matches
Víctor Camarasa\Victor-Camarasa,es ESP,MF,Betis,23,1994,13.9,2,0,0,15,31,2,6,15,9,0,0,1,96,8,10,44.4,Matches
José Campaña\Jose-Campana,es ESP,MF,Levante,24,1993,30.3,9,2,1,31,30,1,35,31,34,0,0,0,307,11,24,31.4,Matches
Joel Campbell\Joel-Campbell,cr CRC,MFFW,Betis,25,1992,2.4,1,0,0,3,13,0,2,0,1,0,0,0,22,0,1,0,Matches
Sergio Canales\Sergio-Canales,es ESP,MFFW,Real Sociedad,26,1991,21.5,4,0,0,22,30,0,59,12,21,1,0,0,141,1,6,14.3,Matches
João Cancelo\Joao-Cancelo,pt POR,MF,Valencia,23,1994,1,0,0,0,1,2,0,7,0,1,0,0,0,12,0,0,,Matches
Ander Capa\Ander-Capa,es ESP,DF,Eibar,25,1992,25.1,4,0,0,32,12,6,70,30,25,0,0,0,317,17,6,73.9,Matches
Lionel Carole\Lionel-Carole,fr FRA,DF,Sevilla,26,1991,6,0,0,0,4,7,0,3,9,5,0,0,0,66,2,5,28.6,Matches
Yannick Carrasco\Yannick-Carrasco,be BEL,MFFW,Atlético Madrid,23,1993,10,3,0,0,13,8,2,20,7,12,0,0,0,84,1,6,14.3,Matches
Daniel Carriço\Daniel-Carrico,pt POR,DF,Sevilla,28,1988,5.1,1,0,0,5,0,0,2,5,6,0,0,0,70,7,5,58.3,Matches
Federico Cartabia\Federico-Cartabia,ar ARG,FWMF,La Coruña,24,1993,14.7,6,0,0,20,47,4,38,10,20,1,0,0,103,3,16,15.8,Matches
Dani Carvajal\Dani-Carvajal,es ESP,DF,Real Madrid,25,1992,24.7,11,1,0,46,32,3,93,31,33,0,1,0,246,17,16,51.5,Matches
Casemiro\Casemiro,br BRA,MF,Real Madrid,25,1992,28.8,8,0,0,58,73,2,10,41,67,0,0,0,338,36,22,62.1,Matches
Kiko Casilla\Kiko-Casilla,es ESP,GK,Real Madrid,30,1986,10,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,,Matches
Dani Castellano\Dani-Castellano,es ESP,DF,Las Palmas,29,1987,22.5,5,0,0,16,30,4,32,19,20,0,0,0,214,13,12,52,Matches
Javi Castellano\Javi-Castellano,es ESP,MF,Las Palmas,29,1987,17.4,4,0,0,13,26,0,3,26,25,0,1,0,204,19,19,50,Matches
Samu Castillejo\Samu-Castillejo,es ESP,MFFW,Villarreal,22,1995,23,4,0,0,43,66,7,51,18,26,2,0,0,139,11,24,31.4,Matches
Chory Castro\Chory-Castro,uy URU,MFFW,Málaga,32,1984,22.8,5,2,1,24,28,3,83,17,18,0,0,0,190,14,12,53.8,Matches
Jonny Castro\Jonny-Castro,es ESP,DF,Celta Vigo,23,1994,35.6,10,0,0,45,38,1,45,55,57,1,0,0,380,22,23,48.9,Matches
Rubén Castro\Ruben-Castro,es ESP,FW,Betis,36,1981,4,0,0,0,1,5,6,0,0,0,0,0,0,17,0,2,0,Matches
Dani Ceballos\Dani-Ceballos,es ESP,MFFW,Real Madrid,20,1996,4.5,0,0,0,4,15,0,4,2,5,0,0,0,42,0,0,,Matches
Emanuel Cecchini\Emanuel-Cecchini,ar ARG,MFDF,Málaga,20,1996,0.3,1,0,0,2,0,0,0,0,3,0,0,0,5,0,0,,Matches
Nereo Champagne\Nereo-Champagne,ar ARG,GK,Leganés,32,1985,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches
Charles\Charles,br BRA,FW,Eibar,33,1984,17.5,5,1,0,42,29,10,10,6,4,1,0,0,79,41,46,47.1,Matches
Chema\Chema,es ESP,DF,Levante,25,1992,22.4,8,1,0,22,13,2,0,16,17,0,0,1,193,24,11,68.6,Matches
Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,Villarreal,26,1990,10.3,2,0,0,21,14,5,29,9,11,1,0,0,79,5,11,31.3,Matches
Leandro Chichizola\Leandro-Chichizola,ar ARG,GK,Las Palmas,27,1990,27,2,0,0,2,7,0,0,0,0,0,0,0,140,0,0,,Matches
Chuca\Chuca,es ESP,MF,Villarreal,20,1997,1,1,0,0,1,2,0,4,0,0,0,0,0,6,0,1,0,Matches
Cifu\Cifu,es ESP,DF,Málaga,26,1990,1.2,0,0,0,4,2,0,8,4,2,0,0,0,11,1,0,100,Matches
Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Barcelona,28,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Coke\Coke,es ESP,DF,Levante,30,1987,15.4,5,2,1,22,12,4,19,23,21,0,0,0,147,13,12,52,Matches
Emre Çolak\Emre-Colak,tr TUR,MFFW,La Coruña,26,1991,16.1,4,0,0,18,24,2,40,5,15,0,0,0,128,3,13,18.8,Matches
Francis Coquelin\Francis-Coquelin,fr FRA,MFDF,Valencia,26,1991,7.3,2,0,0,13,7,1,4,11,9,0,0,0,94,13,6,68.4,Matches
Sébastien Corchia\Sebastien-Corchia,fr FRA,DF,Sevilla,26,1990,9.1,4,0,0,14,22,3,23,9,7,0,1,0,83,8,3,72.7,Matches
Iñigo Córdoba\Inigo-Cordoba,es ESP,FWMF,Athletic Club,20,1997,16.2,3,0,0,16,35,5,50,18,25,0,0,0,123,11,20,35.5,Matches
Ángel Correa\Angel-Correa,ar ARG,FWMF,Atlético Madrid,22,1995,24.9,4,2,1,44,49,6,40,16,30,0,0,0,201,5,17,22.7,Matches
Joaquín Correa\Joaquin-Correa,ar ARG,FWMF,Sevilla,22,1994,13.2,5,0,0,21,43,5,9,7,5,1,0,0,78,8,10,44.4,Matches
Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,28,1988,11.5,7,2,1,21,19,19,5,3,11,1,0,0,36,12,15,44.4,Matches
Jaume Costa\Jaume-Costa,es ESP,DF,Villarreal,29,1988,28.3,14,2,1,53,38,0,63,32,38,1,2,0,257,26,21,55.3,Matches
Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,Barcelona,25,1992,14.4,1,0,0,11,32,9,17,7,10,0,0,0,94,4,1,80,Matches
Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Leganés,33,1984,35,4,0,0,0,8,0,0,0,0,0,0,0,186,0,0,,Matches
Sergi Darder\Sergi-Darder,es ESP,MF,Espanyol,23,1993,30.9,7,0,0,35,30,0,20,35,33,0,0,0,293,5,10,33.3,Matches
Salem Al-Dawsari\Salem-Al-Dawsari,sa KSA,MF,Villarreal,25,1991,0.4,1,0,0,1,1,1,1,0,1,0,0,0,6,0,0,,Matches
Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWMF,Barcelona,20,1997,10.2,2,0,0,9,18,3,25,5,5,0,1,0,50,1,3,25,Matches
Ermedin Demirovi?\Ermedin-Demirovic,ba BIH,FW,Alavés,19,1998,2,0,0,0,5,3,2,1,0,2,0,0,0,7,3,6,33.3,Matches
Gerard Deulofeu\Gerard-Deulofeu,es ESP,MFFW,Barcelona,23,1994,5.6,1,0,0,11,5,4,14,6,4,0,0,0,35,0,1,0,Matches
Adrián Diéguez\Adrian-Dieguez,es ESP,DF,Alavés,21,1996,4.8,5,0,0,13,2,0,1,9,5,0,1,0,41,0,3,0,Matches
Lucas Digne\Lucas-Digne,fr FRA,DF,Barcelona,24,1993,7.9,2,0,0,11,7,2,16,13,11,0,1,0,82,6,6,50,Matches
Papakouli Diop\Papakouli-Diop,sn SEN,MF,Espanyol,31,1986,2.9,2,0,0,11,6,0,0,5,3,0,0,0,34,2,1,66.7,Matches
Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,31,1986,10.4,5,0,0,24,20,0,5,9,14,0,0,0,156,11,23,32.4,Matches
Djené\Djene,tg TOG,DF,Getafe,25,1991,36,9,0,0,52,26,1,9,61,53,1,1,0,513,39,31,55.7,Matches
Marko Dmitrovi?\Marko-Dmitrovic,rs SRB,GK,Eibar,25,1992,36,1,0,0,2,7,0,0,0,0,0,0,0,192,0,0,,Matches
Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,26,1990,5,2,0,0,0,1,0,0,0,0,0,0,0,26,0,0,,Matches
Mauro dos Santos\Mauro-dos-Santos,ar ARG,DF,Leganés,28,1989,11,3,0,0,10,3,2,2,9,13,0,0,0,113,8,5,61.5,Matches
Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,24,1992,11.3,4,0,0,34,11,0,2,12,18,0,0,0,102,8,8,50,Matches
Óscar Duarte\Oscar-Duarte,cr CRC,DF,Espanyol,28,1989,11,1,0,0,7,6,0,0,7,6,0,0,0,133,21,8,72.4,Matches
Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,21,1995,23.8,9,2,1,48,35,1,36,30,29,0,2,0,283,22,15,59.5,Matches
Riza Durmisi\Riza-Durmisi,dk DEN,DFMF,Betis,23,1994,23.1,4,0,0,15,12,2,52,13,17,0,0,0,158,3,9,25,Matches
Hugo Duro\Hugo-Duro,es ESP,FW,Getafe,17,1999,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Matches
Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,23,1994,17.7,1,0,0,18,11,3,8,21,8,0,0,0,195,22,13,62.9,Matches
Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,23,1993,29.9,11,2,1,27,18,2,1,28,14,0,3,0,331,73,24,75.3,Matches
Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Málaga,20,1997,17.8,2,2,1,32,33,15,14,5,11,0,0,0,81,41,64,39,Matches
Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,27,1990,14.8,2,0,0,20,28,21,7,5,8,2,0,1,51,36,55,39.6,Matches
Javier Eraso\Javier-Eraso,es ESP,MFFW,Leganés,27,1990,28.1,4,0,0,35,27,6,32,20,14,0,0,0,211,8,29,21.6,Matches
Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Eibar,24,1993,17.5,3,0,0,23,17,0,11,24,29,0,0,0,231,30,23,56.6,Matches
Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,27,1989,25.9,10,0,0,34,39,1,44,44,36,0,0,0,301,35,27,56.5,Matches
Bernardo Espinosa\Bernardo-Espinosa,co COL,DF,Girona,28,1989,31.9,7,0,0,38,17,3,6,35,22,0,1,0,356,70,21,76.9,Matches
Oghenekaro Etebo\Oghenekaro-Etebo,ng NGA,MF,Las Palmas,21,1995,13.5,3,0,0,16,45,1,2,19,13,0,0,0,125,11,6,64.7,Matches
Beñat Etxebarria\Benat-Etxebarria,es ESP,MF,Athletic Club,30,1987,12.5,3,0,0,17,15,0,24,22,15,0,0,0,129,2,5,28.6,Matches
Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Athletic Club,29,1987,4.2,2,0,0,10,2,0,1,4,2,0,0,0,35,2,3,40,Matches
Edu Expósito\Edu-Exposito,es ESP,MF,La Coruña,20,1996,1.1,1,0,0,2,1,0,0,0,0,0,0,0,9,0,1,0,Matches
Erik Expósito\Erik-Exposito,es ESP,FW,Las Palmas,21,1996,5.3,0,0,0,5,4,2,3,2,0,0,0,0,14,14,10,58.3,Matches
Imoh Ezekiel\Imoh-Ezekiel,ng NGA,FWMF,Las Palmas,23,1993,5.2,0,0,0,7,7,2,10,1,6,0,0,0,19,0,5,0,Matches
Fayçal Fajr\Faycal-Fajr,ma MAR,MFFW,Getafe,28,1988,26.5,7,0,0,44,37,1,68,22,41,0,0,0,300,20,17,54.1,Matches
Zouhair Feddal\Zouhair-Feddal,ma MAR,DF,Betis,28,1989,14,7,0,0,21,17,1,3,29,10,0,0,1,163,22,10,68.8,Matches
Andrés Fernández\Andres-Fernandez,es ESP,GK,Villarreal,30,1986,2.5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches
Augusto Fernández\Augusto-Fernandez,ar ARG,MFFW,Atlético Madrid,31,1986,1.2,1,0,0,1,1,0,0,1,1,0,0,0,17,2,1,66.7,Matches
Carlos Fernández\Carlos-Fernandez,es ESP,FW,Sevilla,21,1996,1.5,0,0,0,4,1,0,1,0,1,0,0,0,7,0,1,0,Matches
Enzo Fernández\Enzo-Fernandez,es ESP,MF,Alavés,22,1995,0.8,0,0,0,2,0,1,0,0,2,0,0,0,6,0,3,0,Matches
Raúl Fernández\Raul-Fernandez,es ESP,GK,Levante,29,1988,11,0,0,0,0,2,0,0,0,0,0,0,0,52,0,0,,Matches
Junior Firpo\Junior-Firpo,es ESP,DFMF,Betis,20,1996,13.2,4,0,0,18,16,0,15,15,7,0,0,0,107,9,14,39.1,Matches
Mathieu Flamini\Mathieu-Flamini,fr FRA,MF,Getafe,33,1984,5.3,2,2,1,15,1,0,4,6,5,0,0,0,62,8,4,66.7,Matches
Andreu Fontàs\Andreu-Fontas,es ESP,DF,Celta Vigo,27,1989,9.8,2,0,0,6,1,0,0,10,8,0,0,0,92,5,6,45.5,Matches
Pablo Fornals\Pablo-Fornals,es ESP,MFFW,Villarreal,21,1996,29.1,4,0,0,32,31,2,34,17,34,0,0,0,208,16,22,42.1,Matches
Javi Fuego\Javi-Fuego,es ESP,MF,Villarreal,33,1984,6,2,0,0,11,9,0,1,7,9,0,1,0,100,5,8,38.5,Matches
Javi Fuego\Javi-Fuego,es ESP,MF,Espanyol,33,1984,14.8,6,0,0,27,27,0,0,16,16,0,0,0,208,19,17,52.8,Matches
Gabi\Gabi,es ESP,MF,Atlético Madrid,34,1983,26.2,8,0,0,48,22,1,15,31,38,0,1,0,357,10,12,45.5,Matches
Gabriel\Gabriel,br BRA,MF,Leganés,23,1993,26.3,6,0,0,58,52,2,24,45,60,1,0,0,302,69,47,59.5,Matches
Nicolás Gaitán\Nicolas-Gaitan,ar ARG,MFFW,Atlético Madrid,29,1988,2.5,0,0,0,1,4,1,5,0,5,0,0,0,17,1,2,33.3,Matches
Álex Gálvez\Alex-Galvez,es ESP,DF,Eibar,28,1989,4,1,0,0,2,2,1,0,7,4,0,1,0,72,4,2,66.7,Matches
