Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Antonio Rukavina\Antonio-Rukavina,rs SRB,DF,Villarreal,33,1984,17,14,1275,14.2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.9,0.9,0,0.06,0.07,0,0.07,Matches
Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Real Sociedad,25,1992,26,26,2340,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Enric Saborit\Enric-Saborit,es ESP,DF,Athletic Club,25,1992,19,16,1433,15.9,0,1,0,0,0,5,0,0,0.06,0.06,0,0.06,0.3,0.3,0.6,0.9,0.02,0.04,0.06,0.02,0.06,Matches
Mujaid Sadick\Mujaid-Sadick,es ESP,DF,La Coruña,17,2000,2,1,107,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Armando Sadiku\Armando-Sadiku,al ALB,FW,Levante,26,1991,6,4,268,3,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3,0.1,0.02,0.12,0.1,0.12,Matches
Sergi Samper\Sergi-Samper,es ESP,MF,Las Palmas,22,1995,2,2,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jairo Samperio\Jairo-Samperio,es ESP,FWDF,Las Palmas,24,1993,11,6,555,6.2,0,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0.4,0.9,0.09,0.06,0.15,0.09,0.15,Matches
Mikel San José\Mikel-San-Jose,es ESP,MF,Athletic Club,28,1989,26,24,2153,23.9,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,1.3,1.3,1.2,2.5,0.05,0.05,0.11,0.05,0.11,Matches
Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,21,1996,17,8,854,9.5,8,0,8,0,0,0,0,0.84,0,0.84,0.84,0.84,5.1,5.1,0.1,5.2,0.54,0.01,0.55,0.54,0.55,Matches
Carlos Sánchez\Carlos-Sanchez,co COL,MF,Espanyol,31,1986,14,13,1122,12.5,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.5,0.5,0.01,0.04,0.04,0.01,0.04,Matches
Sergio Sánchez\Sergio-Sanchez,es ESP,DF,Espanyol,31,1986,2,1,102,1.1,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0,0.05,0.05,0.05,Matches
Víctor Sánchez\Victor-Sanchez,es ESP,DFMF,Espanyol,29,1987,30,29,2452,27.2,0,2,0,0,0,13,0,0,0.07,0.07,0,0.07,0.6,0.6,0.5,1.2,0.02,0.02,0.04,0.02,0.04,Matches
Arona Sané\Arona-Sane,sn SEN,MF,Atlético Madrid,22,1995,1,0,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Villarreal,25,1991,18,5,649,7.2,5,1,4,1,1,1,0,0.69,0.14,0.83,0.55,0.69,2.7,2,1.5,3.5,0.39,0.21,0.61,0.29,0.5,Matches
Christian Santos\Christian-Santos,ve VEN,FW,Alavés,29,1988,10,5,438,4.9,2,0,2,0,0,3,2,0.41,0,0.41,0.41,0.41,1.3,1.3,0.2,1.5,0.27,0.04,0.31,0.27,0.31,Matches
Pablo Sarabia\Pablo-Sarabia,es ESP,FWMF,Sevilla,25,1992,34,27,2394,26.6,6,5,6,0,0,8,2,0.23,0.19,0.41,0.23,0.41,6.6,6.6,5.8,12.5,0.25,0.22,0.47,0.25,0.47,Matches
Imanol Sarriegi\Imanol-Sarriegi,es ESP,MFFW,Eibar,22,1995,3,0,43,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Stefan Savi?\Stefan-Savic,me MNE,DF,Atlético Madrid,26,1991,27,26,2299,25.5,0,0,0,0,0,6,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.01,0.01,0.01,0.01,0.01,Matches
Fabian Schär\Fabian-Schar,ch SUI,DF,La Coruña,25,1991,25,25,2219,24.7,2,2,2,0,0,10,0,0.08,0.08,0.16,0.08,0.16,3.5,3.5,0.3,3.8,0.14,0.01,0.15,0.14,0.15,Matches
Nélson Semedo\Nelson-Semedo,pt POR,DF,Barcelona,23,1993,24,17,1500,16.7,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,1.2,1.4,0.01,0.07,0.09,0.01,0.09,Matches
Rúben Semedo\Ruben-Semedo,pt POR,DFMF,Villarreal,23,1994,4,3,229,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
Gaku Shibasaki\Gaku-Shibasaki,jp JPN,MFFW,Getafe,25,1992,22,12,994,11,1,0,1,0,0,2,0,0.09,0,0.09,0.09,0.09,0.5,0.5,0.9,1.4,0.04,0.08,0.12,0.04,0.12,Matches
Sidnei\Sidnei,br BRA,DF,La Coruña,27,1989,21,21,1778,19.8,1,1,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,0.6,0.6,0.4,1,0.03,0.02,0.05,0.03,0.05,Matches
Jaime Sierra Mateos\Jaime-Sierra-Mateos,es ESP,FWMF,Leganés,19,1998,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
David Simón\David-Simon,es ESP,DF,Las Palmas,28,1988,11,6,723,8,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,1.2,1.4,0.02,0.15,0.17,0.02,0.17,Matches
Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,28,1988,24,24,2051,22.8,1,1,1,0,0,9,2,0.04,0.04,0.09,0.04,0.09,1.5,1.5,0.7,2.1,0.06,0.03,0.09,0.06,0.09,Matches
Pione Sisto\Pione-Sisto,dk DEN,FWMF,Celta Vigo,22,1995,34,31,2500,27.8,5,7,5,0,0,2,0,0.18,0.25,0.43,0.18,0.43,3.8,3.8,4.6,8.3,0.13,0.16,0.3,0.13,0.3,Matches
Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,20,1996,1,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Alavés,25,1992,28,15,1474,16.4,3,3,3,0,0,5,0,0.18,0.18,0.37,0.18,0.37,3.1,3.1,1.1,4.2,0.19,0.07,0.26,0.19,0.26,Matches
Carlos Soler\Carlos-Soler,es ESP,MFFW,Valencia,20,1997,33,27,2357,26.2,1,4,1,0,0,4,0,0.04,0.15,0.19,0.04,0.19,4,4,2.9,6.9,0.15,0.11,0.26,0.15,0.26,Matches
Kévin Soni\Kevin-Soni,cm CMR,MF,Girona,19,1998,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
David Soria\David-Soria,es ESP,GK,Sevilla,24,1993,15,15,1263,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Roberto Soriano\Roberto-Soriano,it ITA,MFFW,Villarreal,26,1991,22,11,1140,12.7,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0.6,2.5,0.16,0.04,0.2,0.16,0.2,Matches
Cristhian Stuani\Cristhian-Stuani,uy URU,FW,Girona,30,1986,33,32,2688,29.9,21,0,16,5,5,8,0,0.7,0,0.7,0.54,0.54,17.3,13.5,0.5,14.1,0.57,0.02,0.59,0.45,0.46,Matches
Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,29,1988,33,33,2879,32,1,4,1,0,0,14,1,0.03,0.13,0.16,0.03,0.16,0.3,0.3,3.1,3.4,0.01,0.1,0.11,0.01,0.11,Matches
Denis Suárez\Denis-Suarez,es ESP,MFFW,Barcelona,23,1994,18,4,602,6.7,2,2,2,0,0,1,0,0.3,0.3,0.6,0.3,0.6,1.8,1.8,2.2,4,0.27,0.34,0.61,0.27,0.61,Matches
Leonardo Suárez\Leonardo-Suarez,ar ARG,MF,Villarreal,21,1996,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
Luis Suárez\Luis-Suarez,uy URU,FW,Barcelona,30,1987,33,32,2897,32.2,25,7,24,1,1,9,0,0.78,0.22,0.99,0.75,0.96,21.7,21,9.7,30.7,0.67,0.3,0.98,0.65,0.95,Matches
Isaac Success\Isaac-Success,ng NGA,MFFW,Málaga,21,1996,9,7,490,5.4,0,1,0,0,0,0,0,0,0.18,0.18,0,0.18,0.7,0.7,1.3,1.9,0.12,0.23,0.35,0.12,0.35,Matches
Markel Susaeta\Markel-Susaeta,es ESP,FWMF,Athletic Club,29,1987,34,26,2261,25.1,3,2,3,0,0,2,0,0.12,0.08,0.2,0.12,0.2,2.1,2.1,4.3,6.3,0.08,0.17,0.25,0.08,0.25,Matches
Tana\Tana,es ESP,MFFW,Las Palmas,26,1990,24,16,1543,17.1,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,1.5,1.5,1.3,2.8,0.09,0.08,0.16,0.09,0.16,Matches
Oussama Tannane\Oussama-Tannane,ma MAR,FWMF,Las Palmas,23,1994,10,7,549,6.1,0,2,0,0,0,1,0,0,0.33,0.33,0,0.33,0.7,0.7,0.7,1.3,0.1,0.11,0.21,0.1,0.21,Matches
Cristian Tello\Cristian-Tello,es ESP,FWMF,Betis,25,1991,32,16,1699,18.9,4,1,4,0,0,2,0,0.21,0.05,0.26,0.21,0.26,2.8,2.8,2.7,5.5,0.15,0.15,0.3,0.15,0.3,Matches
Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,25,1992,37,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
David Timor\David-Timor,es ESP,MFDF,Girona,27,1989,17,10,930,10.3,2,0,2,0,0,8,0,0.19,0,0.19,0.19,0.19,0.9,0.9,0.3,1.1,0.09,0.03,0.11,0.09,0.11,Matches
Tito\Tito,es ESP,DF,Leganés,32,1985,9,6,613,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.03,0.04,0,0.04,Matches
Hernán Toledo\Hernan-Toledo,ar ARG,FWMF,Las Palmas,21,1996,15,6,629,7,0,1,0,0,0,2,0,0,0.14,0.14,0,0.14,0.1,0.1,0.6,0.8,0.02,0.09,0.11,0.02,0.11,Matches
Toño\Tono,es ESP,DF,Levante,27,1989,12,12,1080,12,0,1,0,0,0,2,0,0,0.08,0.08,0,0.08,0.1,0.1,0.5,0.6,0.01,0.04,0.05,0.01,0.05,Matches
Daniel Torres\Daniel-Torres,co COL,MF,Alavés,27,1989,18,14,1216,13.5,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.01,0.03,0.04,0.01,0.04,Matches
Fernando Torres\Fernando-Torres,es ESP,FW,Atlético Madrid,33,1984,27,7,996,11.1,5,1,5,0,1,2,0,0.45,0.09,0.54,0.45,0.54,4.9,4.1,0.3,4.4,0.45,0.03,0.48,0.38,0.41,Matches
Ferrán Torres\Ferran-Torres,es ESP,MFFW,Valencia,17,2000,13,2,320,3.6,0,2,0,0,0,0,0,0,0.56,0.56,0,0.56,0.4,0.4,0.8,1.2,0.12,0.25,0.36,0.12,0.36,Matches
Miguel Torres\Miguel-Torres,es ESP,DF,Málaga,31,1986,8,8,672,7.5,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0,0.2,0.02,0.01,0.03,0.02,0.03,Matches
Pau Torres\Pau-Torres,es ESP,DFMF,Villarreal,20,1997,2,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alin To?ca\Alin-Tosca,ro ROU,DF,Betis,25,1992,6,5,423,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.01,0.01,0.03,0.01,0.03,Matches
Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,25,1991,34,32,2690,29.9,3,4,2,1,2,10,2,0.1,0.13,0.23,0.07,0.2,2.9,1.4,4.1,5.5,0.1,0.14,0.23,0.05,0.18,Matches
Przemys?aw Tyto?\Przemyslaw-Tyton,pl POL,GK,La Coruña,30,1987,2,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,23,1993,25,24,2189,24.3,1,0,1,0,0,7,0,0.04,0,0.04,0.04,0.04,1.1,1.1,0,1.1,0.05,0,0.05,0.05,0.05,Matches
Enes Ünal\Enes-Unal,tr TUR,FW,Levante,20,1997,7,7,595,6.6,1,1,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3,1.9,1.9,0.8,2.7,0.29,0.11,0.4,0.29,0.4,Matches
Enes Ünal\Enes-Unal,tr TUR,FW,Villarreal,20,1997,23,11,1134,12.6,5,1,5,0,0,1,0,0.4,0.08,0.48,0.4,0.48,5,5,1.4,6.3,0.4,0.11,0.51,0.4,0.51,Matches
Francis Uzoho\Francis-Uzoho,ng NGA,GK,La Coruña,18,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Gerard Valentín\Gerard-Valentin,es ESP,DFFW,La Coruña,24,1993,3,2,158,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03,Matches
Borja Valle\Borja-Valle,es ESP,FWMF,La Coruña,25,1992,17,3,497,5.5,3,2,3,0,0,1,0,0.54,0.36,0.91,0.54,0.91,2.9,2.9,1.2,4.1,0.56,0.23,0.79,0.56,0.79,Matches
Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Real Madrid,20,1997,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Federico Valverde\Federico-Valverde,uy URU,MFFW,La Coruña,19,1998,24,12,1232,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,1.6,0.06,0.06,0.12,0.06,0.12,Matches
Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,24,1993,27,27,2320,25.8,0,1,0,0,0,3,0,0,0.04,0.04,0,0.04,0.9,0.9,0.9,1.9,0.04,0.04,0.07,0.04,0.07,Matches
Franco Vázquez\Franco-Vazquez,ar ARG,MF,Sevilla,28,1989,30,22,1831,20.3,4,4,4,0,0,5,0,0.2,0.2,0.39,0.2,0.39,6.1,6.1,4.9,10.9,0.3,0.24,0.53,0.3,0.53,Matches
Lucas Vázquez\Lucas-Vazquez,es ESP,MFFW,Real Madrid,26,1991,33,16,1688,18.8,4,7,4,0,0,3,0,0.21,0.37,0.59,0.21,0.59,4.1,4.1,6,10.1,0.22,0.33,0.55,0.22,0.55,Matches
Koke Vegas\Koke-Vegas,es ESP,GK,Levante,21,1995,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Carlos Vela\Carlos-Vela,mx MEX,FWMF,Real Sociedad,28,1989,13,2,393,4.4,1,0,1,0,0,0,0,0.23,0,0.23,0.23,0.23,1.6,1.6,1.3,2.9,0.39,0.31,0.7,0.39,0.7,Matches
Thomas Vermaelen\Thomas-Vermaelen,be BEL,DF,Barcelona,31,1985,14,12,1018,11.3,0,1,0,0,0,3,0,0,0.09,0.09,0,0.09,0.3,0.3,0.4,0.7,0.03,0.03,0.06,0.03,0.06,Matches
Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,24,1993,12,11,804,8.9,1,1,1,0,0,6,0,0.11,0.11,0.22,0.11,0.22,0.8,0.8,0.3,1.1,0.09,0.04,0.13,0.09,0.13,Matches
Rúben Vezo\Ruben-Vezo,pt POR,DF,Valencia,23,1994,19,17,1558,17.3,0,0,0,0,0,2,2,0,0,0,0,0,0.2,0.2,0.3,0.5,0.01,0.02,0.03,0.01,0.03,Matches
Aleix Vidal\Aleix-Vidal,es ESP,MFFW,Barcelona,27,1989,15,4,468,5.2,1,1,1,0,0,0,0,0.19,0.19,0.38,0.19,0.38,1.2,1.2,1,2.2,0.24,0.2,0.45,0.24,0.45,Matches
Nacho Vidal\Nacho-Vidal,es ESP,DF,Valencia,22,1995,7,5,447,5,1,0,1,0,0,1,0,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.03,0.03,0.07,0.03,0.07,Matches
Jonathan Viera\Jonathan-Viera,es ESP,MF,Las Palmas,27,1989,23,23,1993,22.1,4,5,3,1,3,3,0,0.18,0.23,0.41,0.14,0.36,5.4,3.1,5.2,8.3,0.24,0.23,0.48,0.14,0.37,Matches
Luciano Vietto\Luciano-Vietto,ar ARG,FW,Atlético Madrid,23,1993,6,4,264,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0.9,0.9,0,0.9,0.3,0,0.3,0.3,0.3,Matches
Luciano Vietto\Luciano-Vietto,ar ARG,FW,Valencia,23,1993,14,5,535,5.9,2,1,2,0,0,1,0,0.34,0.17,0.5,0.34,0.5,1.1,1.1,1.3,2.4,0.18,0.23,0.41,0.18,0.41,Matches
Carlos Vigaray\Carlos-Vigaray,es ESP,DFMF,Alavés,22,1994,12,9,897,10,0,0,0,0,0,6,0,0,0,0,0,0,0.4,0.4,0.1,0.4,0.04,0.01,0.05,0.04,0.05,Matches
Dídac Vilà\Didac-Vila,es ESP,DFMF,Espanyol,28,1989,14,7,735,8.2,0,0,0,0,0,3,0,0,0,0,0,0,0.5,0.5,1.7,2.1,0.06,0.21,0.27,0.06,0.27,Matches
Asier Villalibre\Asier-Villalibre,es ESP,FW,Athletic Club,19,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Matches
Vitolo\Vitolo,es ESP,FWMF,Las Palmas,27,1989,9,8,690,7.7,1,1,1,0,0,0,0,0.13,0.13,0.26,0.13,0.26,0.8,0.8,1.1,1.9,0.11,0.14,0.25,0.11,0.25,Matches
Vitolo\Vitolo,es ESP,MFFW,Atlético Madrid,27,1989,14,8,616,6.8,1,1,1,0,0,1,1,0.15,0.15,0.29,0.15,0.29,0.8,0.8,0.7,1.5,0.12,0.09,0.22,0.12,0.22,Matches
Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DFMF,Atlético Madrid,25,1992,21,19,1697,18.9,0,4,0,0,0,7,0,0,0.21,0.21,0,0.21,0.2,0.2,1.7,1.9,0.01,0.09,0.1,0.01,0.1,Matches
Wakaso\Wakaso,gh GHA,MFFW,Alavés,27,1990,21,12,1099,12.2,0,1,0,0,0,7,0,0,0.08,0.08,0,0.08,1.1,1.1,0.5,1.6,0.09,0.04,0.13,0.09,0.13,Matches
Daniel Wass\Daniel-Wass,dk DEN,MFFW,Celta Vigo,28,1989,35,34,2920,32.4,4,8,4,0,0,3,0,0.12,0.25,0.37,0.12,0.37,4.4,4.4,5,9.4,0.13,0.15,0.29,0.13,0.29,Matches
Axel Werner\Axel-Werner,ar ARG,GK,Atlético Madrid,21,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Iñaki Williams\Inaki-Williams,es ESP,FWMF,Athletic Club,23,1994,38,31,2853,31.7,7,4,7,0,0,3,0,0.22,0.13,0.35,0.22,0.35,8.8,8.8,4.7,13.6,0.28,0.15,0.43,0.28,0.43,Matches
Yoel\Yoel,es ESP,GK,Eibar,28,1988,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Joseba Zaldúa\Joseba-Zaldua,es ESP,DF,Leganés,25,1992,30,29,2556,28.4,1,0,1,0,0,9,1,0.04,0,0.04,0.04,0.04,0.9,0.9,1.4,2.3,0.03,0.05,0.08,0.03,0.08,Matches
Simone Zaza\Simone-Zaza,it ITA,FW,Valencia,26,1991,33,23,2074,23,13,2,13,0,0,9,2,0.56,0.09,0.65,0.56,0.65,10.1,10.1,2.1,12.2,0.44,0.09,0.53,0.44,0.53,Matches
Nabil El Zhar\Nabil-El-Zhar,ma MAR,FWMF,Leganés,30,1986,30,20,2005,22.3,2,1,2,0,0,2,0,0.09,0.04,0.13,0.09,0.13,3.2,3.2,2.3,5.4,0.14,0.1,0.25,0.14,0.25,Matches
Luca Zidane\Luca-Zidane,fr FRA,GK,Real Madrid,19,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Igor Zubeldia\Igor-Zubeldia,es ESP,MF,Real Sociedad,20,1997,25,16,1589,17.7,1,2,1,0,0,4,2,0.06,0.11,0.17,0.06,0.17,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04,Matches
David Zurutuza\David-Zurutuza,es ESP,MF,Real Sociedad,31,1986,31,26,2236,24.8,0,2,0,0,0,2,0,0,0.08,0.08,0,0.08,2.3,2.3,1.1,3.4,0.09,0.04,0.14,0.09,0.14,Matches
