Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Lucas Hernández\Lucas-Hernandez,fr FRA,DF,Atlético Madrid,21,1996,27,24,2122,23.6,0,1,0,0,0,7,2,0,0.04,0.04,0,0.04,0.8,0.8,0.5,1.3,0.03,0.02,0.05,0.03,0.05,Matches
Luis Hernández\Luis-Hernandez,es ESP,DF,Málaga,28,1989,36,36,3240,36,0,2,0,0,0,8,0,0,0.06,0.06,0,0.06,0.4,0.4,0.5,1,0.01,0.02,0.03,0.01,0.03,Matches
Pablo Hernández\Pablo-Hernandez,cl CHI,MF,Celta Vigo,30,1986,30,18,1826,20.3,3,2,3,0,0,5,0,0.15,0.1,0.25,0.15,0.25,1.9,1.9,1.3,3.2,0.09,0.07,0.16,0.09,0.16,Matches
Theo Hernández\Theo-Hernandez,fr FRA,DF,Real Madrid,19,1997,13,10,962,10.7,0,1,0,0,0,1,0,0,0.09,0.09,0,0.09,0.4,0.4,0.6,1,0.04,0.06,0.1,0.04,0.1,Matches
Borja Herrera\Borja-Herrera,es ESP,DF,Las Palmas,24,1993,3,3,240,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.01,0.02,0,0.02,Matches
Iago Herrerín\Iago-Herrerin,es ESP,GK,Athletic Club,29,1988,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Andrew Hjulsager\Andrew-Hjulsager,dk DEN,DFMF,Celta Vigo,22,1995,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
Brown Ideye\Brown-Ideye,ng NGA,FW,Málaga,28,1988,13,8,736,8.2,1,0,1,0,0,2,0,0.12,0,0.12,0.12,0.12,1.4,1.4,0.4,1.8,0.17,0.05,0.22,0.17,0.22,Matches
Asier Illarramendi\Asier-Illarramendi,es ESP,MF,Real Sociedad,27,1990,36,35,3163,35.1,7,5,7,0,0,9,2,0.2,0.14,0.34,0.2,0.34,3.2,3.2,2.5,5.7,0.09,0.07,0.16,0.09,0.16,Matches
Andrés Iniesta\Andres-Iniesta,es ESP,MFFW,Barcelona,33,1984,30,25,1862,20.7,1,2,1,0,0,1,0,0.05,0.1,0.15,0.05,0.15,0.9,0.9,1.6,2.5,0.04,0.08,0.12,0.04,0.12,Matches
Takashi Inui\Takashi-Inui,jp JPN,MFFW,Eibar,29,1988,34,31,2622,29.1,5,3,5,0,0,4,0,0.17,0.1,0.27,0.17,0.27,4.7,4.7,1.7,6.4,0.16,0.06,0.22,0.16,0.22,Matches
Gorka Iraizoz\Gorka-Iraizoz,es ESP,GK,Girona,36,1981,9,8,765,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Carlos Isaac\Carlos-Isaac,es ESP,DF,Atlético Madrid,19,1998,1,1,62,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
Isco\Isco,es ESP,MFFW,Real Madrid,25,1992,30,21,1766,19.6,7,5,7,0,0,1,0,0.36,0.25,0.61,0.36,0.61,5,5,5.8,10.8,0.25,0.29,0.54,0.25,0.54,Matches
Manuel Iturra\Manuel-Iturra,cl CHI,MF,Málaga,33,1984,20,18,1583,17.6,0,1,0,0,0,6,0,0,0.06,0.06,0,0.06,0.5,0.5,0.7,1.2,0.03,0.04,0.07,0.03,0.07,Matches
Ander Iturraspe\Ander-Iturraspe,es ESP,MF,Athletic Club,28,1989,30,20,1904,21.2,0,0,0,0,0,7,0,0,0,0,0,0,0.2,0.2,2,2.3,0.01,0.1,0.11,0.01,0.11,Matches
Ivi\Ivi,es ESP,MFFW,Levante,23,1994,29,17,1762,19.6,4,3,3,1,1,3,0,0.2,0.15,0.36,0.15,0.31,3.3,2.5,2.4,4.9,0.17,0.12,0.29,0.13,0.25,Matches
Adnan Januzaj\Adnan-Januzaj,be BEL,FWMF,Real Sociedad,22,1995,28,18,1566,17.4,3,5,3,0,0,4,0,0.17,0.29,0.46,0.17,0.46,5.8,5.8,4,9.8,0.33,0.23,0.56,0.33,0.56,Matches
Jason\Jason,es ESP,MFFW,Levante,23,1994,27,22,1784,19.8,1,2,1,0,0,2,0,0.05,0.1,0.15,0.05,0.15,2.7,2.7,3,5.7,0.14,0.15,0.29,0.14,0.29,Matches
Álvaro Jiménez\Alvaro-Jimenez,es ESP,MFFW,Getafe,22,1995,13,5,536,6,1,1,1,0,0,4,2,0.17,0.17,0.34,0.17,0.34,0.2,0.2,0.7,1,0.04,0.13,0.17,0.04,0.17,Matches
Joaquín\Joaquin,es ESP,FWMF,Betis,36,1981,35,29,2476,27.5,4,7,4,0,0,7,0,0.15,0.25,0.4,0.15,0.4,2.7,2.7,5,7.7,0.1,0.18,0.28,0.1,0.28,Matches
Jony\Jony,es ESP,MFFW,Málaga,26,1991,5,1,220,2.4,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.07,0.13,0.2,0.07,0.2,Matches
Joan Jordán\Joan-Jordan,es ESP,MF,Eibar,23,1994,35,25,2435,27.1,6,3,5,1,2,2,2,0.22,0.11,0.33,0.18,0.3,4.3,2.8,2.9,5.7,0.16,0.11,0.27,0.1,0.21,Matches
Willian José\Willian-Jose,br BRA,FW,Real Sociedad,25,1991,34,32,2763,30.7,15,4,12,3,4,4,0,0.49,0.13,0.62,0.39,0.52,11.3,8.2,4.6,12.8,0.37,0.15,0.51,0.27,0.42,Matches
Jozabed\Jozabed,es ESP,MF,Celta Vigo,26,1991,24,18,1465,16.3,0,4,0,0,0,7,0,0,0.25,0.25,0,0.25,2,2,1.9,4,0.12,0.12,0.24,0.12,0.24,Matches
Juanfran\Juanfran,es ESP,DF,Atlético Madrid,32,1985,17,15,1306,14.5,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.8,0.8,0,0.05,0.06,0,0.06,Matches
Juanfran\Juanfran,es ESP,DF,La Coruña,28,1988,35,34,3055,33.9,0,1,0,0,0,3,0,0,0.03,0.03,0,0.03,1.2,1.2,3.5,4.7,0.04,0.1,0.14,0.04,0.14,Matches
Juankar\Juankar,es ESP,DF,Málaga,27,1990,10,9,784,8.7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.7,0.8,0.01,0.08,0.09,0.01,0.09,Matches
Juanmi\Juanmi,es ESP,FWMF,Real Sociedad,24,1993,30,18,1489,16.5,8,2,8,0,0,3,0,0.48,0.12,0.6,0.48,0.6,5.5,5.5,1.7,7.3,0.33,0.11,0.44,0.33,0.44,Matches
Juanpe\Juanpe,es ESP,DF,Girona,26,1991,35,34,3066,34.1,5,1,5,0,0,7,0,0.15,0.03,0.18,0.15,0.18,1.7,1.7,1.4,3.1,0.05,0.04,0.09,0.05,0.09,Matches
Juanpi\Juanpi,ve VEN,MFFW,Málaga,23,1994,16,5,615,6.8,0,2,0,0,0,1,0,0,0.29,0.29,0,0.29,0.9,0.9,0.8,1.7,0.14,0.12,0.26,0.14,0.26,Matches
David Juncà\David-Junca,es ESP,DF,Eibar,23,1993,15,10,900,10,0,3,0,0,0,3,0,0,0.3,0.3,0,0.3,0,0,1.4,1.5,0,0.14,0.15,0,0.15,Matches
Aleksandar Katai\Aleksandar-Katai,rs SRB,FWMF,Alavés,26,1991,3,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.37,0,0.37,0.37,0.37,Matches
Olarenwaju Kayode\Olarenwaju-Kayode,ng NGA,FWMF,Girona,24,1993,12,2,397,4.4,0,0,0,0,0,2,0,0,0,0,0,0,1.3,1.3,0.9,2.2,0.32,0.2,0.52,0.32,0.52,Matches
Keko\Keko,es ESP,MFFW,Málaga,25,1991,21,15,1203,13.4,0,2,0,0,0,3,0,0,0.15,0.15,0,0.15,1.5,1.5,1.2,2.8,0.11,0.09,0.2,0.11,0.2,Matches
Kike\Kike,es ESP,FW,Eibar,27,1989,35,28,2458,27.3,8,1,8,0,0,5,0,0.29,0.04,0.33,0.29,0.33,10,10,1,10.9,0.36,0.04,0.4,0.36,0.4,Matches
Simon Kjær\Simon-Kjaer,dk DEN,DF,Sevilla,28,1989,20,18,1571,17.5,2,1,2,0,0,3,0,0.11,0.06,0.17,0.11,0.17,1.3,1.3,0,1.3,0.08,0,0.08,0.08,0.08,Matches
Koke\Koke,es ESP,MFFW,Atlético Madrid,25,1992,35,33,2753,30.6,4,3,4,0,0,3,0,0.13,0.1,0.23,0.13,0.23,2.9,2.9,7.3,10.2,0.1,0.24,0.33,0.1,0.33,Matches
Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,24,1993,31,30,2614,29,4,3,4,0,0,12,2,0.14,0.1,0.24,0.14,0.24,2.5,2.5,2.2,4.7,0.08,0.08,0.16,0.08,0.16,Matches
Mateo Kova?i?\Mateo-Kovacic,hr CRO,MF,Real Madrid,23,1994,21,10,994,11,0,1,0,0,0,2,0,0,0.09,0.09,0,0.09,0.3,0.3,1,1.3,0.03,0.09,0.12,0.03,0.12,Matches
Maksym Koval\Maksym-Koval,ua UKR,GKMF,La Coruña,24,1992,2,2,121,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Bojan Krki?\Bojan-Krkic,es ESP,FWMF,Alavés,26,1990,13,4,445,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.1,0.19,0.03,0.22,0.19,0.22,Matches
Michael Krohn-Dehli\Michael-Krohn-Dehli,dk DEN,MF,La Coruña,34,1983,11,10,726,8.1,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.02,0.01,0.04,0.02,0.04,Matches
Michael Krohn-Dehli\Michael-Krohn-Dehli,dk DEN,MFFW,Sevilla,34,1983,13,5,540,6,1,0,1,0,0,0,0,0.17,0,0.17,0.17,0.17,0.2,0.2,1,1.2,0.03,0.17,0.2,0.03,0.2,Matches
Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,27,1990,27,26,2261,25.1,5,5,5,0,0,4,0,0.2,0.2,0.4,0.2,0.4,2.5,2.5,5.6,8.2,0.1,0.22,0.32,0.1,0.32,Matches
Zdravko Kuzmanovi?\Zdravko-Kuzmanovic,rs SRB,MF,Málaga,29,1987,8,6,480,5.3,0,1,0,0,0,2,4,0,0.19,0.19,0,0.19,0.1,0.1,0.4,0.5,0.02,0.07,0.09,0.02,0.09,Matches
Alberto de la Bella\Alberto-de-la-Bella,es ESP,DF,Real Sociedad,31,1985,17,17,1526,17,0,1,0,0,0,4,0,0,0.06,0.06,0,0.06,0.2,0.2,2.1,2.3,0.01,0.12,0.14,0.01,0.14,Matches
Mehdi Lacen\Mehdi-Lacen,dz ALG,MF,Getafe,33,1984,4,0,68,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.15,0,0.15,0.15,0.15,Matches
Mehdi Lacen\Mehdi-Lacen,dz ALG,MF,Málaga,33,1984,15,12,1054,11.7,0,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.2,0.6,0.03,0.02,0.05,0.03,0.05,Matches
Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,27,1989,17,17,1530,17,2,0,2,0,0,3,0,0.12,0,0.12,0.12,0.12,0.8,0.8,0.2,0.9,0.04,0.01,0.05,0.04,0.05,Matches
Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Athletic Club,23,1994,19,19,1710,19,0,0,0,0,0,5,0,0,0,0,0,0,0.6,0.6,0.5,1.2,0.03,0.03,0.06,0.03,0.06,Matches
Borja Lasso\Borja-Lasso,es ESP,MF,Sevilla,23,1994,1,1,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.21,0.21,0,0.21,Matches
Toni Lato\Toni-Lato,es ESP,DF,Valencia,19,1997,16,9,798,8.9,0,1,0,0,0,4,0,0,0.11,0.11,0,0.11,0.1,0.1,0.8,0.9,0.01,0.09,0.1,0.01,0.1,Matches
Miguel Layún\Miguel-Layun,mx MEX,DF,Sevilla,29,1988,16,11,1187,13.2,2,0,2,0,0,4,0,0.15,0,0.15,0.15,0.15,1.3,1.3,1.8,3.1,0.1,0.13,0.23,0.1,0.23,Matches
Iñigo Lekue\Inigo-Lekue,es ESP,DFFW,Athletic Club,24,1993,32,22,2115,23.5,0,1,0,0,0,3,0,0,0.04,0.04,0,0.04,0.8,0.8,1.7,2.5,0.03,0.07,0.11,0.03,0.11,Matches
Mauricio Lemos\Mauricio-Lemos,uy URU,DFMF,Las Palmas,21,1995,16,14,1260,14,0,0,0,0,0,6,0,0,0,0,0,0,0.8,0.8,0.3,1.1,0.06,0.02,0.08,0.06,0.08,Matches
Clément Lenglet\Clement-Lenglet,fr FRA,DF,Sevilla,22,1995,35,33,3000,33.3,3,1,3,0,0,9,0,0.09,0.03,0.12,0.09,0.12,2,2,0.5,2.5,0.06,0.02,0.08,0.06,0.08,Matches
Pedro León\Pedro-Leon,es ESP,FWMF,Eibar,30,1986,12,10,930,10.3,0,4,0,0,0,1,0,0,0.39,0.39,0,0.39,1.3,1.3,2,3.3,0.12,0.2,0.32,0.12,0.32,Matches
Sergio León\Sergio-Leon,es ESP,FW,Betis,28,1989,31,23,1974,21.9,11,1,11,0,1,5,0,0.5,0.05,0.55,0.5,0.55,9.2,8.4,1.7,10.1,0.42,0.08,0.5,0.38,0.46,Matches
Jefferson Lerma\Jefferson-Lerma,co COL,MF,Levante,22,1994,26,25,2135,23.7,0,1,0,0,0,16,0,0,0.04,0.04,0,0.04,1.6,1.6,1,2.5,0.07,0.04,0.11,0.07,0.11,Matches
Maxime Lestienne\Maxime-Lestienne,be BEL,MFFW,Málaga,25,1992,12,8,667,7.4,0,1,0,0,0,1,0,0,0.13,0.13,0,0.13,1.1,1.1,0.6,1.6,0.14,0.08,0.22,0.14,0.22,Matches
Raúl Lizoain\Raul-Lizoain,es ESP,GK,Las Palmas,26,1991,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,23,1993,27,26,2324,25.8,3,1,3,0,0,8,2,0.12,0.04,0.15,0.12,0.15,2.5,2.5,0.1,2.6,0.1,0,0.1,0.1,0.1,Matches
Marcos Llorente\Marcos-Llorente,es ESP,MF,Real Madrid,22,1995,13,5,554,6.2,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.04,0.03,0.07,0.04,0.07,Matches
Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Celta Vigo,22,1994,38,34,3062,34,0,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.5,0.8,0.01,0.01,0.02,0.01,0.02,Matches
David Lombán\David-Lomban,es ESP,DF,Eibar,30,1987,13,11,995,11.1,1,0,1,0,0,3,0,0.09,0,0.09,0.09,0.09,0.2,0.2,0,0.2,0.02,0,0.02,0.02,0.02,Matches
Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Levante,33,1983,21,18,1591,17.7,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.6,0.7,0,0.03,0.04,0,0.04,Matches
Adrián López\Adrian-Lopez,es ESP,FWMF,La Coruña,29,1988,30,26,2343,26,9,6,9,0,0,1,0,0.35,0.23,0.58,0.35,0.58,7.6,7.6,5.2,12.8,0.29,0.2,0.49,0.29,0.49,Matches
Alberto López\Alberto-Lopez,es ESP,DF,Málaga,22,1995,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Andoni López\Andoni-Lopez,es ESP,DF,Athletic Club,21,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
David López\David-Lopez,es ESP,DFMF,Espanyol,27,1989,37,37,3330,37,1,0,1,0,0,7,0,0.03,0,0.03,0.03,0.03,1.4,1.4,0.5,1.8,0.04,0.01,0.05,0.04,0.05,Matches
Diego López\Diego-Lopez,es ESP,GK,Espanyol,35,1981,11,11,942,10.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Iván López\Ivan-Lopez,es ESP,DF,Levante,23,1993,3,3,172,1.9,0,1,0,0,0,0,0,0,0.52,0.52,0,0.52,0,0,0.3,0.3,0.01,0.15,0.16,0.01,0.16,Matches
Javi López\Javi-Lopez,es ESP,DF,Espanyol,31,1986,14,12,965,10.7,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.6,0.7,0.01,0.05,0.06,0.01,0.06,Matches
Pau López\Pau-Lopez,es ESP,GK,Espanyol,22,1994,28,27,2478,27.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.01,0.01,0,0.01,Matches
Pedro López\Pedro-Lopez,es ESP,GK,Betis,22,1995,5,4,412,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Víctor López\Victor-Lopez,es ESP,MFFW,Alavés,20,1997,1,1,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.09,0.37,0.47,0.09,0.47,Matches
Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Girona,24,1993,14,4,477,5.3,1,0,1,0,0,0,0,0.19,0,0.19,0.19,0.19,1.8,1.8,0.7,2.4,0.34,0.13,0.47,0.34,0.47,Matches
José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,22,1995,34,33,2915,32.4,0,2,0,0,0,11,0,0,0.06,0.06,0,0.06,0.7,0.7,4,4.7,0.02,0.12,0.15,0.02,0.15,Matches
José Luis Morales\Jose-Luis-Morales,es ESP,MFFW,Levante,30,1987,35,35,3053,33.9,10,8,7,3,3,7,2,0.29,0.24,0.53,0.21,0.44,8.7,6.4,5.6,12,0.26,0.17,0.42,0.19,0.35,Matches
Filipe Luís\Filipe-Luis,br BRA,DF,Atlético Madrid,31,1985,20,19,1656,18.4,1,2,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,0.2,0.2,1.5,1.8,0.01,0.08,0.1,0.01,0.1,Matches
Luisinho\Luisinho,pt POR,DF,La Coruña,32,1985,30,29,2621,29.1,1,1,1,0,1,12,0,0.03,0.03,0.07,0.03,0.07,1.4,0.7,2.1,2.7,0.05,0.07,0.12,0.02,0.09,Matches
Douglas Luiz\Douglas-Luiz,br BRA,MFFW,Girona,19,1998,15,1,322,3.6,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0.5,1,0.16,0.15,0.31,0.16,0.31,Matches
Saša Luki?\Sasa-Lukic,rs SRB,MF,Levante,20,1996,16,12,992,11,0,2,0,0,0,4,0,0,0.18,0.18,0,0.18,0.1,0.1,2,2.1,0.01,0.18,0.19,0.01,0.19,Matches
Antonio Luna\Antonio-Luna,es ESP,DF,Levante,26,1991,23,22,2021,22.5,0,2,0,0,0,5,0,0,0.09,0.09,0,0.09,0.2,0.2,2.2,2.4,0.01,0.1,0.11,0.01,0.11,Matches
Pablo Maffeo\Pablo-Maffeo,es ESP,MFDF,Girona,20,1997,33,32,2645,29.4,0,0,0,0,0,11,0,0,0,0,0,0,1.1,1.1,1.9,3,0.04,0.06,0.1,0.04,0.1,Matches
Nemanja Maksimovi?\Nemanja-Maksimovic,rs SRB,MFFW,Valencia,22,1995,14,6,560,6.2,0,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0.5,1,0.09,0.08,0.17,0.09,0.17,Matches
Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,26,1991,34,34,2998,33.3,0,5,0,0,0,12,0,0,0.15,0.15,0,0.15,1.3,1.3,4.6,5.9,0.04,0.14,0.18,0.04,0.18,Matches
Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,25,1991,34,34,3024,33.6,1,0,1,0,0,9,1,0.03,0,0.03,0.03,0.03,1.4,1.4,0.3,1.6,0.04,0.01,0.05,0.04,0.05,Matches
Martín Mantovani\Martin-Mantovani,ar ARG,DF,Leganés,33,1984,13,10,1021,11.3,1,0,1,0,0,3,0,0.09,0,0.09,0.09,0.09,0.9,0.9,0.1,1,0.08,0.01,0.09,0.08,0.09,Matches
José Manuel Jurado\Jose-Manuel-Jurado,es ESP,MFFW,Espanyol,31,1986,29,20,1499,16.7,0,3,0,0,0,1,0,0,0.18,0.18,0,0.18,0.8,0.8,1.3,2.1,0.05,0.08,0.13,0.05,0.13,Matches
Marcelo\Marcelo,br BRA,DF,Real Madrid,29,1988,28,26,2262,25.1,2,6,2,0,0,3,1,0.08,0.24,0.32,0.08,0.32,1.6,1.6,7.2,8.7,0.06,0.28,0.35,0.06,0.35,Matches
Óscar de Marcos\Oscar-de-Marcos,es ESP,DFMF,Athletic Club,28,1989,21,20,1654,18.4,1,3,1,0,0,5,0,0.05,0.16,0.22,0.05,0.22,1.6,1.6,1.8,3.4,0.08,0.1,0.18,0.08,0.18,Matches
José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,22,1995,23,17,1696,18.8,1,1,1,0,0,6,0,0.05,0.05,0.11,0.05,0.11,1.5,1.5,0.1,1.6,0.08,0.01,0.09,0.08,0.09,Matches
Adrián Marín\Adrian-Marin,es ESP,DF,Villarreal,20,1997,3,2,233,2.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,23,1994,19,17,1531,17,0,0,0,0,0,4,0,0,0,0,0,0,0.6,0.6,0,0.6,0.03,0,0.03,0.03,0.03,Matches
Roger Martí\Roger-Marti,es ESP,FW,Levante,26,1991,17,10,960,10.7,3,2,2,1,1,4,0,0.28,0.19,0.47,0.19,0.37,3.7,2.9,1.3,4.2,0.35,0.12,0.46,0.27,0.39,Matches
Aarón Martín\Aaron-Martin,es ESP,DF,Espanyol,20,1997,32,31,2816,31.3,0,0,0,0,0,6,0,0,0,0,0,0,0.2,0.2,4,4.1,0.01,0.13,0.13,0.01,0.13,Matches
Carlos Martínez\Carlos-Martinez,es ESP,DF,Real Sociedad,31,1986,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Getafe,24,1992,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,26,1991,16,16,1440,16,0,0,0,0,0,5,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0.02,0.02,0.05,0.02,0.05,Matches
Iñigo Martínez\Inigo-Martinez,es ESP,DF,Real Sociedad,26,1991,12,12,1055,11.7,1,0,1,0,0,0,0,0.09,0,0.09,0.09,0.09,0.9,0.9,0.8,1.6,0.07,0.06,0.14,0.07,0.14,Matches
Roger Martínez\Roger-Martinez,co COL,FW,Villarreal,23,1994,8,2,235,2.6,1,0,1,0,0,1,0,0.38,0,0.38,0.38,0.38,0.7,0.7,0.1,0.8,0.27,0.05,0.31,0.27,0.31,Matches
Javier Mascherano\Javier-Mascherano,ar ARG,DF,Barcelona,33,1984,7,6,542,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0.1,0.1,0,0.1,Matches
Borja Mayoral\Borja-Mayoral,es ESP,FW,Real Madrid,20,1997,14,3,349,3.9,3,1,3,0,0,0,0,0.77,0.26,1.03,0.77,1.03,3.4,3.4,0.2,3.6,0.92,0.05,0.97,0.92,0.97,Matches
Róbert Mazá?\Robert-Mazan,sk SVK,DF,Celta Vigo,23,1994,2,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.18,0.05,0.22,0.18,0.22,Matches
Álvaro Medrán\Alvaro-Medran,es ESP,MF,Valencia,23,1994,1,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,Matches
Álvaro Medrán\Alvaro-Medran,es ESP,MFFW,Alavés,23,1994,17,9,953,10.6,2,0,2,0,0,2,0,0.19,0,0.19,0.19,0.19,0.7,0.7,1.2,1.9,0.07,0.11,0.18,0.07,0.18,Matches
Óscar Melendo\Oscar-Melendo,es ESP,MFFW,Espanyol,19,1997,18,6,693,7.7,0,1,0,0,0,1,0,0,0.13,0.13,0,0.13,0.5,0.5,0.8,1.3,0.07,0.1,0.17,0.07,0.17,Matches
Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,20,1997,20,12,951,10.6,1,2,1,0,0,0,0,0.09,0.19,0.28,0.09,0.28,1.9,1.9,1.3,3.3,0.18,0.13,0.31,0.18,0.31,Matches
Gabriel Mercado\Gabriel-Mercado,ar ARG,DF,Sevilla,30,1987,26,25,2116,23.5,0,1,0,0,0,9,0,0,0.04,0.04,0,0.04,1.5,1.5,0.8,2.3,0.07,0.03,0.1,0.07,0.1,Matches
Sabin Merino\Sabin-Merino,es ESP,FWMF,Athletic Club,25,1992,13,4,376,4.2,0,0,0,0,0,1,0,0,0,0,0,0,1.5,1.5,0.2,1.7,0.38,0.04,0.42,0.38,0.42,Matches
Roque Mesa\Roque-Mesa,es ESP,MF,Sevilla,28,1989,7,4,344,3.8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.3,0.4,0.01,0.08,0.1,0.01,0.1,Matches
Lionel Messi\Lionel-Messi,ar ARG,FWMF,Barcelona,30,1987,36,32,3002,33.4,34,12,32,2,4,3,0,1.02,0.36,1.38,0.96,1.32,25.3,22.3,13.6,35.9,0.76,0.41,1.17,0.67,1.08,Matches
Michel\Michel,br BRA,DF,Las Palmas,27,1990,28,26,2151,23.9,0,1,0,0,0,5,2,0,0.04,0.04,0,0.04,0.4,0.4,2,2.4,0.02,0.08,0.1,0.02,0.1,Matches
Santi Mina\Santi-Mina,es ESP,FW,Valencia,21,1995,32,17,1560,17.3,12,2,11,1,1,4,0,0.69,0.12,0.81,0.63,0.75,9.1,8.3,1.9,10.2,0.53,0.11,0.64,0.48,0.6,Matches
Yerry Mina\Yerry-Mina,co COL,DF,Barcelona,22,1994,5,4,372,4.1,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.06,0.02,0.08,0.06,0.08,Matches
Ignasi Miquel\Ignasi-Miquel,es ESP,DF,Málaga,24,1992,20,20,1772,19.7,0,0,0,0,0,5,1,0,0,0,0,0,0.5,0.5,0.1,0.6,0.02,0.01,0.03,0.02,0.03,Matches
Luka Modri?\Luka-Modric,hr CRO,MF,Real Madrid,31,1985,26,23,1966,21.8,1,5,1,0,0,3,0,0.05,0.23,0.27,0.05,0.27,2.2,2.2,4.6,6.8,0.1,0.21,0.31,0.1,0.31,Matches
Johan Mojica\Johan-Mojica,co COL,MFDF,Girona,24,1992,30,22,2137,23.7,0,4,0,0,0,6,0,0,0.17,0.17,0,0.17,0.9,0.9,2.4,3.3,0.04,0.1,0.14,0.04,0.14,Matches
Jorge Molina\Jorge-Molina,es ESP,FW,Getafe,35,1982,36,31,2779,30.9,7,3,4,3,6,10,0,0.23,0.1,0.32,0.13,0.23,14.7,10.2,3.9,14,0.47,0.12,0.6,0.33,0.45,Matches
