Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
375,Abdallah N'dour\Abdallah-Ndour,sn SEN,DFMF,Strasbourg,24,1993,3.2,0,0,0,3,4,0,7,6,5,0,0,0,34,2,1,66.7,Matches
376,Cheikh N'Doye\Cheikh-NDoye,sn SEN,MF,Angers,32,1986,25.9,4,0,0,32,23,3,17,22,24,1,0,0,222,124,53,70.1,Matches
377,Nathan N'Goumou\Nathan-NGoumou,fr FRA,FW,Toulouse,18,2000,0.8,0,0,0,1,0,0,0,0,1,0,0,0,5,0,1,0,Matches
378,Clinton N'Jie\Clinton-NJie,cm CMR,FWMF,Marseille,24,1993,4,0,0,0,7,3,1,5,0,5,0,0,0,23,5,6,45.5,Matches
379,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,MF,Monaco,23,1995,0.3,0,0,0,1,3,0,1,0,1,0,0,0,5,0,1,0,Matches
380,Stanley N'Soki\Stanley-NSoki,fr FRA,DF,Paris S-G,19,1999,7.8,2,0,0,9,3,1,8,14,12,0,0,0,78,11,4,73.3,Matches
381,Naldo\Naldo,br BRA,DF,Monaco,35,1982,3.3,0,2,0,3,1,0,0,3,3,0,0,0,23,14,6,70,Matches
382,Aly Ndom\Aly-Ndom,fr FRA,MF,Reims,22,1996,4,1,0,0,8,2,0,0,5,5,0,0,0,43,9,3,75,Matches
383,Aly Ndom\Aly-Ndom,fr FRA,MF,Caen,22,1996,0.5,1,0,0,1,0,0,0,1,0,0,0,0,4,1,0,100,Matches
384,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Lyon,21,1996,29.9,3,0,0,44,73,0,5,30,53,0,1,0,267,14,12,53.8,Matches
385,Neymar\Neymar,br BRA,MFFW,Paris S-G,26,1992,16,2,0,0,13,58,7,24,4,10,2,0,0,90,5,2,71.4,Matches
386,Yeni Ngbakoto\Yeni-Ngbakoto,cd COD,FWMF,Guingamp,26,1992,6.3,0,0,0,11,8,1,16,4,5,0,0,0,39,13,9,59.1,Matches
387,M'Baye Niang\MBaye-Niang,sn SEN,FW,Rennes,23,1994,19.9,5,0,0,45,45,11,22,9,16,3,0,0,76,33,39,45.8,Matches
388,Casimir Ninga\Casimir-Ninga,td CHA,FWMF,Caen,25,1993,27.4,9,0,0,64,35,15,41,18,32,0,0,0,189,21,49,30,Matches
389,Christopher Nkunku\Christopher-Nkunku,fr FRA,MFFW,Paris S-G,20,1997,12.8,0,0,0,21,30,0,15,11,11,0,0,0,94,10,9,52.6,Matches
390,Arnaud Nordin\Arnaud-Nordin,fr FRA,FWMF,Saint-Étienne,20,1998,11.7,2,0,0,14,35,2,20,8,6,0,0,0,83,13,11,54.2,Matches
391,Gerzino Nyamsi\Gerzino-Nyamsi,fr FRA,DF,Rennes,21,1997,6,1,1,1,13,2,0,0,2,6,0,0,0,31,20,13,60.6,Matches
392,Lucas Ocampos\Lucas-Ocampos,ar ARG,FWMF,Marseille,24,1994,30.1,11,0,0,51,64,6,65,31,55,0,0,0,235,24,50,32.4,Matches
393,Sheyi Ojo\Sheyi-Ojo,eng ENG,FWMF,Reims,21,1997,5.2,0,0,0,3,10,0,13,2,3,0,0,0,27,3,16,15.8,Matches
394,Alexandre Olliero\Alexandre-Olliero,fr FRA,GK,Nantes,22,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
395,Prince Oniangué\Prince-Oniangue,cg CGO,MF,Caen,29,1988,26,3,0,0,27,28,1,6,16,35,0,0,0,220,36,38,48.6,Matches
396,Otávio\Otavio,br BRA,MF,Bordeaux,24,1994,31.9,4,0,0,56,24,0,4,27,80,0,0,0,354,17,30,36.2,Matches
397,Remi Oudin\Remi-Oudin,fr FRA,FW,Reims,21,1996,29,4,0,0,32,17,8,57,24,31,0,0,0,201,17,46,27,Matches
398,Ambroise Oyongo\Ambroise-Oyongo,cm CMR,DFMF,Montpellier,27,1991,23.7,5,0,0,25,24,0,63,21,20,0,0,1,171,8,28,22.2,Matches
399,Pablo\Pablo,br BRA,DF,Bordeaux,27,1991,21.5,2,3,0,18,12,1,0,27,20,0,2,0,291,59,19,75.6,Matches
400,Vincent Pajot\Vincent-Pajot,fr FRA,MF,Angers,27,1990,7.9,2,0,0,19,12,1,2,10,14,0,0,0,50,26,15,63.4,Matches
401,Sergi Palencia\Sergi-Palencia,es ESP,DF,Bordeaux,22,1996,22.1,6,0,0,27,26,1,55,15,49,0,1,0,214,15,28,34.9,Matches
402,Nicolas Pallois\Nicolas-Pallois,fr FRA,DF,Nantes,30,1987,24,8,0,0,25,12,2,4,31,42,0,2,0,313,35,21,62.5,Matches
403,Mickaël Panos\Mickael-Panos,fr FRA,DF,Saint-Étienne,21,1997,0.3,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,Matches
404,Elhadji Pape Diaw\Elhadji-Pape-Diaw,sn SEN,DF,Angers,23,1994,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Matches
405,Gaëtan Paquiez\Gaetan-Paquiez,fr FRA,DF,Nîmes,24,1994,14.8,5,0,0,18,11,0,14,7,26,0,0,0,134,13,18,41.9,Matches
406,Leandro Paredes\Leandro-Paredes,ar ARG,MF,Paris S-G,24,1994,13.9,1,0,0,14,23,0,7,11,17,0,0,0,119,7,8,46.7,Matches
407,Mateo Pavlovi_\Mateo-Pavlovic,ba BIH,DF,Angers,28,1990,27.7,7,1,0,29,10,0,2,11,20,0,0,0,192,42,25,62.7,Matches
408,Dimitri Payet\Dimitri-Payet,fr FRA,MFFW,Marseille,31,1987,21.2,3,0,0,13,34,2,92,2,7,1,0,0,116,2,9,18.2,Matches
409,Stef Peeters\Stef-Peeters,be BEL,MF,Caen,26,1992,4.5,0,0,0,9,1,0,3,5,7,0,0,0,27,0,0,,Matches
410,Pelé\Pele,gw GNB,MF,Monaco,26,1991,5.2,1,0,0,9,7,0,1,4,4,1,0,0,58,6,5,54.5,Matches
411,Yohann Pelé\Yohann-Pele,fr FRA,GK,Marseille,35,1982,7.6,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0,,Matches
412,Maxime Pélican\Maxime-Pelican,fr FRA,FW,Nice,20,1998,1,0,0,0,1,1,0,1,0,0,0,0,0,6,0,8,0,Matches
413,Pietro Pellegri\Pietro-Pellegri,it ITA,FWMF,Monaco,17,2001,0.9,1,0,0,4,2,0,1,1,1,0,0,0,4,1,4,20,Matches
414,Théo Pellenard\Theo-Pellenard,fr FRA,DF,Angers,24,1994,5.5,0,0,0,10,1,0,13,6,8,0,0,0,35,10,1,90.9,Matches
415,Andy Pelmard\Andy-Pelmard,fr FRA,DF,Nice,18,2000,3.1,0,0,0,4,2,0,0,1,3,0,0,0,31,3,2,60,Matches
416,Nicolas Pépé\Nicolas-Pepe,ci CIV,FWMF,Lille,23,1995,36.9,1,0,0,27,108,12,59,10,17,5,0,0,206,31,28,52.5,Matches
417,Loïc Perrin\Loic-Perrin,fr FRA,DF,Saint-Étienne,32,1985,30,2,0,0,26,20,0,3,28,31,0,3,0,301,72,26,73.5,Matches
418,Matthias Phaeton\Matthias-Phaeton,fr FRA,FWMF,Guingamp,18,2000,0.6,0,0,0,1,2,0,0,0,1,0,0,0,3,0,3,0,Matches
419,Lebogang Phiri\Lebogang-Phiri,za RSA,MF,Guingamp,23,1994,21.4,3,0,0,25,13,0,2,23,41,1,0,0,238,13,17,43.3,Matches
420,Jérémy Pied\Jeremy-Pied,fr FRA,DF,Lille,29,1989,5.2,0,0,0,6,5,0,9,3,6,0,0,0,51,6,11,35.3,Matches
421,Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel,fr FRA,DF,Monaco,20,1998,3.9,1,0,0,5,6,0,2,2,6,0,0,0,33,5,5,50,Matches
422,Erik Pieters\Erik-Pieters,nl NED,DF,Amiens,29,1988,14,2,0,0,18,23,0,26,11,35,0,0,0,153,20,13,60.6,Matches
423,Virgile Pinson\Virgile-Pinson,fr FRA,FW,Reims,22,1996,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches
424,Lenny Pintor\Lenny-Pintor,fr FRA,FW,Lyon,17,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
425,Facundo Píriz\Facundo-Piriz,uy URU,MF,Montpellier,28,1990,1.3,0,0,0,2,0,0,0,3,3,0,0,0,16,5,4,55.6,Matches
426,Jaroslav Pla_il\Jaroslav-Plasil,cz CZE,MF,Bordeaux,36,1982,16,2,0,0,19,25,0,12,16,28,0,0,0,171,17,17,50,Matches
427,Morgan Poaty\Morgan-Poaty,cg CGO,MF,Montpellier,21,1997,1,0,0,0,0,3,0,5,0,0,0,0,0,8,0,0,,Matches
428,Denis-Will Poha\Denis-Will-Poha,fr FRA,MF,Rennes,21,1997,0.3,0,0,0,1,1,0,1,0,0,0,0,0,4,0,0,,Matches
429,Pierre-Yves Polomat\Pierre-Yves-Polomat,fr FRA,DFMF,Saint-Étienne,24,1993,10.6,2,0,0,12,6,1,33,13,14,0,0,0,91,11,15,42.3,Matches
430,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,25,1992,28.2,4,0,0,26,20,1,83,21,23,0,0,0,229,33,27,55,Matches
431,Gaëtan Poussin\Gaetan-Poussin,fr FRA,GK,Bordeaux,19,1999,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,Matches
432,Sanjin Prci_\Sanjin-Prcic,ba BIH,MF,Strasbourg,24,1993,11.7,1,0,0,11,4,0,12,14,14,0,0,0,135,12,5,70.6,Matches
433,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FWMF,Bordeaux,27,1991,14.1,5,0,0,44,36,4,32,7,20,0,1,0,100,24,20,54.5,Matches
434,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Paris S-G,23,1995,11.8,3,0,0,23,8,0,0,9,23,0,0,1,118,10,8,55.6,Matches
435,Nemanja Radonji_\Nemanja-Radonjic,rs SRB,FW,Marseille,22,1996,7.6,2,0,0,6,3,5,13,2,5,0,1,0,36,2,10,16.7,Matches
436,Rafael\Rafael,br BRA,DF,Lyon,28,1990,11.4,4,1,0,21,20,2,36,11,15,0,0,1,112,12,7,63.2,Matches
437,Andrea Raggi\Andrea-Raggi,it ITA,DFMF,Monaco,34,1984,5.5,1,1,0,1,6,1,7,5,4,0,0,0,33,1,2,33.3,Matches
438,Baba Rahman\Baba-Rahman,gh GHA,DF,Reims,24,1994,10.7,3,0,0,15,14,0,4,19,17,0,0,0,102,16,22,42.1,Matches
439,Adil Rami\Adil-Rami,fr FRA,DF,Marseille,32,1985,15.7,2,0,0,17,11,2,1,7,11,0,3,0,206,41,12,77.4,Matches
440,Pedro Rebocho\Pedro-Rebocho,pt POR,DF,Guingamp,23,1995,36,4,0,0,21,36,2,125,28,35,0,1,0,390,35,33,51.5,Matches
441,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,FWMF,Angers,20,1998,28.4,2,0,0,31,68,4,9,23,24,1,0,0,194,9,25,26.5,Matches
442,Loïc Rémy\Loic-Remy,fr FRA,FW,Lille,31,1987,13.4,3,0,0,18,10,10,3,0,3,1,0,0,40,20,42,32.3,Matches
443,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Toulouse,27,1990,30,0,1,0,1,10,0,0,0,0,0,0,1,160,0,0,,Matches
444,Kévin Rimane\Kevin-Rimane,gf GUF,MF,Paris S-G,27,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
445,Renaud Ripart\Renaud-Ripart,fr FRA,FWDF,Nîmes,25,1993,33.4,2,0,0,37,72,8,48,23,43,0,0,0,245,79,115,40.7,Matches
446,Mihailo Risti_\Mihailo-Ristic,rs SRB,DF,Montpellier,22,1995,3.6,0,0,0,3,5,0,5,5,8,0,0,0,18,4,4,50,Matches
447,Christopher Rocchia\Christopher-Rocchia,fr FRA,DF,Marseille,20,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
448,Kenny Rocha Santos\Kenny-Rocha-Santos,cv CPV,DF,Saint-Étienne,18,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
449,Ronny Rodelin\Ronny-Rodelin,fr FRA,MFFW,Guingamp,28,1989,8.8,0,0,0,10,9,3,7,3,5,0,0,0,55,35,14,71.4,Matches
450,Rolando\Rolando,pt POR,DF,Marseille,32,1985,8.9,2,0,0,8,2,0,0,4,12,0,0,0,91,16,14,53.3,Matches
451,Alaixys Romao\Alaixys-Romao,tg TOG,MF,Reims,34,1984,35.1,8,1,0,87,81,0,9,42,70,0,0,0,432,40,46,46.5,Matches
452,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Nantes,23,1994,35.8,3,0,0,46,32,3,50,28,50,0,0,0,374,23,34,40.4,Matches
453,Valentin Rosier\Valentin-Rosier,fr FRA,DFMF,Dijon,21,1996,16.2,2,0,0,36,19,3,19,23,24,0,0,0,168,12,10,54.5,Matches
454,Nolan Roux\Nolan-Roux,fr FRA,FW,Guingamp,30,1988,17.1,2,0,0,25,37,6,6,2,8,0,0,0,62,39,49,44.3,Matches
455,Stéphane Ruffier\Stephane-Ruffier,fr FRA,GK,Saint-Étienne,31,1986,37,1,0,0,1,0,0,0,0,0,0,1,0,202,0,0,,Matches
456,Idriss Saadi\Idriss-Saadi,dz ALG,MF,Strasbourg,26,1992,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Matches
457,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,25,1993,21.2,3,0,0,31,30,3,41,22,26,0,0,0,242,15,26,36.6,Matches
458,Ihsan Sacko\Ihsan-Sacko,fr FRA,FW,Nice,21,1997,4.9,0,1,0,12,6,4,3,3,6,1,0,0,22,4,11,26.7,Matches
459,Wesley Saïd\Wesley-Said,fr FRA,FWMF,Dijon,23,1995,25,4,0,0,50,16,7,33,8,17,0,0,0,110,13,28,31.7,Matches
460,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Nice,21,1997,32.2,2,0,0,12,68,8,102,5,7,2,0,0,176,16,20,44.4,Matches
461,Théo Sainte-Luce\Theo-Sainte-Luce,fr FRA,FW,Nîmes,19,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
462,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,28,1990,26.4,3,0,0,33,25,1,44,17,28,0,1,0,289,58,30,65.9,Matches
463,Diafra Sakho\Diafra-Sakho,sn SEN,FW,Rennes,28,1989,1.6,0,0,0,0,1,2,1,1,2,0,0,0,7,3,0,100,Matches
464,Emiliano Sala\Emiliano-Sala,ar ARG,FW,Nantes,27,1990,15.2,0,0,0,16,34,14,7,3,6,1,0,0,62,15,40,27.3,Matches
465,William Saliba\William-Saliba,fr FRA,DF,Saint-Étienne,17,2001,14.2,1,0,0,10,10,0,2,17,26,0,2,0,136,29,13,69,Matches
466,Yannis Salibur\Yannis-Salibur,fr FRA,FW,Guingamp,27,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
467,Yannis Salibur\Yannis-Salibur,fr FRA,FWMF,Saint-Étienne,27,1991,9.8,2,1,1,21,30,6,28,8,11,1,0,0,60,5,14,26.3,Matches
468,Brice Samba\Brice-Samba,cg CGO,GK,Caen,24,1994,38,1,0,0,0,3,0,0,0,0,0,0,0,175,0,0,,Matches
469,Junior Sambia\Junior-Sambia,fr FRA,MFFW,Montpellier,21,1996,10.3,3,0,0,20,24,4,20,6,9,0,0,0,79,11,11,50,Matches
470,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,32,1986,6,3,1,1,14,6,0,13,4,11,0,0,0,42,2,10,16.7,Matches
471,Ibrahim Sangaré\Ibrahim-Sangare,ci CIV,MF,Toulouse,20,1997,27.4,7,0,0,51,38,3,13,22,77,0,0,0,343,31,24,56.4,Matches
472,Younousse Sankharé\Younousse-Sankhare,sn SEN,MF,Bordeaux,28,1989,16.4,6,0,0,35,35,5,1,11,10,1,0,0,128,15,17,46.9,Matches
473,Baissama Sankoh\Baissama-Sankoh,gn GUI,MFFW,Caen,26,1992,7.2,2,1,0,9,11,0,3,3,5,0,0,0,59,11,10,52.4,Matches
474,Yaya Sanogo\Yaya-Sanogo,fr FRA,FW,Toulouse,25,1993,13.8,3,0,0,41,27,5,3,2,1,3,1,0,57,41,47,46.6,Matches
475,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,23,1994,26.7,9,0,0,52,50,2,40,35,46,0,0,0,293,19,30,38.8,Matches
476,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,23,1995,36.1,2,0,0,51,49,1,7,58,89,0,0,0,436,29,27,51.8,Matches
477,Bouna Sarr\Bouna-Sarr,gn GUI,DFFW,Marseille,26,1992,24.9,3,1,1,37,32,3,67,30,52,0,0,0,271,32,20,61.5,Matches
478,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Rennes,20,1998,31,6,0,0,40,98,10,53,15,20,3,0,0,159,15,26,36.6,Matches
479,Malang Sarr\Malang-Sarr,fr FRA,DF,Nice,19,1999,33.3,1,0,0,31,30,0,10,51,24,0,1,1,312,42,21,66.7,Matches
480,Téji Savanier\Teji-Savanier,fr FRA,MF,Nîmes,26,1991,31.8,6,1,0,49,96,0,66,44,63,0,0,0,447,34,32,51.5,Matches
481,Stanley Segarel\Stanley-Segarel,fr FRA,FWMF,Amiens,24,1994,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100,Matches
482,Ole Selnæs\Ole-Selnaes,no NOR,MF,Saint-Étienne,24,1994,18.5,6,0,0,30,12,1,5,16,23,0,0,0,210,15,21,41.7,Matches
483,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,26,1992,37,2,0,0,1,6,0,0,0,0,0,0,0,180,0,0,,Matches
484,Julien Serrano\Julien-Serrano,fr FRA,MFDF,Monaco,20,1998,1.3,1,0,0,2,1,1,3,3,4,0,0,0,6,1,1,50,Matches
485,Grégory Sertic\Gregory-Sertic,fr FRA,MF,Marseille,28,1989,1.2,1,0,0,3,0,0,1,1,0,0,0,0,23,2,0,100,Matches
486,Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,25,1992,18,2,0,0,10,9,0,0,19,20,0,0,0,186,16,21,43.2,Matches
487,Djibril Sidibé\Djibril-Sidibe,fr FRA,DFMF,Monaco,26,1992,23.1,5,0,0,38,33,9,71,24,31,0,2,0,218,26,25,51,Matches
488,Kalidou Sidibé\Kalidou-Sidibe,fr FRA,MF,Toulouse,19,1999,14,8,0,0,38,14,0,3,12,20,0,0,0,210,52,25,67.5,Matches
489,Jordan Siebatcheu\Jordan-Siebatcheu,us USA,FW,Rennes,22,1996,6.8,0,0,0,13,7,2,1,1,6,1,0,0,26,7,14,33.3,Matches
490,Adrien Silva\Adrien-Silva,pt POR,MF,Monaco,29,1989,13.2,6,0,0,22,16,0,3,7,28,0,0,0,201,16,10,61.5,Matches
491,Gabriel Silva\Gabriel-Silva,br BRA,DFMF,Saint-Étienne,27,1991,15.9,1,0,0,18,30,2,25,16,11,0,0,0,140,21,22,48.8,Matches
492,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,33,1984,23.1,4,0,0,20,25,2,1,14,10,0,2,0,243,39,15,72.2,Matches
493,Giovanni Sio\Giovanni-Sio,ci CIV,FW,Montpellier,29,1989,0.7,0,0,0,2,2,1,1,0,0,0,0,0,5,3,1,75,Matches
494,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,20,1997,29.6,9,0,0,73,28,0,15,28,40,0,0,0,328,44,39,53,Matches
495,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Montpellier,23,1995,34.3,5,0,0,42,33,0,12,42,66,0,0,0,406,36,22,62.1,Matches
496,Petar _kuleti_\Petar-Skuletic,rs SRB,FWMF,Montpellier,28,1990,6.7,0,0,0,17,7,4,3,1,5,1,0,0,40,29,20,59.2,Matches
497,Naïm Sliti\Naim-Sliti,tn TUN,MFFW,Dijon,26,1992,25.4,2,0,0,32,70,9,40,14,28,1,0,0,178,4,27,12.9,Matches
498,Oumar Solet\Oumar-Solet,fr FRA,DF,Lyon,18,2000,0.7,1,0,0,2,0,0,0,1,0,0,0,0,12,3,0,100,Matches
499,Jérémy Sorbon\Jeremy-Sorbon,fr FRA,DF,Guingamp,34,1983,29.4,2,0,0,26,27,1,0,26,31,0,0,0,295,48,40,54.5,Matches
500,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,26,1992,19.1,6,1,1,26,21,0,0,13,16,0,0,0,186,28,17,62.2,Matches
501,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,19,1999,6.3,2,0,0,6,8,0,1,7,16,0,0,0,60,5,7,41.7,Matches
502,Bassem Srarfi\Bassem-Srarfi,tn TUN,FWMF,Nice,21,1997,9.1,2,0,0,14,21,4,12,2,13,0,0,0,61,5,10,33.3,Matches
503,Timo Stavitski\Timo-Stavitski,fi FIN,FW,Caen,19,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
504,Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,28,1990,21.6,7,0,0,36,9,2,14,18,40,0,0,0,257,27,30,47.4,Matches
505,Mathías Suárez\Mathias-Suarez,uy URU,DF,Montpellier,22,1996,6.1,2,0,0,15,16,1,17,6,7,0,0,0,46,8,7,53.3,Matches
506,Danijel Suba_i_\Danijel-Subasic,hr CRO,GK,Monaco,33,1984,12.6,1,0,0,1,2,0,0,0,0,0,0,0,53,0,0,,Matches
507,Neven Suboti_\Neven-Subotic,rs SRB,DF,Saint-Étienne,29,1988,23.9,2,1,0,12,5,0,2,27,20,0,0,0,244,28,14,66.7,Matches
508,Sanasi Sy\Sanasi-Sy,fr FRA,MF,Amiens,19,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
509,Seydou Sy\Seydou-Sy,sn SEN,GK,Monaco,22,1995,2.5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,,Matches
510,Issiaga Sylla\Issiaga-Sylla,gn GUI,DFMF,Toulouse,24,1994,22.2,5,0,0,34,15,2,40,31,38,0,0,0,251,41,33,55.4,Matches
511,Moussa Sylla\Moussa-Sylla,fr FRA,FWMF,Monaco,18,1999,8.5,1,0,0,8,13,1,7,2,7,1,0,0,51,11,29,27.5,Matches
512,Eddy Sylvestre\Eddy-Sylvestre,fr FRA,FW,Nice,18,1999,3,0,0,0,4,6,0,2,4,2,0,0,0,14,0,2,0,Matches
513,Franck Tabanou\Franck-Tabanou,fr FRA,DF,Guingamp,29,1989,2,0,0,0,3,2,0,0,5,1,0,1,0,10,2,3,40,Matches
514,Flavien Tait\Flavien-Tait,fr FRA,MFFW,Angers,25,1993,33.2,2,0,0,33,69,5,95,19,29,2,0,0,253,7,15,31.8,Matches
515,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Nice,24,1994,32.7,7,0,0,46,37,0,7,33,52,0,1,0,269,27,26,50.9,Matches
516,Ciprian T_t_ru_anu\Ciprian-Tatarusanu,ro ROU,GK,Nantes,32,1986,26.6,0,0,0,0,3,0,1,0,0,0,0,0,166,0,0,,Matches
517,Júlio Tavares\Julio-Tavares,cv CPV,FW,Dijon,29,1988,31.2,4,0,0,44,43,15,18,8,9,0,0,0,125,198,174,53.2,Matches
518,Malik Tchokounté\Malik-Tchokounte,fr FRA,FWMF,Caen,29,1988,16.4,3,0,0,49,30,11,7,8,8,1,0,0,105,74,53,58.3,Matches
519,Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Bordeaux,18,2000,7.8,3,0,0,17,8,1,3,10,16,0,0,0,67,9,15,37.5,Matches
520,Martin Terrier\Martin-Terrier,fr FRA,FW,Lyon,21,1997,16.5,2,0,0,13,12,5,14,8,9,0,0,0,98,21,21,50,Matches
521,Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,22,1995,11.6,1,0,0,20,12,1,46,19,15,0,0,0,123,14,17,45.2,Matches
522,Florian Thauvin\Florian-Thauvin,fr FRA,FWMF,Marseille,25,1993,29,5,1,0,30,48,10,73,10,17,1,0,0,148,16,21,43.2,Matches
523,Sada Thioub\Sada-Thioub,sn SEN,FWMF,Nîmes,23,1995,27.5,3,0,0,39,28,3,73,11,26,1,0,0,201,16,28,36.4,Matches
524,Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,30,1988,26.6,4,0,0,27,17,0,0,19,30,2,1,1,230,46,29,61.3,Matches
525,Adrien Thomasson\Adrien-Thomasson,fr FRA,MFFW,Strasbourg,24,1993,27.5,5,1,1,27,42,6,35,11,30,0,1,0,207,9,34,20.9,Matches
526,Marcus Thuram\Marcus-Thuram,fr FRA,FWMF,Guingamp,20,1997,28.6,4,2,0,44,43,8,58,8,36,2,1,0,184,85,82,50.9,Matches
527,Youri Tielemans\Youri-Tielemans,be BEL,MF,Monaco,21,1997,18.7,5,0,0,23,31,1,15,10,28,0,0,0,216,15,12,55.6,Matches
528,Cheick Timite\Cheick-Timite,ci CIV,FWMF,Amiens,20,1997,16.2,2,0,0,43,25,1,23,7,17,0,1,0,93,12,30,28.6,Matches
529,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Toulouse,18,1999,9.3,3,1,1,12,5,0,0,8,18,1,1,0,110,10,12,45.5,Matches
530,Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,24,1994,30.5,4,1,0,29,47,1,18,40,32,1,0,0,342,38,43,46.9,Matches
531,Almamy Touré\Almamy-Toure,ml MLI,DF,Monaco,22,1996,3.8,0,0,0,5,2,0,3,6,8,0,0,0,27,7,2,77.8,Matches
532,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Lyon,21,1997,19.2,3,2,2,26,18,1,3,18,44,0,0,1,216,24,28,46.2,Matches
533,Adama Traoré\Adama-Traore,ml MLI,MFFW,Monaco,23,1995,2.7,0,0,0,3,3,0,1,3,1,0,0,0,13,5,3,62.5,Matches
534,Bertrand Traoré\Bertrand-Traore,bf BFA,FW,Lyon,22,1995,23.5,5,0,0,20,45,18,33,20,14,3,0,0,130,14,23,37.8,Matches
535,Charles Traore\Charles-Traore,ml MLI,DF,Nantes,26,1992,12.9,3,0,0,26,22,0,24,14,27,0,1,0,114,21,15,58.3,Matches
536,Cheick Traoré\Cheick-Traore,ml MLI,DF,Guingamp,23,1995,16.8,3,0,0,25,11,1,46,8,28,0,1,0,129,22,20,52.4,Matches
537,Gaoussou Traoré\Gaoussou-Traore,fr FRA,MF,Amiens,18,1999,1.2,1,0,0,1,4,0,0,0,4,0,0,0,10,3,0,100,Matches
538,Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,26,1992,33,7,0,0,49,26,5,66,38,31,0,0,0,352,29,42,40.8,Matches
539,Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,31,1986,29.3,2,1,0,14,6,2,1,43,25,1,1,0,218,22,23,48.9,Matches
540,Driss Trichard\Driss-Trichard,fr FRA,DF,Bordeaux,23,1995,1,0,0,0,2,1,0,2,0,1,0,0,0,12,0,1,0,Matches
541,Valentín Vada\Valentin-Vada,ar ARG,MF,Saint-Étienne,22,1996,4.5,1,0,0,8,9,0,2,6,3,0,0,0,51,2,3,40,Matches
542,Valentín Vada\Valentin-Vada,ar ARG,MF,Bordeaux,22,1996,0.4,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,Matches
